cue,probe,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitter,fixationResp.keys,jitterTarget,feedbackDur,rt_list,probeResp.keys,probeResp.corr,msg,TrackEarnings,Trial Counter,TrialType,ProbeDur,percentacc,meanrt,probeResp.rt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
images/Neutral.BMP,images/NeutralProbe.BMP,Neutral,0,0,0,2,2.47,None,0.249,1.751,[],None,0,You did not win or lose anything!,0,2,3,0.15,0.0,nan,,,001,.2,2019_Apr_18_1517,MID,3.0.7,60.4114314523273,
images/WinSmall.BMP,images/WinProbe.BMP,WinSmall,0,1,1,4,2.637,None,0.472,1.528,[],space,1,You won $0.20!,0.2,3,2,0.15,0.0,nan,0.25916657905327156,,001,.2,2019_Apr_18_1517,MID,3.0.7,60.4114314523273,
