TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,038,2,practice
1,0,[],,038,2,practice
5,0,[],,038,2,practice
4,0,[],,038,2,practice
3,0,[],,038,2,practice
1,0,[],,038,2,practice
5,0,[],,038,2,practice
2,1,0.33968249399913475,,038,2,practice
3,1,0.3502730669861194,,038,2,practice
1,1,0.32752785200136714,,038,2,practice
4,1,0.349149045010563,,038,2,practice
5,1,0.35698883098666556,,038,2,practice
2,1,0.3206586750166025,,038,2,practice
4,1,0.31174488601391204,,038,2,practice
3,1,0.34824351998395287,,038,2,practice
