TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
4,0,[],,046,2,10
1,0,[],,046,2,10
3,0,[],,046,2,10
4,0,[],,046,2,10
1,1,0.28509628300525947,,046,2,10
4,0,[],,046,2,10
3,1,0.26496306899935007,,046,2,10
2,1,0.2924465030009742,,046,2,10
3,1,0.29217312300170306,,046,2,10
2,0,[],,046,2,10
3,1,0.28849291899678065,,046,2,10
2,1,0.2707922569970833,,046,2,10
5,0,[],,046,2,10
2,0,[],,046,2,10
3,0,[],,046,2,10
4,0,[],,046,2,10
5,1,0.33461255399743095,,046,2,10
2,1,0.2677575219931896,,046,2,10
4,1,0.28150238299713237,,046,2,10
3,0,[],,046,2,10
4,1,0.29121554500306956,,046,2,10
5,1,0.25258554500032915,,046,2,10
2,0,[],,046,2,10
5,1,0.29172487200412434,,046,2,10
5,1,0.2919719720011926,,046,2,10
4,1,0.3092537669945159,,046,2,10
2,0,[],,046,2,10
1,1,0.31188316799671156,,046,2,10
1,1,0.2929850240034284,,046,2,10
5,0,[],,046,2,10
2,0,[],,046,2,10
5,0,[],,046,2,10
3,0,[],,046,2,10
1,0,[],,046,2,10
4,1,0.32382608599436935,,046,2,10
1,1,0.30490085399651434,,046,2,10
4,1,0.2970786459991359,,046,2,10
2,1,0.31300397100130795,,046,2,10
5,0,[],,046,2,10
1,1,0.2743073079982423,,046,2,10
3,0,[],,046,2,10
1,1,0.3365744709954015,,046,2,10
5,0,[],,046,2,10
3,1,0.3254106230015168,,046,2,10
5,1,0.3413764370052377,,046,2,10
4,1,0.30222825599776115,,046,2,10
3,0,[],,046,2,10
1,0,[],,046,2,10
1,1,0.3053755809960421,,046,2,10
2,1,0.26739519400143763,,046,2,10
