TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,1,0.18430429400177673,,0000,2,practice
1,1,0.2497867050115019,,0000,2,practice
5,1,0.29334818496135995,,0000,2,practice
4,1,0.19327131001045927,,0000,2,practice
3,0,[],,0000,2,practice
1,1,0.1898417320335284,,0000,2,practice
5,1,0.2018523680162616,,0000,2,practice
2,1,0.1976685660192743,,0000,2,practice
3,1,0.21551530400756747,,0000,2,practice
1,1,0.18540419201599434,,0000,2,practice
4,1,0.189425103017129,,0000,2,practice
5,0,[],,0000,2,practice
2,0,[],,0000,2,practice
4,0,[],,0000,2,practice
3,0,[],,0000,2,practice
