TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,012,2,practice
1,0,[],,012,2,practice
5,0,[],,012,2,practice
4,1,0.27935216401237994,,012,2,practice
3,1,0.3220057300059125,,012,2,practice
1,1,0.2746462060022168,,012,2,practice
5,0,[],,012,2,practice
2,1,0.30626034701708704,,012,2,practice
3,1,0.417372046969831,,012,2,practice
1,1,0.30335542099783197,,012,2,practice
4,1,0.3539810760412365,,012,2,practice
5,1,0.3142549290205352,,012,2,practice
2,1,0.3761473490158096,,012,2,practice
4,0,[],,012,2,practice
3,0,[],,012,2,practice
