TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,1,0.24915743700694293,,cctst3,2,practice
1,0,[],,cctst3,2,practice
5,1,0.2253176240483299,,cctst3,2,practice
4,1,0.2450162580353208,,cctst3,2,practice
3,0,[],,cctst3,2,practice
