TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,013,2,practice
1,1,0.2704930899781175,,013,2,practice
5,0,[],,013,2,practice
4,0,[],,013,2,practice
3,0,[],,013,2,practice
1,1,0.2686727289692499,,013,2,practice
5,0,[],,013,2,practice
2,1,0.2596298400312662,,013,2,practice
3,0,[],,013,2,practice
1,1,0.28439261903986335,,013,2,practice
4,0,[],,013,2,practice
5,0,[],,013,2,practice
2,1,0.2793109600315802,,013,2,practice
4,0,[],,013,2,practice
3,0,[],,013,2,practice
