Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur.1,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,Unnamed: 47,Unnamed: 46,Unnamed: 44,Unnamed: 45,Unnamed: 7,Unnamed: 43
LgReward,1500.0,0.0,48.0,48.0,48.0,,343.7894277789746,None,1500.0,345.82294138800347,None,None,345.82294138800347,None,1.64,49.0,347.373630438,None,1,1.0,347.373630438,None,You won $5.00!,15.2,1.0,39.0,0.32999999999999985,57.14285714285714,0.26732023314148784,[],83.33333333333333,39.0,3.0,None,,0.3278815869707614,0.3278815869707614,Adjusting RT...,,20,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,,,,,,
SmallPun,4000.0,0.0,49.0,49.0,49.0,,349.4064572019852,None,4000.0,351.4410620729905,None,None,351.4410620729905,None,1.6700000000000002,50.0,355.47389272297727,None,None,0.0,355.47389272297727,None,You lost $0.20!,15.0,5.0,40.0,0.32999999999999985,56.00000000000001,0.26732023314148784,[0],83.33333333333333,39.0,3.0,1,0.04174248600611463,0.3717424860061145,,,,20,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,,,,,,
Triangle,2000.0,0.0,0.0,0.0,0.0,TimeVersion9.csv,32.01166012999602,None,2000.0,34.036745699006126,None,None,34.036745699006126,None,1.62,1.0,36.078450181987144,None,1,1.0,36.078450181987144,None,You did not win or lose anything!,0.0,3.0,0.0,0.38,100.0,0.33441604499239475,[],0.0,0.0,3.0,None,,0.33441604499239475,0.33441604499239475,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
Triangle,1500.0,0.0,1.0,1.0,1.0,,38.12776137597393,None,1500.0,40.15459994401317,None,None,40.15459994401317,None,1.62,2.0,41.69489732402144,None,None,0.0,41.69489732402144,None,You did not win or lose anything!,0.0,3.0,0.0,0.38,50.0,0.33441604499239475,[],0.0,0.0,3.0,1,0.02962680102791637,0.4096268010279164,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,2500.0,0.0,2.0,2.0,2.0,,43.745585616969045,None,2500.0,45.77194717997918,None,None,45.77194717997918,None,1.62,3.0,48.312227671965964,None,1,1.0,48.312227671965964,None,You did not lose $5.00!,0.0,4.0,1.0,0.38,66.66666666666666,0.2990155939769465,[1],0.0,0.0,3.0,None,,0.26361514296149835,0.26361514296149835,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
Triangle,1500.0,0.0,3.0,3.0,3.0,,50.36281968001276,None,1500.0,52.389932343969114,None,None,52.389932343969114,None,1.62,4.0,53.929042770003434,None,None,0.0,53.929042770003434,None,You did not win or lose anything!,0.0,3.0,1.0,0.38,50.0,0.2990155939769465,[1],0.0,0.0,3.0,1,-0.010635869984980673,0.3693641300150193,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,1500.0,0.0,4.0,4.0,4.0,,55.990435882995364,None,1500.0,58.022803751984604,None,None,58.022803751984604,None,1.62,5.0,59.573685668990954,None,None,0.0,59.573685668990954,None,You did not win $5.00!,0.0,1.0,2.0,0.38,40.0,0.2990155939769465,"[1, 0]",0.0,0.0,3.0,None,,0.3693641300150193,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,1500.0,0.0,5.0,5.0,5.0,,61.613067505008075,None,1500.0,63.640593857970096,None,None,63.640593857970096,None,1.62,6.0,65.18062308098888,None,1,1.0,65.18062308098888,None,You did not lose $0.20!,0.0,5.0,3.0,0.36,50.0,0.2921251806546934,[],66.66666666666666,3.0,3.0,None,,0.2783443540101871,0.2783443540101871,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,4000.0,0.0,6.0,6.0,6.0,,67.23000088101253,None,4000.0,69.25849340198329,None,None,69.25849340198329,None,1.64,7.0,73.29233679501341,None,1,1.0,73.29233679501341,None,You did not lose $5.00!,0.0,4.0,4.0,0.36,57.14285714285714,0.2914714802464005,[1],66.66666666666666,3.0,3.0,None,,0.2895103790215217,0.2895103790215217,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
Triangle,3500.0,0.0,7.0,7.0,7.0,,75.34664997900836,None,3500.0,77.37577147001865,None,None,77.37577147001865,None,1.64,8.0,80.90984899800969,None,1,1.0,80.90984899800969,None,You did not win or lose anything!,0.0,3.0,4.0,0.36,62.5,0.2845980469952337,[1],66.66666666666666,3.0,3.0,None,,0.2571043139905669,0.2571043139905669,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,2500.0,0.0,8.0,8.0,8.0,,82.96456299501006,None,2500.0,84.99428325501503,None,None,84.99428325501503,None,1.64,9.0,87.54400726599852,None,1,1.0,87.54400726599852,None,You won $0.20!,0.2,2.0,5.0,0.36,66.66666666666666,0.2861532171664294,"[1, 1]",66.66666666666666,3.0,3.0,None,,0.2939290680224076,0.2939290680224076,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,2000.0,0.0,9.0,9.0,9.0,,89.5820664789644,None,2000.0,91.61102729500273,None,None,91.61102729500273,None,1.64,10.0,93.64452084200457,None,1,1.0,93.64452084200457,None,You did not lose $5.00!,0.2,4.0,6.0,0.33,70.0,0.28319605000017745,[],83.33333333333333,6.0,3.0,None,,0.2654530470026657,0.2654530470026657,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,1500.0,0.0,10.0,10.0,10.0,,95.69864463497652,None,1500.0,97.72849468002096,None,None,97.72849468002096,None,1.67,11.0,99.2618840939831,None,None,0.0,99.2618840939831,None,You lost $0.20!,0.0,5.0,7.0,0.33,63.63636363636363,0.28319605000017745,[0],83.33333333333333,6.0,3.0,1,0.3520721499808133,0.6820721499808132,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,3000.0,0.0,11.0,11.0,11.0,,101.31203528802143,None,3000.0,103.34644498396663,None,None,103.34644498396663,None,1.67,12.0,106.39599537296452,None,None,0.0,106.39599537296452,None,You did not win $0.20!,0.0,2.0,8.0,0.33,58.33333333333334,0.28319605000017745,"[0, 0]",83.33333333333333,6.0,3.0,1,0.01650215400150046,0.3465021540015004,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,1500.0,0.0,12.0,12.0,12.0,,108.43291962199145,None,1500.0,110.46355203300482,None,None,110.46355203300482,None,1.67,13.0,111.99739107198549,None,None,0.0,111.99739107198549,None,You lost $5.00!,-5.0,4.0,9.0,0.35,53.846153846153854,0.28319605000017745,[],50.0,9.0,3.0,1,0.060802878986578435,0.4108028789865784,,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,1500.0,0.0,13.0,13.0,13.0,,114.04672115301945,None,1500.0,116.08134804398287,None,None,116.08134804398287,None,1.65,14.0,117.63091165496736,None,1,1.0,117.63091165496736,None,You won $0.20!,-4.8,2.0,10.0,0.35,57.14285714285714,0.27667530087637715,[1],50.0,9.0,3.0,None,,0.2310300570097752,0.2310300570097752,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,2000.0,0.0,14.0,14.0,14.0,,119.68142393801828,None,2000.0,121.71582235198002,None,None,121.71582235198002,None,1.65,15.0,123.76490084500985,None,None,0.0,123.76490084500985,None,You did not win $0.20!,-4.8,2.0,11.0,0.35,53.33333333333334,0.27667530087637715,"[1, 0]",50.0,9.0,3.0,None,,0.2310300570097752,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,2000.0,0.0,15.0,15.0,15.0,,125.80043051898248,None,2000.0,127.83268359699288,None,None,127.83268359699288,None,1.65,16.0,129.86600293498486,None,1,1.0,129.86600293498486,None,You did not lose $5.00!,-4.8,4.0,12.0,0.39,56.25,0.27414212066731936,[],33.33333333333333,12.0,3.0,None,,0.2538766789948568,0.2538766789948568,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
Triangle,2500.0,0.0,16.0,16.0,16.0,,131.90075072902255,None,2500.0,133.93320746801328,None,None,133.93320746801328,None,1.61,17.0,136.4662771319854,None,1,1.0,136.4662771319854,None,You did not win or lose anything!,-4.8,3.0,12.0,0.39,58.82352941176471,0.26959537450456994,[],33.33333333333333,12.0,3.0,None,,0.2286746590398252,0.2286746590398252,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,1500.0,0.0,17.0,17.0,17.0,,138.50096670602215,None,1500.0,140.53482764802177,None,None,140.53482764802177,None,1.61,18.0,142.067286475969,None,1,1.0,142.067286475969,None,You did not lose $5.00!,-4.8,4.0,13.0,0.39,61.111111111111114,0.2740435948256742,[1],33.33333333333333,12.0,3.0,None,,0.3185257980367169,0.3185257980367169,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,3500.0,0.0,18.0,18.0,18.0,,144.11781753698597,None,3500.0,146.15229410800384,None,1,146.15229410800384,None,1.61,19.0,149.70159006700848,None,1,1.0,149.70159006700848,None,You won $5.00!,0.20000000000000015,1.0,14.0,0.39,63.157894736842096,0.2727375376707641,"[1, 1]",33.33333333333333,12.0,3.0,None,,0.25837090896675363,0.25837090896675363,,2.8426956640323624,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,1500.0,0.0,19.0,19.0,19.0,,151.75217071099902,None,1500.0,153.7856344470056,None,None,153.7856344470056,None,1.61,20.0,155.33569627796533,None,None,0.0,155.33569627796533,None,You did not win $5.00!,0.20000000000000015,1.0,15.0,0.37,60.0,0.2727375376707641,[],66.66666666666666,15.0,3.0,1,0.23994197399588305,0.6099419739958829,,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,3000.0,0.0,20.0,20.0,20.0,,157.36934596201172,None,3000.0,159.40337137697497,None,1,159.40337137697497,None,1.63,21.0,162.43611831997987,None,1,1.0,162.43611831997987,None,You did not lose $5.00!,0.20000000000000015,4.0,16.0,0.37,61.904761904761905,0.2770543766181128,[1],66.66666666666666,15.0,3.0,None,,0.32885644398629665,0.32885644398629665,,2.8446042700088583,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,2000.0,0.0,21.0,21.0,21.0,,164.46900645398998,None,2000.0,166.5035388949909,None,None,166.5035388949909,None,1.63,22.0,168.53669727197848,None,None,0.0,168.53669727197848,None,You lost $0.20!,1.6653345369377348e-16,5.0,17.0,0.37,59.09090909090909,0.2770543766181128,"[1, 0]",66.66666666666666,15.0,3.0,1,0.19640136801172048,0.5664013680117204,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,3500.0,0.0,22.0,22.0,22.0,,170.58709849399747,None,3500.0,172.62075355299748,None,None,172.62075355299748,None,1.63,23.0,176.17071531299737,None,1,1.0,176.17071531299737,None,You won $0.20!,0.20000000000000015,2.0,18.0,0.3499999999999999,60.86956521739131,0.2787030322901306,[],66.66666666666666,18.0,3.0,None,,0.3001355560263619,0.3001355560263619,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,2500.0,0.0,23.0,23.0,23.0,,178.22018735297024,None,2500.0,180.2542280149646,None,None,180.2542280149646,None,1.65,24.0,182.8045445929747,None,1,1.0,182.8045445929747,None,You won $5.00!,5.2,1.0,19.0,0.3499999999999999,62.5,0.2778085606715953,[1],66.66666666666666,18.0,3.0,None,,0.2652859580121003,0.2652859580121003,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,4000.0,0.0,24.0,24.0,24.0,,184.85444280697263,None,4000.0,186.88788119598757,None,None,186.88788119598757,None,1.65,25.0,190.9214717230061,None,None,0.0,190.9214717230061,None,You did not win $0.20!,5.2,2.0,20.0,0.3499999999999999,60.0,0.2778085606715953,"[1, 0]",66.66666666666666,18.0,3.0,1,0.0025617249775677924,0.3525617249775677,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,4000.0,0.0,25.0,25.0,25.0,,192.9545174019877,None,4000.0,194.98873017297592,None,None,194.98873017297592,None,1.65,26.0,199.0217265699757,None,1,1.0,199.0217265699757,None,You did not lose $0.20!,5.2,5.0,21.0,0.3299999999999999,61.53846153846154,0.27752383700499195,[],66.66666666666666,21.0,3.0,None,,0.2732529820059426,0.2732529820059426,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,2000.0,0.0,26.0,26.0,26.0,,201.07195146300361,None,2000.0,203.1062459509704,None,None,203.1062459509704,None,1.6700000000000002,27.0,205.15520079701676,None,None,0.0,205.15520079701676,None,You did not win $5.00!,5.2,1.0,22.0,0.3299999999999999,59.25925925925925,0.27752383700499195,[0],66.66666666666666,21.0,3.0,1,-0.004691556969191879,0.32530844303080797,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,3000.0,0.0,27.0,27.0,27.0,,207.205426874978,None,3000.0,209.23926016897892,None,None,209.23926016897892,None,1.6700000000000002,28.0,212.29003714100688,None,None,0.0,212.29003714100688,None,You did not win $5.00!,5.2,1.0,23.0,0.3299999999999999,57.14285714285714,0.27752383700499195,"[0, 0]",66.66666666666666,21.0,3.0,1,-0.009035998024046421,0.3209640019759535,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
Triangle,4000.0,0.0,28.0,28.0,28.0,,214.32308699999703,None,4000.0,216.35726066597272,None,None,216.35726066597272,None,1.6700000000000002,29.0,220.3893913530046,None,1,1.0,220.3893913530046,None,You did not win or lose anything!,5.2,3.0,23.0,0.3299999999999999,58.620689655172406,0.27652737112058434,"[0, 0]",66.66666666666666,21.0,3.0,None,,0.260583916970063,0.260583916970063,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,1500.0,0.0,29.0,29.0,29.0,,222.44034475000808,None,1500.0,224.47406685998433,None,None,224.47406685998433,None,1.6700000000000002,30.0,226.0079292440205,None,None,0.0,226.0079292440205,None,You lost $5.00!,0.20000000000000015,4.0,24.0,0.3699999999999999,56.66666666666666,0.27652737112058434,[],33.33333333333333,24.0,3.0,1,0.22166474402183667,0.5916647440218366,,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,1500.0,0.0,30.0,30.0,30.0,,228.05735288199506,None,1500.0,230.0914503270178,None,1,230.0914503270178,None,1.63,31.0,231.63035809696885,None,1,1.0,231.63035809696885,None,You won $0.20!,0.4000000000000002,2.0,25.0,0.3699999999999999,58.064516129032256,0.2749209010055185,[1],33.33333333333333,24.0,3.0,None,,0.2476109090493992,0.2476109090493992,,0.3464374369941652,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,1500.0,0.0,31.0,31.0,31.0,,233.69067274499685,None,1500.0,235.7252031759708,None,None,235.7252031759708,None,1.63,32.0,237.274782204011,None,None,0.0,237.274782204011,None,You did not win $5.00!,0.4000000000000002,1.0,26.0,0.3699999999999999,56.25,0.2749209010055185,"[1, 0]",33.33333333333333,24.0,3.0,1,0.12154153699520975,0.4915415369952096,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,4000.0,0.0,32.0,32.0,32.0,,239.3246266230126,None,4000.0,241.35876885300968,None,None,241.35876885300968,None,1.63,33.0,245.4087387070176,None,1,1.0,245.4087387070176,None,You won $5.00!,5.4,1.0,27.0,0.4099999999999999,57.57575757575758,0.2727296617935951,[],33.33333333333333,27.0,3.0,None,,0.2332873559789732,0.2332873559789732,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,3500.0,0.0,33.0,33.0,33.0,,247.44183323998004,None,3500.0,249.4648196959752,None,None,249.4648196959752,None,1.59,34.0,253.008617029991,None,1,1.0,253.008617029991,None,You did not lose $0.20!,5.4,5.0,28.0,0.4099999999999999,58.82352941176471,0.273610684851883,[1],33.33333333333333,27.0,3.0,None,,0.29035012295935303,0.29035012295935303,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
Triangle,1500.0,0.0,34.0,34.0,34.0,,255.05876202898799,None,1500.0,257.08283562096767,None,None,257.08283562096767,None,1.59,35.0,258.6253904320183,None,None,0.0,258.6253904320183,None,You did not win or lose anything!,5.4,3.0,28.0,0.4099999999999999,57.14285714285714,0.273610684851883,[1],33.33333333333333,27.0,3.0,None,,0.29035012295935303,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
Triangle,2000.0,0.0,35.0,35.0,35.0,,260.676152059983,None,2000.0,262.6999048930011,None,None,262.6999048930011,None,1.59,36.0,264.7424987879931,None,1,1.0,264.7424987879931,None,You did not win or lose anything!,5.4,3.0,28.0,0.4099999999999999,58.33333333333334,0.27384212080921444,[1],33.33333333333333,27.0,3.0,None,,0.278470839955844,0.278470839955844,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,2000.0,0.0,36.0,36.0,36.0,,266.7932453759713,None,2000.0,268.81795983697515,None,None,268.81795983697515,None,1.59,37.0,270.8596100870054,None,None,0.0,270.8596100870054,None,You lost $0.20!,5.2,5.0,29.0,0.4099999999999999,56.75675675675675,0.27384212080921444,"[1, 0]",33.33333333333333,27.0,3.0,None,,0.278470839955844,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,1500.0,0.0,37.0,37.0,37.0,,272.9105440530111,None,1500.0,274.93516030401224,None,None,274.93516030401224,None,1.59,38.0,276.47700287098996,None,None,0.0,276.47700287098996,None,You lost $5.00!,0.20000000000000015,4.0,30.0,0.4299999999999999,55.26315789473685,0.27384212080921444,[],49.99999999999999,30.0,3.0,1,0.08272188401315361,0.5127218840131536,,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgPun,3500.0,0.0,38.0,38.0,38.0,,278.52686310600257,None,3500.0,280.5613896040013,None,None,280.5613896040013,None,1.57,39.0,284.09419839200564,None,1,1.0,284.09419839200564,None,You did not lose $5.00!,0.20000000000000015,4.0,31.0,0.4299999999999999,56.4102564102564,0.2734289991362444,[1],49.99999999999999,30.0,3.0,None,,0.2647534440038726,0.2647534440038726,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,3000.0,0.0,39.0,39.0,39.0,,286.1439616869902,None,3000.0,288.17033780697966,None,None,288.17033780697966,None,1.57,40.0,291.20513477700297,None,None,0.0,291.20513477700297,None,You lost $0.20!,1.6653345369377348e-16,5.0,32.0,0.4299999999999999,55.00000000000001,0.2734289991362444,"[1, 0]",49.99999999999999,30.0,3.0,1,0.08983592101139948,0.5198359210113994,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,2000.0,0.0,40.0,40.0,40.0,,293.2783039640053,None,2000.0,295.30395034997485,None,None,295.30395034997485,None,1.57,41.0,297.35445937002083,None,1,1.0,297.35445937002083,None,You won $5.00!,5.0,1.0,33.0,0.4499999999999999,56.09756097560976,0.273256520520511,[],49.99999999999999,33.0,3.0,None,,0.26946199097437784,0.26946199097437784,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,1500.0,0.0,41.0,41.0,41.0,,299.3948230770184,None,1500.0,301.4220398300094,None,None,301.4220398300094,None,1.55,42.0,302.95614933897735,None,None,0.0,302.95614933897735,None,You lost $0.20!,4.8,5.0,34.0,0.4499999999999999,54.76190476190477,0.273256520520511,[0],49.99999999999999,33.0,3.0,1,0.06658107304247096,0.5165810730424709,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,1500.0,0.0,42.0,42.0,42.0,,305.00658938800916,None,1500.0,307.0392586899688,None,None,307.0392586899688,None,1.55,43.0,308.58915387198795,None,1,1.0,308.58915387198795,None,You won $0.20!,5.0,2.0,35.0,0.4499999999999999,55.8139534883721,0.2761543579569358,"[0, 1]",49.99999999999999,33.0,3.0,None,,0.3428046189947054,0.3428046189947054,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,1500.0,0.0,43.0,43.0,43.0,,310.6390837790095,None,1500.0,312.65649955300614,None,None,312.65649955300614,None,1.55,44.0,314.20859486697015,None,None,0.0,314.20859486697015,None,You did not win $0.20!,5.0,2.0,36.0,0.4699999999999999,54.54545454545454,0.2761543579569358,[],49.99999999999999,36.0,3.0,1,0.0878052759799175,0.5578052759799175,,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,1500.0,0.0,44.0,44.0,44.0,,316.27524671400903,None,1500.0,318.30701129999943,None,None,318.30701129999943,None,1.53,45.0,319.85715109598823,None,1,1.0,319.85715109598823,None,You won $5.00!,10.0,1.0,37.0,0.4699999999999999,55.555555555555564,0.2799754207581281,[1],49.99999999999999,36.0,3.0,None,,0.3716809279867448,0.3716809279867448,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
Triangle,1500.0,0.0,45.0,45.0,45.0,,321.89684545097407,None,1500.0,323.92473577096825,None,None,323.92473577096825,None,1.53,46.0,325.4587506829994,None,None,0.0,325.4587506829994,None,You did not win or lose anything!,10.0,3.0,37.0,0.4699999999999999,54.34782608695652,0.2799754207581281,[1],49.99999999999999,36.0,3.0,1,0.02546087303198874,0.4954608730319887,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,1500.0,0.0,46.0,46.0,46.0,,327.49748358601937,None,1500.0,329.5258727119653,None,None,329.5258727119653,None,1.53,47.0,331.05875066400034,None,1,1.0,331.05875066400034,None,You did not lose $0.20!,10.0,5.0,38.0,0.4699999999999999,55.319148936170215,0.27971156126631497,"[1, 1]",49.99999999999999,36.0,3.0,None,,0.2731150739709847,0.2731150739709847,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallPun,2500.0,0.0,47.0,47.0,47.0,,333.0974849759951,None,2500.0,335.12711751501774,None,None,335.12711751501774,None,1.53,48.0,337.65985734498827,None,1,1.0,337.65985734498827,None,You did not lose $0.20!,10.0,5.0,39.0,0.4499999999999999,56.25,0.2774992630347023,[],66.66666666666666,39.0,3.0,None,,0.21997950901277366,0.21997950901277366,Adjusting RT...,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
Triangle,3000.0,0.0,48.0,48.0,48.0,,339.6974809339736,None,3000.0,341.72698059299734,None,None,341.72698059299734,None,1.55,49.0,344.7600705929799,None,1,1.0,344.7600705929799,None,You did not win or lose anything!,10.0,3.0,39.0,0.4499999999999999,57.14285714285714,0.277085327104682,[],66.66666666666666,39.0,3.0,None,,0.2659090569941327,0.2659090569941327,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
SmallReward,2000.0,0.0,49.0,49.0,49.0,,346.81098435696924,None,2000.0,348.84431432996644,None,None,348.84431432996644,None,1.55,50.0,350.8948312189896,None,1,1.0,350.8948312189896,None,You won $0.20!,10.2,2.0,40.0,0.4499999999999999,57.99999999999999,0.2807720144447903,[1],66.66666666666666,39.0,3.0,None,,0.3839992599678226,0.3839992599678226,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.937775107520636,,,,,,
LgReward,1500.0,0.0,0.0,0.0,0.0,TimeVersion3.csv,37.25901117897593,None,1500.0,39.27719802298816,None,None,39.27719802298816,None,1.62,1.0,40.82728137599771,None,1,1.0,40.82728137599771,None,You won $5.00!,5.0,1.0,1.0,0.38,100.0,0.26752448099432513,[1],0.0,0.0,3.0,None,,0.26752448099432513,0.26752448099432513,,,21,Scanner,1,2019_Aug_31_1121,MID,3.1.5,59.928430251617634,,,,,,
Triangle,2500.0,0.0,1.0,1.0,1.0,,42.87922713300213,None,2500.0,44.911103357968386,None,None,44.911103357968386,None,1.62,2.0,47.443613777984865,None,None,0.0,47.443613777984865,None,You did not win or lose anything!,5.0,3.0,1.0,0.38,50.0,0.26752448099432513,[1],0.0,0.0,3.0,None,,0.26752448099432513,,,,21,Scanner,1,2019_Aug_31_1121,MID,3.1.5,59.928430251617634,,,,,,
SmallPun,1500.0,0.0,2.0,2.0,2.0,,49.496388369996566,None,1500.0,51.52912524197018,None,None,51.52912524197018,None,1.62,3.0,53.06127265200485,None,1,1.0,53.06127265200485,None,You did not lose $0.20!,5.0,5.0,2.0,0.38,66.66666666666666,0.26559389248723164,"[1, 1]",0.0,0.0,3.0,None,,0.2636633039801381,0.2636633039801381,,,21,Scanner,1,2019_Aug_31_1121,MID,3.1.5,59.928430251617634,,,,,,
LgPun,2500.0,0.0,3.0,3.0,3.0,,55.11368912801846,None,2500.0,57.14581548498245,None,None,57.14581548498245,None,1.62,4.0,59.678972781985074,None,1,1.0,59.678972781985074,None,You did not lose $5.00!,5.0,4.0,3.0,0.33,75.0,0.26502065465319896,[],100.0,3.0,3.0,None,,0.26387417898513377,0.26387417898513377,Adjusting RT...,,21,Scanner,1,2019_Aug_31_1121,MID,3.1.5,59.928430251617634,,,,,,
Triangle,1500.0,0.0,4.0,4.0,4.0,,61.71367045299849,None,1500.0,63.747068497003056,None,None,63.747068497003056,None,1.67,5.0,65.28006500098854,None,None,0.0,65.28006500098854,None,You did not win or lose anything!,5.0,3.0,3.0,0.33,60.0,0.26502065465319896,[],100.0,3.0,3.0,1,-0.007716196996625513,0.32228380300337445,,,,21,Scanner,1,2019_Aug_31_1121,MID,3.1.5,59.928430251617634,,,,,,
