TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,014,2,practice
1,1,0.2954180889937561,,014,2,practice
5,1,0.27452473899757024,,014,2,practice
4,1,0.25760545599041507,,014,2,practice
3,1,0.26559583299967926,,014,2,practice
1,1,0.26963810599409044,,014,2,practice
5,1,0.2574427259969525,,014,2,practice
2,0,[],,014,2,practice
3,0,[],,014,2,practice
1,1,0.20347294199746102,,014,2,practice
4,1,0.2584413099975791,,014,2,practice
5,0,[],,014,2,practice
2,1,0.23349049899843521,,014,2,practice
4,1,0.21765651999157853,,014,2,practice
3,0,[],,014,2,practice
