Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgPun,1500,0,0,0,0,TimeVersion10.csv,35.62621947599837,None,1500,37.659910091999336,None,None,37.659910091999336,None,1.6900000000000002,1,39.193175652995706,None,1,1,0.2620368959978805,39.193175652995706,None,You did not lose $5.00!,0,4,1,0.3099999999999999,100.0,0.2620368959978805,[1],0,0,3,None,0.2620368959978805,,,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
LgPun,2500,0,1,1,1,,41.243038322994835,None,2500,43.277276957996946,None,None,43.277276957996946,None,1.6900000000000002,2,45.80938692199561,None,1,1,0.23266892499668756,45.80938692199561,None,You did not lose $5.00!,0,4,2,0.3099999999999999,100.0,0.24735291049728403,"[1, 1]",0,0,3,None,0.23266892499668756,,,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
Triangle,2000,0,2,2,2,,47.84365265399538,None,2000,49.877504689997295,None,None,49.877504689997295,None,1.6900000000000002,3,51.91062570199574,None,1,1,0.25557148700318066,51.91062570199574,None,You did not win or lose anything!,0,3,2,0.3099999999999999,100.0,0.2500924359992496,"[1, 1]",0,0,3,None,0.25557148700318066,,,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
SmallPun,2500,0,3,3,3,,53.96020455099642,None,2500,55.993786867999006,None,None,55.993786867999006,None,1.6900000000000002,4,58.52762338799948,None,1,1,0.26544637799815973,58.52762338799948,None,You did not lose $0.20!,0,5,3,0.2599999999999999,100.0,0.2539309214989771,[],100.0,3,3,None,0.26544637799815973,Adjusting RT...,,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
LgReward,2000,0,4,4,4,,60.594326523001655,None,2000,62.62746403300116,None,None,62.62746403300116,None,1.7400000000000002,5,64.66549757900066,None,1,1,0.20157969399588183,64.66549757900066,None,You won $5.00!,5,1,4,0.2599999999999999,100.0,0.24346067599835805,[1],100.0,3,3,None,0.20157969399588183,,,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
Triangle,1500,0,5,5,5,,66.71081486500043,None,1500,68.7327680160015,None,None,68.7327680160015,None,1.7400000000000002,6,70.27786053599993,None,None,0,,70.27786053599993,None,You did not win or lose anything!,5,3,4,0.2599999999999999,83.33333333333334,0.24346067599835805,[1],100.0,3,3,1,0.33077148700045644,,0.07077148700045655,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
SmallPun,1500,0,6,6,6,,72.32846528400114,None,1500,74.36226636599895,None,None,74.36226636599895,None,1.7400000000000002,7,75.89547394799592,None,None,0,,75.89547394799592,None,You lost $0.20!,4.8,5,5,0.2599999999999999,71.42857142857143,0.24346067599835805,"[1, 0]",100.0,3,3,None,0.33077148700045644,,,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
Triangle,2500,0,7,7,7,,77.94467940300092,None,2500,79.97854910699971,None,None,79.97854910699971,None,1.7400000000000002,8,82.5118355079976,None,None,0,,82.5118355079976,None,You did not win or lose anything!,4.8,3,5,0.2599999999999999,62.5,0.24346067599835805,"[1, 0]",100.0,3,3,1,0.27627527300297505,,0.016275273002975155,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
Triangle,3000,0,8,8,8,,84.56262863199663,None,3000,86.58609288599837,None,None,86.58609288599837,None,1.7400000000000002,9,89.62952875699557,None,None,0,,89.62952875699557,None,You did not win or lose anything!,4.8,3,5,0.2599999999999999,55.55555555555556,0.24346067599835805,"[1, 0]",100.0,3,3,1,0.3092507610033498,,0.04925076100334991,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
SmallReward,3500,0,9,9,9,,91.67905765600153,None,3500,93.7033327600002,None,None,93.7033327600002,None,1.7400000000000002,10,97.25405902999773,None,None,0,,97.25405902999773,None,You did not win $0.20!,4.8,2,6,0.2399999999999999,50.0,0.24346067599835805,[],66.66666666666666,6,3,1,0.23621958000352597,Adjusting RT...,-0.0037804199964739382,,004,Scanner,1,2019_Sep_07_0930,MID,3.1.5,60.215953557808284,
