run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,jitter,fixationResp.keys,jitterTarget,feedbackDur,rt_list,Trial counter,probeResp.keys,probeResp.corr,probeResp.rt,participant,session,practiceRT,trial Order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,2.098,None,0.485,1.5,[0.2719772220007144],1,space,1,0.2719772220007144,,,,,,,,,
