TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,019,2,practice
1,0,[],,019,2,practice
5,1,0.2841185880242847,,019,2,practice
4,0,[],,019,2,practice
3,0,[],,019,2,practice
1,1,0.2804738419945352,,019,2,practice
5,1,0.2388831980060786,,019,2,practice
2,1,0.25165906304027885,,019,2,practice
3,1,0.36418997100554407,,019,2,practice
1,1,0.25322922703344375,,019,2,practice
4,1,0.289294883958064,,019,2,practice
5,1,0.29192160902312025,,019,2,practice
2,1,0.28337282297434285,,019,2,practice
4,0,[],,019,2,practice
3,1,0.3005371799808927,,019,2,practice
