Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,2000,0,0,0,0,TimeVersion_practice1.csv,30.76720420102356,None,2000,32.793737949978095,None,None,32.793737949978095,None,1.65,1,34.84387953497935,None,1,1,0.2583959240000695,34.84387953497935,None,You won $0.20!,0.2,2,1,0.35,100.0,0.2583959240000695,[1],0,0,3,None,0.2583959240000695,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
LgReward,2000,0,1,1,1,,36.90676901402185,None,2000,38.92978544201469,None,None,38.92978544201469,None,1.65,2,40.97740769397933,None,1,1,0.24480316502740607,40.97740769397933,None,You won $5.00!,5.2,1,2,0.35,100.0,0.2515995445137378,"[1, 1]",0,0,3,None,0.24480316502740607,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
SmallPun,2000,0,2,2,2,,43.00365912297275,None,2000,45.03046945697861,None,None,45.03046945697861,None,1.65,3,47.06422748597106,None,1,1,0.2540650439914316,47.06422748597106,None,You did not lose $0.20!,5.2,5,3,0.3,100.0,0.25242137767296907,[],100.0,3,3,None,0.2540650439914316,Adjusting RT...,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
LgPun,2000,0,3,3,3,,49.104970831016544,None,2000,51.13114144199062,None,None,51.13114144199062,None,1.7,4,53.164438500010874,None,None,0,,53.164438500010874,None,You lost $5.00!,0.20000000000000018,4,4,0.3,75.0,0.25242137767296907,[0],100.0,3,3,None,0.2540650439914316,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
Triangle,2000,0,4,4,4,,55.2042036849889,None,2000,57.230035407992546,None,None,57.230035407992546,None,1.7,5,59.265308343979996,None,1,1,0.2209809739724733,59.265308343979996,None,You did not win or lose anything!,0.20000000000000018,3,4,0.3,80.0,0.2445612767478451,[0],100.0,3,3,None,0.2209809739724733,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
LgReward,2000,0,5,5,5,,61.320230455021374,None,2000,63.366110641974956,None,None,63.366110641974956,None,1.7,6,65.40912659402238,None,None,0,,65.40912659402238,None,You did not win $5.00!,0.20000000000000018,1,5,0.3,66.66666666666666,0.2445612767478451,"[0, 0]",100.0,3,3,1,0.31823748496826737,,0.01823748496826738,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
SmallPun,2000,0,6,6,6,,67.43914525699802,None,2000,69.46693228802178,None,None,69.46693228802178,None,1.7,7,71.5005115569802,None,None,0,,71.5005115569802,None,You lost $0.20!,1.6653345369377348e-16,5,6,0.32,57.14285714285714,0.2445612767478451,[],50.0,6,3,None,0.31823748496826737,Adjusting RT...,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
SmallReward,2000,0,7,7,7,,73.54134932399029,None,2000,75.54994050902314,None,None,75.54994050902314,None,1.68,8,77.60427398100728,None,1,1,0.265912368951831,77.60427398100728,None,You won $0.20!,0.20000000000000018,2,7,0.32,62.5,0.24883149518864228,[1],50.0,6,3,None,0.265912368951831,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
Triangle,2000,0,8,8,8,,79.63857347297017,None,2000,81.65071672102204,None,None,81.65071672102204,None,1.68,9,83.70088037400274,None,None,0,,83.70088037400274,None,You did not win or lose anything!,0.20000000000000018,3,7,0.32,55.55555555555556,0.24883149518864228,[1],50.0,6,3,None,0.265912368951831,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
LgReward,2000,0,9,9,9,,85.74102555902209,None,2000,87.76930548599921,None,None,87.76930548599921,None,1.68,10,89.81396027101437,None,None,0,,89.81396027101437,None,You did not win $5.00!,0.20000000000000018,1,8,0.32,50.0,0.24883149518864228,"[1, 0]",50.0,6,3,None,0.265912368951831,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
LgPun,2000,0,10,10,10,,91.84030810097465,None,2000,93.85483796300832,None,None,93.85483796300832,None,1.68,11,95.90249201800907,None,1,1,0.24778786901151761,95.90249201800907,None,You did not lose $5.00!,0.20000000000000018,4,9,0.36,54.54545454545454,0.24865755749245486,[],33.33333333333333,9,3,None,0.24778786901151761,Adjusting RT...,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
SmallPun,2000,0,11,11,11,,97.94058791198768,None,2000,99.95215292298235,None,None,99.95215292298235,None,1.6400000000000001,12,102.00248928100336,None,1,1,0.24380505294539034,102.00248928100336,None,You did not lose $0.20!,0.20000000000000018,5,10,0.36,58.333333333333336,0.2479643425571599,[1],33.33333333333333,9,3,None,0.24380505294539034,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
SmallReward,2000,0,12,12,12,,104.04129490198102,None,2000,106.05322116898606,None,None,106.05322116898606,None,1.6400000000000001,13,108.1142683699727,None,None,0,,108.1142683699727,None,You did not win $0.20!,0.20000000000000018,2,11,0.36,53.84615384615385,0.2479643425571599,"[1, 0]",33.33333333333333,9,3,1,0.39357771498849614,,0.033577714988496155,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
LgPun,2000,0,13,13,13,,110.14106146298582,None,2000,112.15647465002257,None,None,112.15647465002257,None,1.6400000000000001,14,114.19730180100305,None,1,1,0.2409707609913312,114.19730180100305,None,You did not lose $5.00!,0.20000000000000018,4,12,0.33999999999999997,57.14285714285714,0.24709014486143133,[],66.66666666666666,12,3,None,0.2409707609913312,Adjusting RT...,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
Triangle,2000,0,14,14,14,,116.24128339899471,None,2000,118.25695563200861,None,None,118.25695563200861,None,1.6600000000000001,15,120.29792408598587,None,None,0,,120.29792408598587,None,You did not win or lose anything!,0.20000000000000018,3,12,0.33999999999999997,53.333333333333336,0.24709014486143133,[],66.66666666666666,12,3,None,0.2409707609913312,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adtst1,Practice,2,2019_Aug_31_0844,MID,3.1.5,30.05801268790604,
