TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
4,1,0.2905968619961641,,010,2,10
1,1,0.2255640500006848,,010,2,10
3,0,[],,010,2,10
4,1,0.3074960009980714,,010,2,10
1,0,[],,010,2,10
4,1,0.23289330600528046,,010,2,10
3,0,[],,010,2,10
2,0,[],,010,2,10
3,0,[],,010,2,10
2,0,[],,010,2,10
3,0,[],,010,2,10
2,0,[],,010,2,10
5,0,[],,010,2,10
2,0,[],,010,2,10
3,0,[],,010,2,10
4,1,0.34867970699997386,,010,2,10
5,1,0.27040526100608986,,010,2,10
2,0,[],,010,2,10
4,0,[],,010,2,10
3,0,[],,010,2,10
4,1,0.2434035939950263,,010,2,10
5,1,0.27893932000006316,,010,2,10
2,1,0.28803123400575714,,010,2,10
5,1,0.40570630899310345,,010,2,10
5,0,[],,010,2,10
4,1,0.2725500619999366,,010,2,10
2,0,[],,010,2,10
1,1,0.32973989399761194,,010,2,10
1,1,0.24279652199766133,,010,2,10
5,0,[],,010,2,10
2,1,0.33306571900175186,,010,2,10
5,0,[],,010,2,10
3,0,[],,010,2,10
1,1,0.36916553899936844,,010,2,10
4,1,0.35628657900088,,010,2,10
1,0,[],,010,2,10
4,0,[],,010,2,10
2,0,[],,010,2,10
5,1,0.377517747998354,,010,2,10
1,1,0.2732314379973104,,010,2,10
3,0,[],,010,2,10
1,1,0.24459174599905964,,010,2,10
5,0,[],,010,2,10
3,0,[],,010,2,10
5,1,0.4005751830045483,,010,2,10
4,1,0.3998223210001015,,010,2,10
3,0,[],,010,2,10
1,1,0.34779063400492305,,010,2,10
1,0,[],,010,2,10
2,1,0.32802268500381615,,010,2,10
