Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,2000,0,0,0,0,TimeVersion9.csv,42.141790958994534,None,2000,44.16151582496241,None,None,44.16151582496241,None,1.6,1,46.2108850699733,None,1,1,0.29196342901559547,46.2108850699733,None,You did not win or lose anything!,0,3,0,0.3999999999999999,100.0,0.29196342901559547,[],0,0,3,None,0.29196342901559547,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
Triangle,1500,0,1,1,1,,48.2250708869542,None,1500,50.24497125495691,None,None,50.24497125495691,None,1.6,2,51.784155319968704,None,1,1,0.30570089496904984,51.784155319968704,None,You did not win or lose anything!,0,3,0,0.3999999999999999,100.0,0.29883216199232265,[],0,0,3,None,0.30570089496904984,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgPun,2500,0,2,2,2,,53.80872703198111,None,2500,55.81356933998177,None,None,55.81356933998177,None,1.6,3,58.36725212796591,None,None,0,,58.36725212796591,None,You lost $5.00!,-5,4,1,0.3999999999999999,66.66666666666666,0.29883216199232265,[0],0,0,3,None,0.30570089496904984,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
Triangle,1500,0,3,3,3,,60.39199120097328,None,1500,62.41346486797556,None,None,62.41346486797556,None,1.6,4,63.95230075099971,None,None,0,,63.95230075099971,None,You did not win or lose anything!,-5,3,1,0.3999999999999999,50.0,0.29883216199232265,[0],0,0,3,None,0.30570089496904984,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgReward,1500,0,4,4,4,,65.97560671897372,None,1500,67.9807474979898,None,None,67.9807474979898,None,1.6,5,69.5494700599811,None,1,1,0.3003835789859295,69.5494700599811,None,You won $5.00!,0,1,2,0.3999999999999999,60.0,0.2993493009901916,"[0, 1]",0,0,3,None,0.3003835789859295,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
SmallPun,1500,0,5,5,5,,71.60124763398198,None,1500,73.61436168896034,None,None,73.61436168896034,None,1.6,6,75.16391949396348,None,None,0,,75.16391949396348,None,You lost $0.20!,-0.2,5,3,0.4399999999999999,50.0,0.2993493009901916,[],33.33333333333333,3,3,None,0.3003835789859295,Adjusting RT...,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgPun,4000,0,6,6,6,,77.18525496200891,None,4000,79.19911349000176,None,None,79.19911349000176,None,1.56,7,83.24953968496993,None,1,1,0.3402049830183387,83.24953968496993,None,You did not lose $5.00!,-0.2,4,4,0.4399999999999999,57.14285714285714,0.30956322149722837,[1],33.33333333333333,3,3,None,0.3402049830183387,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
Triangle,3500,0,7,7,7,,85.26817645400297,None,3500,87.28323409199947,None,None,87.28323409199947,None,1.56,8,90.8347029699944,None,None,0,,90.8347029699944,None,You did not win or lose anything!,-0.2,3,4,0.4399999999999999,50.0,0.30956322149722837,[1],33.33333333333333,3,3,None,0.3402049830183387,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
SmallReward,2500,0,8,8,8,,92.85446478199447,None,2500,94.86724389495794,None,None,94.86724389495794,None,1.56,9,97.38438222795958,None,1,1,0.28347734903218225,97.38438222795958,None,You won $0.20!,0.0,2,5,0.4399999999999999,55.55555555555556,0.30434604700421913,"[1, 1]",33.33333333333333,3,3,None,0.28347734903218225,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgPun,2000,0,9,9,9,,99.43721785198431,None,2000,101.44104802998481,None,None,101.44104802998481,None,1.56,10,103.50142438698094,None,None,0,,103.50142438698094,None,You lost $5.00!,-5.0,4,6,0.4599999999999999,50.0,0.30434604700421913,[],49.99999999999999,6,3,1,0.46900228100363156,Adjusting RT...,0.009002281003631651,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
SmallPun,1500,0,10,10,10,,105.5180031459895,None,1500,107.53603123698849,None,None,107.53603123698849,None,1.54,11,109.08618567796657,None,None,0,,109.08618567796657,None,You lost $0.20!,-5.2,5,7,0.4599999999999999,45.45454545454545,0.30434604700421913,[0],49.99999999999999,6,3,1,0.4474318669899366,,-0.01256813301006332,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
SmallReward,3000,0,11,11,11,,111.14451884495793,None,3000,113.15457787597552,None,None,113.15457787597552,None,1.54,12,116.22109806200024,None,1,1,0.2606497909873724,116.22109806200024,None,You won $0.20!,-5.0,2,8,0.4599999999999999,50.0,0.297063337668078,"[0, 1]",49.99999999999999,6,3,None,0.2606497909873724,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgPun,1500,0,12,12,12,,118.27141754195327,None,1500,120.28780779399676,None,None,120.28780779399676,None,1.54,13,121.78788086597342,None,None,0,,121.78788086597342,None,You lost $5.00!,-10.0,4,9,0.4799999999999999,46.15384615384615,0.297063337668078,[],49.99999999999999,9,3,None,0.2606497909873724,Adjusting RT...,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
SmallReward,1500,0,13,13,13,,123.85339101200225,None,1500,125.87190496898256,None,None,125.87190496898256,None,1.52,14,127.42739973799326,None,1,1,0.2854584390297532,127.42739973799326,None,You won $0.20!,-9.8,2,10,0.4799999999999999,50.0,0.2954054950054602,[1],49.99999999999999,9,3,None,0.2854584390297532,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
SmallReward,2000,0,14,14,14,,129.48049316299148,None,2000,131.48424483800773,None,None,131.48424483800773,None,1.52,15,133.51271285198163,None,1,1,0.345140999997966,133.51271285198163,None,You won $0.20!,-9.600000000000001,2,11,0.4799999999999999,53.333333333333336,0.3016224331295234,"[1, 1]",49.99999999999999,9,3,None,0.345140999997966,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgPun,2000,0,15,15,15,,135.56221983296564,None,2000,137.57402471796377,None,None,137.57402471796377,None,1.52,16,139.6234464359586,None,1,1,0.32937834900803864,139.6234464359586,None,You did not lose $5.00!,-9.600000000000001,4,12,0.4599999999999999,56.25,0.30470642378269175,[],66.66666666666666,12,3,None,0.32937834900803864,Adjusting RT...,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
Triangle,2500,0,16,16,16,,141.64607237197924,None,2500,143.65682582597947,None,None,143.65682582597947,None,1.54,17,146.20814533199882,None,1,1,0.2797103769844398,146.20814533199882,None,You did not win or lose anything!,-9.600000000000001,3,12,0.4599999999999999,58.82352941176471,0.30220681910286656,[],66.66666666666666,12,3,None,0.2797103769844398,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgPun,1500,0,17,17,17,,148.2711913549574,None,1500,150.29139051400125,None,None,150.29139051400125,None,1.54,18,151.82833635096904,None,1,1,0.3274188100476749,151.82833635096904,None,You did not lose $5.00!,-9.600000000000001,4,13,0.4599999999999999,61.111111111111114,0.30449881827966735,[1],66.66666666666666,12,3,None,0.3274188100476749,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgReward,3500,0,18,18,18,,153.90159288200084,None,3500,155.9022583969636,None,1,155.9022583969636,None,1.54,19,159.4266658150009,None,1,1,0.35618924704613164,159.4266658150009,None,You won $5.00!,-4.600000000000001,1,14,0.4599999999999999,63.1578947368421,0.308806354010206,"[1, 1]",66.66666666666666,12,3,None,0.35618924704613164,,,3.2826522110262886,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgReward,1500,0,19,19,19,,161.48352187598357,None,1500,163.4939072909765,None,None,163.4939072909765,None,1.54,20,165.01833994395565,None,None,0,,165.01833994395565,None,You did not win $5.00!,-4.600000000000001,1,15,0.42999999999999994,60.0,0.308806354010206,[],83.33333333333333,15,3,None,0.35618924704613164,Adjusting RT...,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
LgPun,3000,0,20,20,20,,167.06319882295793,None,3000,169.06440036097774,None,None,169.06440036097774,None,1.57,21,172.12731258495478,None,1,1,0.33055040397448465,172.12731258495478,None,You did not lose $5.00!,-4.600000000000001,4,16,0.42999999999999994,61.904761904761905,0.3104789732382275,[1],83.33333333333333,15,3,None,0.33055040397448465,,,,026,Scanner,1,2019_Aug_30_1234,MID,3.1.5,23.97045223624894,
