TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,024,2,practice
1,0,[],,024,2,practice
5,0,[],,024,2,practice
4,1,0.3369456239743158,,024,2,practice
3,0,[],,024,2,practice
1,0,[],,024,2,practice
5,0,[],,024,2,practice
2,1,0.32219972502207384,,024,2,practice
3,1,0.3758443489787169,,024,2,practice
1,1,0.3652305569848977,,024,2,practice
4,1,0.3748567709699273,,024,2,practice
5,1,0.38552031299332157,,024,2,practice
2,1,0.35747641895432025,,024,2,practice
4,1,0.39137376996222883,,024,2,practice
3,0,[],,024,2,practice
