TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,028,2,practice
1,1,0.266698824998457,,028,2,practice
5,0,[],,028,2,practice
4,1,0.26370989700080827,,028,2,practice
3,1,0.27418553800089285,,028,2,practice
1,1,0.28104508499382064,,028,2,practice
5,1,0.28027199499774724,,028,2,practice
2,1,0.27347002999158576,,028,2,practice
3,0,[],,028,2,practice
1,1,0.29254290799144655,,028,2,practice
4,1,0.24867776600876823,,028,2,practice
5,1,0.21667881100438535,,028,2,practice
2,1,0.2197752590291202,,028,2,practice
4,1,0.23465016897534952,,028,2,practice
3,0,[],,028,2,practice
