TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
3,0,[],,0042,2,7
3,0,[],,0042,2,7
4,0,[],,0042,2,7
3,0,[],,0042,2,7
1,0,[],,0042,2,7
5,0,[],,0042,2,7
4,0,[],,0042,2,7
3,1,0.30548818700481206,,0042,2,7
2,1,0.2767334890086204,,0042,2,7
4,1,0.2893693149962928,,0042,2,7
5,1,0.30722192500252277,,0042,2,7
2,1,0.3015245439892169,,0042,2,7
4,0,[],,0042,2,7
2,1,0.27083673400920816,,0042,2,7
2,1,0.2685882420046255,,0042,2,7
4,1,0.27896453300490975,,0042,2,7
3,1,0.2803011299984064,,0042,2,7
4,0,[],,0042,2,7
1,1,0.29508796900336165,,0042,2,7
1,1,0.2784108330088202,,0042,2,7
4,0,[],,0042,2,7
5,0,[],,0042,2,7
2,0,[],,0042,2,7
1,0,[],,0042,2,7
2,1,0.28277423699910287,,0042,2,7
5,1,0.29298866499448195,,0042,2,7
1,1,0.3331453850114485,,0042,2,7
1,0,[],,0042,2,7
3,1,0.3254542409995338,,0042,2,7
4,1,0.32920245299465023,,0042,2,7
2,1,0.30498645700572524,,0042,2,7
1,1,0.2574106120009674,,0042,2,7
1,1,0.2702655470056925,,0042,2,7
5,0,[],,0042,2,7
3,1,0.30960914499883074,,0042,2,7
3,1,0.30578106599568855,,0042,2,7
5,1,0.28576517599867657,,0042,2,7
4,1,0.30719834699993953,,0042,2,7
4,0,[],,0042,2,7
5,0,[],,0042,2,7
1,0,[],,0042,2,7
5,0,[],,0042,2,7
2,0,[],,0042,2,7
2,0,[],,0042,2,7
1,1,0.29593020598986186,,0042,2,7
3,0,[],,0042,2,7
5,1,0.3155947219929658,,0042,2,7
5,1,0.2879760539944982,,0042,2,7
3,1,0.3034899020130979,,0042,2,7
2,1,0.28701135200390127,,0042,2,7
