trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitter,fixationResp.keys,fixationResp.rt,jitterTarget,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,3.695,space,0.43274905503494665,0.154,,,,,,,,
