TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
1,0,[],,043,1,10
1,0,[],,043,1,10
2,1,0.34393188398098573,,043,1,10
2,0,[],,043,1,10
1,0,[],,043,1,10
3,0,[],,043,1,10
5,0,[],,043,1,10
4,0,[],,043,1,10
1,0,[],,043,1,10
4,1,0.3218052890151739,,043,1,10
3,0,[],,043,1,10
5,0,[],,043,1,10
5,0,[],,043,1,10
4,0,[],,043,1,10
2,1,0.3774256470205728,,043,1,10
5,0,[],,043,1,10
4,0,[],,043,1,10
1,0,[],,043,1,10
3,0,[],,043,1,10
5,0,[],,043,1,10
3,1,0.3969312910048757,,043,1,10
2,0,[],,043,1,10
3,0,[],,043,1,10
2,0,[],,043,1,10
1,0,[],,043,1,10
3,0,[],,043,1,10
2,1,0.34495295499800704,,043,1,10
5,1,0.33558098698267713,,043,1,10
5,0,[],,043,1,10
3,0,[],,043,1,10
2,0,[],,043,1,10
2,1,0.3582977800106164,,043,1,10
1,0,[],,043,1,10
1,0,[],,043,1,10
5,0,[],,043,1,10
5,0,[],,043,1,10
2,0,[],,043,1,10
5,0,[],,043,1,10
4,0,[],,043,1,10
3,0,[],,043,1,10
3,0,[],,043,1,10
4,0,[],,043,1,10
4,0,[],,043,1,10
3,0,[],,043,1,10
2,0,[],,043,1,10
1,0,[],,043,1,10
1,1,0.3276283710147254,,043,1,10
4,1,0.33167166501516476,,043,1,10
4,1,0.31948611201369204,,043,1,10
4,0,[],,043,1,10
