trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitterTarget,jitter,fixationResp.keys,fixationResp.rt,feedbackDur,probeResp.keys,probeResp.corr,msg,TrackEarnings,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,0.355,2.508,space,0.266666384995915,1.645,None,0,0,0,,,,,,,
