Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgPun,1500,0,0,0,0,TimeVersion13.csv,42.34414006798761,None,1500,44.378779869002756,None,None,44.378779869002756,None,1.52,1,45.911420754971914,None,1,1,0.24670432601124048,45.911420754971914,None,You did not lose $5.00!,0,4,1,0.48,100.0,0.24670432601124048,[1],0,0,3,None,0.24670432601124048,,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
LgReward,2000,0,1,1,1,,47.962026521970984,None,2000,49.99534967500949,None,None,49.99534967500949,None,1.52,2,52.045102783013135,None,1,1,0.2439749589539133,52.045102783013135,None,You won $5.00!,5,1,2,0.48,100.0,0.2453396424825769,"[1, 1]",0,0,3,None,0.2439749589539133,,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
Triangle,4000,0,2,2,2,,54.09490150498459,None,4000,56.12938578502508,None,None,56.12938578502508,None,1.52,3,60.16190588497557,None,1,1,0.29117523098830134,60.16190588497557,None,You did not win or lose anything!,5,3,2,0.48,100.0,0.26061817198448506,"[1, 1]",0,0,3,None,0.29117523098830134,,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
LgPun,1500,0,3,3,3,,62.21257669397164,None,1500,64.24587024998618,None,None,64.24587024998618,None,1.52,4,65.77879121497972,None,1,1,0.2882206590147689,65.77879121497972,None,You did not lose $5.00!,5,4,3,0.43,100.0,0.267518793742056,[],100.0,3,3,None,0.2882206590147689,Adjusting RT...,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
LgReward,1500,0,4,4,4,,67.8462687410065,None,1500,69.87951313500525,None,None,69.87951313500525,None,1.57,5,71.42907264898531,None,1,1,0.32803484599571675,71.42907264898531,None,You won $5.00!,10,1,4,0.43,100.0,0.27962200419278815,[1],100.0,3,3,None,0.32803484599571675,,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
LgPun,2000,0,5,5,5,,73.4797637439915,None,2000,75.50249750999501,None,None,75.50249750999501,None,1.57,6,77.54604683397338,None,1,1,0.22304109000833705,77.54604683397338,None,You did not lose $5.00!,10,4,5,0.43,100.0,0.27019185182871297,"[1, 1]",100.0,3,3,None,0.22304109000833705,,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
Triangle,3000,0,6,6,6,,79.5794838310103,None,3000,81.61426778498571,None,None,81.61426778498571,None,1.57,7,84.64640350401169,None,1,1,0.28362516302149743,84.64640350401169,None,You did not win or lose anything!,10,3,5,0.43,100.0,0.27211089628482504,"[1, 1]",100.0,3,3,None,0.28362516302149743,,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
SmallReward,2000,0,7,7,7,,86.71346150501631,None,2000,88.74801443901379,None,None,88.74801443901379,None,1.57,8,90.79741193499649,None,1,1,-0.021643493964802474,90.79741193499649,None,You won $0.20!,10.2,2,6,0.38,100.0,0.2353915975036216,[],100.0,6,3,None,-0.021643493964802474,Adjusting RT...,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
Triangle,2000,0,8,8,8,,92.84776248998241,None,2000,94.87258076202124,None,None,94.87258076202124,None,1.62,9,96.91480820800643,None,1,1,0.27329343499150127,96.91480820800643,None,You did not win or lose anything!,10.2,3,6,0.38,100.0,0.23960291278005266,[],100.0,6,3,None,0.27329343499150127,,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
SmallReward,2500,0,9,9,9,,98.95602281700121,None,2500,100.99884283298161,None,None,100.99884283298161,None,1.62,10,103.53993746399647,None,1,1,0.23417432699352503,103.53993746399647,None,You won $0.20!,10.399999999999999,2,7,0.38,100.0,0.23906005420139992,[1],100.0,6,3,None,0.23417432699352503,,,,018,Scanner,2,2019_Sep_02_1307,MID,3.1.5,60.090839208845566,
