Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,4000,0,0,0,0,TimeVersion2.csv,25.17250540398527,None,4000,27.187036753981374,None,None,27.187036753981374,None,1.68,1,31.20742481900379,None,1,1,0.22729967400664464,31.20742481900379,None,You won $0.20!,0.2,2,1,0.32,100.0,0.22729967400664464,[1],0,0,3,None,0.22729967400664464,,,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
Triangle,1500,0,1,1,1,,33.209507615014445,None,1500,35.23857865500031,None,None,35.23857865500031,None,1.68,2,36.742723770963494,None,1,1,0.26610095804790035,36.742723770963494,None,You did not win or lose anything!,0.2,3,1,0.32,100.0,0.2467003160272725,[1],0,0,3,None,0.26610095804790035,,,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
SmallReward,3000,0,2,2,2,,38.75589436601149,None,3000,40.77241785597289,None,None,40.77241785597289,None,1.68,3,43.78920068597654,None,1,1,0.2514946110313758,43.78920068597654,None,You won $0.20!,0.4,2,2,0.32,100.0,0.2482984143619736,"[1, 1]",0,0,3,None,0.2514946110313758,,,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
SmallPun,1500,0,3,3,3,,45.806287414976396,None,1500,47.82343581697205,None,None,47.82343581697205,None,1.68,4,49.32779763697181,None,1,1,0.2298737370292656,49.32779763697181,None,You did not lose $0.20!,0.4,5,3,0.27,100.0,0.2436922450287966,[],100.0,3,3,None,0.2298737370292656,Adjusting RT...,,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
LgPun,1500,0,4,4,4,,51.340589889965486,None,1500,53.35760892898543,None,None,53.35760892898543,None,1.73,5,54.85816414101282,None,None,0,,54.85816414101282,None,You lost $5.00!,-4.6,4,4,0.27,80.0,0.2436922450287966,[0],100.0,3,3,1,0.27776630896143617,,0.0077663089614361525,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
Triangle,1500,0,5,5,5,,56.85997325897915,None,1500,58.89169795601629,None,None,58.89169795601629,None,1.73,6,60.39269857300678,None,1,1,0.219132898026146,60.39269857300678,None,You did not win or lose anything!,-4.6,3,4,0.27,83.33333333333334,0.23878037562826648,[0],100.0,3,3,None,0.219132898026146,,,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
SmallPun,1500,0,6,6,6,,62.39410438697087,None,1500,64.4252875369857,None,None,64.4252875369857,None,1.73,7,65.92628559900913,None,1,1,0.21950540103716776,65.92628559900913,None,You did not lose $0.20!,-4.6,5,5,0.27,85.71428571428571,0.23556787986308336,"[0, 1]",100.0,3,3,None,0.21950540103716776,,,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
Triangle,2000,0,7,7,7,,67.92668720701477,None,2000,69.96011303999694,None,None,69.96011303999694,None,1.73,8,71.96102435397916,None,None,0,,71.96102435397916,None,You did not win or lose anything!,-4.6,3,5,0.27,75.0,0.23556787986308336,"[0, 1]",100.0,3,3,None,0.21950540103716776,,,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
LgReward,2500,0,8,8,8,,73.97852629196132,None,2500,75.99430338601815,None,None,75.99430338601815,None,1.73,9,78.51311268896097,None,1,1,0.18568995199166238,78.51311268896097,None,You won $5.00!,0.40000000000000036,1,6,0.24000000000000002,77.77777777777779,0.2284424615957375,[],83.33333333333333,6,3,None,0.18568995199166238,Adjusting RT...,,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
LgPun,2500,0,9,9,9,,80.51117963297293,None,2500,82.5444964459748,None,None,82.5444964459748,None,1.76,10,85.04492911096895,None,1,1,0.19577327102888376,85.04492911096895,None,You did not lose $5.00!,0.40000000000000036,4,7,0.24000000000000002,80.0,0.2243588127748808,[1],83.33333333333333,6,3,None,0.19577327102888376,,,,0000,Scanner,1,2019_Aug_30_0813,MID,3.1.5,59.89462678990898,
