Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,feedback_resp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,2000,0,0,0,0,TimeVersion8.csv,27.29787604798912,None,2000,29.331923845995334,None,None,29.331923845995334,None,1.53,1,31.370539154988364,None,1,1,0.23436281000613235,31.370539154988364,None,You did not win or lose anything!,0,3,0,0.47,100.0,0.23436281000613235,[],0,0,3,None,0.23436281000613235,,,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
SmallReward,3500,0,1,1,1,,33.4314451879909,None,3500,35.465810470996075,None,None,35.465810470996075,None,1.53,2,39.01667392399395,None,None,0,,39.01667392399395,None,You did not win $0.20!,0,2,1,0.47,50.0,0.23436281000613235,[0],0,0,3,1,0.5698587930080248,0.0998587930080248,,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
LgPun,2000,0,2,2,2,,41.054203396997764,None,2000,43.084523054989404,None,None,43.084523054989404,None,1.53,3,45.11740774399368,None,None,0,,45.11740774399368,None,You lost $5.00!,-5,4,2,0.47,33.33333333333333,0.23436281000613235,"[0, 0]",0,0,3,None,0.5698587930080248,,,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
SmallReward,1500,0,3,3,3,,47.1676412599918,None,1500,49.20115967799211,None,None,49.20115967799211,None,1.53,4,50.75111645399011,None,1,1,0.2647863500023959,50.75111645399011,None,You won $0.20!,-4.8,2,3,0.5,50.0,0.24957458000426413,[],33.33333333333333,3,3,None,0.2647863500023959,,Adjusting RT...,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
LgReward,4000,0,4,4,4,,52.80179024398967,None,4000,54.81817628099816,None,None,54.81817628099816,None,1.5,5,58.868810394997126,None,None,0,,58.868810394997126,None,You did not win $5.00!,-4.8,1,4,0.5,40.0,0.24957458000426413,[0],33.33333333333333,3,3,1,0.5118980629922589,0.011898062992258929,,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
LgPun,1500,0,5,5,5,,60.919634818987106,None,1500,62.95334988000104,None,None,62.95334988000104,None,1.5,6,64.48589857199113,None,None,0,,64.48589857199113,None,You lost $5.00!,-9.8,4,5,0.5,33.33333333333333,0.24957458000426413,"[0, 0]",33.33333333333333,3,3,None,0.5118980629922589,,,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
Triangle,3500,0,6,6,6,,66.51997733399912,None,3500,68.554097781991,None,None,68.554097781991,None,1.5,7,72.08805823099101,None,1,1,0.23895258799893782,72.08805823099101,None,You did not win or lose anything!,-9.8,3,5,0.5,42.857142857142854,0.2460339160024887,"[0, 0]",33.33333333333333,3,3,None,0.23895258799893782,,,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
LgPun,1500,0,7,7,7,,74.12283340499562,None,1500,76.15526437800145,None,None,76.15526437800145,None,1.5,8,77.68827610599692,None,None,0,,77.68827610599692,None,You lost $5.00!,-14.8,4,6,0.5,37.5,0.2460339160024887,[],16.666666666666664,6,3,None,0.23895258799893782,,Adjusting RT...,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
SmallReward,1500,0,8,8,8,,79.73733550999896,None,1500,81.77202708499681,None,None,81.77202708499681,None,1.5,9,83.32245701400097,None,1,1,0.2765594519878505,83.32245701400097,None,You won $0.20!,-14.600000000000001,2,7,0.5,44.44444444444444,0.25366529999882914,[1],16.666666666666664,6,3,None,0.2765594519878505,,,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
SmallPun,2500,0,9,9,9,,85.3570983549871,None,2500,87.39005497399194,None,None,87.39005497399194,None,1.5,10,89.92305783799384,None,None,0,,89.92305783799384,None,You lost $0.20!,-14.8,5,8,0.5,40.0,0.25366529999882914,"[1, 0]",16.666666666666664,6,3,None,0.2765594519878505,,,,022,Scanner,1,2019_Sep_10_1053,MID,3.1.5,60.0408484330129,
