Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgPun,1500,0,0,0,0,TimeVersion13.csv,35.910516044998076,None,1500,37.91729462801595,None,None,37.91729462801595,None,1.5,1,39.43412483402062,None,None,0,39.43412483402062,None,You lost $5.00!,-5,4,1,0.5,0.0,nan,[0],0,0,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,2000,0,1,1,1,,41.40826629800722,None,2000,43.4186218540126,None,None,43.4186218540126,None,1.5,2,45.44026609900175,None,None,0,45.44026609900175,None,You did not win $5.00!,-5,1,2,0.5,0.0,nan,"[0, 0]",0,0,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
Triangle,4000,0,2,2,2,,47.40767088101711,None,4000,49.4175052390201,None,None,49.4175052390201,None,1.5,3,53.427291115018306,None,None,0,53.427291115018306,None,You did not win or lose anything!,-5,3,2,0.5,0.0,nan,"[0, 0]",0,0,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgPun,1500,0,3,3,3,,55.40910065500066,None,1500,57.41988533799304,None,None,57.41988533799304,None,1.5,4,58.92676843100344,None,1,1,58.92676843100344,None,You did not lose $5.00!,-5,4,3,0.5,25.0,0.37813360898871906,[],33.33333333333333,3,3,0.37813360898871906,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,1500,0,4,4,4,,60.90903345900006,None,1500,62.920625290018506,None,None,62.920625290018506,None,1.5,5,64.44181277501048,None,1,1,64.44181277501048,None,You won $5.00!,0,1,4,0.5,40.0,0.3620536664966494,[1],33.33333333333333,3,3,0.3459737240045797,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgPun,2000,0,5,5,5,,66.41163405199768,None,2000,68.42129008402117,None,None,68.42129008402117,None,1.5,6,70.43686593801249,None,None,0,70.43686593801249,None,You lost $5.00!,-5,4,5,0.5,33.33333333333333,0.3620536664966494,"[1, 0]",33.33333333333333,3,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
Triangle,3000,0,6,6,6,,72.40966513499734,None,3000,74.41616841001087,None,None,74.41616841001087,None,1.5,7,77.43847108300542,None,None,0,77.43847108300542,None,You did not win or lose anything!,-5,3,5,0.5,28.57142857142857,0.3620536664966494,"[1, 0]",33.33333333333333,3,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,2000,0,7,7,7,,79.4101883470139,None,2000,81.42258879600558,None,None,81.42258879600558,None,1.5,8,83.4411630120012,None,1,1,83.4411630120012,None,You won $0.20!,-4.8,2,6,0.5,37.5,0.34460475933155976,[],49.99999999999999,6,3,0.3097069450013805,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
Triangle,2000,0,8,8,8,,85.41237700000056,None,2000,87.42403280999861,None,None,87.42403280999861,None,1.5,9,89.43146929101204,None,None,0,89.43146929101204,None,You did not win or lose anything!,-4.8,3,6,0.5,33.33333333333333,0.34460475933155976,[],49.99999999999999,6,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,2500,0,9,9,9,,91.41047472000355,None,2500,93.42536188600934,None,None,93.42536188600934,None,1.5,10,95.94399641500786,None,None,0,95.94399641500786,None,You did not win $0.20!,-4.8,2,7,0.5,30.0,0.34460475933155976,[0],49.99999999999999,6,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
