Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,3500,0,10,10,10,,97.91097346300376,None,3500,99.92605253000511,None,None,99.92605253000511,None,1.5,11,103.42860316601582,None,None,0,103.42860316601582,None,You did not win or lose anything!,-4.8,3,7,0.5,27.27272727272727,0.34460475933155976,[0],49.99999999999999,6,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,4000,0,11,11,11,,105.4336356340209,None,4000,107.42515002100845,None,None,107.42515002100845,None,1.5,12,111.44716517999768,None,1,1,111.44716517999768,None,You won $0.20!,-4.6,2,8,0.5,33.33333333333333,0.3273632087511942,"[0, 1]",49.99999999999999,6,3,0.27563855701009743,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,4000,0,12,12,12,,113.41160052199848,None,4000,115.42616987600923,None,None,115.42616987600923,None,1.5,13,119.4291918730014,None,1,1,119.4291918730014,None,You did not lose $0.20!,-4.6,5,9,0.48,38.46153846153847,0.3300326699973084,[],66.66666666666666,9,3,0.3407105149817653,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,1500,0,13,13,13,,121.41200464000576,None,1500,123.42874447000213,None,None,123.42874447000213,None,1.52,14,124.94552371601458,None,None,0,124.94552371601458,None,You did not win $0.20!,-4.6,2,10,0.48,35.714285714285715,0.3300326699973084,[0],66.66666666666666,9,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
Triangle,1500,0,14,14,14,,126.87077981300536,None,1500,128.87516860300093,None,None,128.87516860300093,None,1.52,15,130.3958547039947,None,None,0,130.3958547039947,None,You did not win or lose anything!,-4.6,3,10,0.48,33.33333333333333,0.3300326699973084,[0],66.66666666666666,9,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgPun,1500,0,15,15,15,,132.32934062601998,None,1500,134.34728627701406,None,None,134.34728627701406,None,1.52,16,135.84808252000948,None,1,1,135.84808252000948,None,You did not lose $5.00!,-4.6,4,11,0.48,37.5,0.3309974729975996,"[0, 1]",66.66666666666666,9,3,0.33582148799905553,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,2000,0,16,16,16,,137.78777071999502,None,2000,139.79848075300106,None,None,139.79848075300106,None,1.52,17,141.8047531430202,None,None,0,141.8047531430202,None,You lost $0.20!,-4.8,5,12,0.5,35.294117647058826,0.3309974729975996,[],49.99999999999999,12,3,,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,3000,0,17,17,17,,143.7483559230168,None,3000,145.76548768600333,None,None,145.76548768600333,None,1.5,18,148.78182457599905,None,1,1,148.78182457599905,None,You won $0.20!,-4.6,2,13,0.5,38.88888888888889,0.32958034285443966,[1],49.99999999999999,12,3,0.3210775619954802,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgPun,3500,0,18,18,18,,150.7468575820094,None,3500,152.7656981740147,None,None,152.7656981740147,None,1.5,19,156.26653999701375,None,1,1,156.26653999701375,None,You did not lose $5.00!,-4.6,4,14,0.5,42.10526315789473,0.3274239659986051,"[1, 1]",49.99999999999999,12,3,0.31232932800776325,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
Triangle,1500,0,19,19,19,,158.24712741101393,None,1500,160.26653527800227,None,None,160.26653527800227,None,1.5,20,161.76721029201872,None,None,0,161.76721029201872,None,You did not win or lose anything!,-4.6,3,14,0.5,40.0,0.3274239659986051,"[1, 1]",49.99999999999999,12,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgPun,1500,0,20,20,20,,163.74747036400368,None,1500,165.75303845500457,None,None,165.75303845500457,None,1.5,21,167.26742340199417,None,1,1,167.26742340199417,None,You did not lose $5.00!,-4.6,4,15,0.48,42.857142857142854,0.3326525905544663,[],66.66666666666666,15,3,0.37448158700135536,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,3500,0,21,21,21,,169.24688423701446,None,3500,171.2538898140192,None,None,171.2538898140192,None,1.52,22,174.7692494780058,None,None,0,174.7692494780058,None,You lost $0.20!,-4.8,5,16,0.48,40.909090909090914,0.3326525905544663,[0],66.66666666666666,15,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,1500,0,22,22,22,,176.7051634429954,None,1500,178.71993379300693,None,None,178.71993379300693,None,1.52,23,180.23672409600113,None,None,0,180.23672409600113,None,You did not win $0.20!,-4.8,2,17,0.48,39.130434782608695,0.3326525905544663,"[0, 0]",66.66666666666666,15,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,2500,0,23,23,23,,182.16520328100887,None,2500,184.1881014740211,None,None,184.1881014740211,None,1.52,24,186.68707721901592,None,None,0,186.68707721901592,None,You lost $0.20!,-5.0,5,18,0.5,37.5,0.3326525905544663,[],50.0,18,3,,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,1500,0,24,24,24,,188.6237177090079,None,1500,190.63734893899527,None,None,190.63734893899527,None,1.5,25,192.14079243101878,None,None,0,192.14079243101878,None,You lost $0.20!,-5.2,5,19,0.5,36.0,0.3326525905544663,[0],50.0,18,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgPun,2500,0,25,25,25,,194.12560758402105,None,2500,196.13814116001595,None,None,196.13814116001595,None,1.5,26,198.64221614800044,None,1,1,198.64221614800044,None,You did not lose $5.00!,-5.2,4,20,0.5,38.46153846153847,0.3379432143003214,"[0, 1]",50.0,18,3,0.3855588280130178,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,1500,0,26,26,26,,200.62411654600874,None,1500,202.63904730600188,None,None,202.63904730600188,None,1.5,27,204.15630256099394,None,None,0,204.15630256099394,None,You did not win $0.20!,-5.2,2,21,0.5,37.03703703703704,0.3379432143003214,[],16.666666666666664,21,3,,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,1500,0,27,27,27,,206.12671554501867,None,1500,208.14006537999376,None,None,208.14006537999376,None,1.5,28,209.65702750501805,None,1,1,209.65702750501805,None,You won $5.00!,-0.20000000000000018,1,22,0.5,39.285714285714285,0.33666314527297136,[1],16.666666666666664,21,3,0.3238624549994711,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,2500,0,28,28,28,,211.62894974599476,None,2500,213.640808311,None,None,213.640808311,None,1.5,29,216.16778835700825,None,None,0,216.16778835700825,None,You did not win $5.00!,-0.20000000000000018,1,23,0.5,37.93103448275862,0.33666314527297136,"[1, 0]",16.666666666666664,21,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,2000,0,29,29,29,,218.1250725260179,None,2000,220.14114357801736,None,None,220.14114357801736,None,1.5,30,222.1440308180172,None,1,1,222.1440308180172,None,You did not lose $0.20!,-0.20000000000000018,5,24,0.5,40.0,0.33268117058469215,[],49.99999999999999,24,3,0.2888794490136206,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,1500,0,30,30,30,,224.1251729039941,None,1500,226.1425389040087,None,None,226.1425389040087,None,1.5,31,227.6588667060132,None,None,0,227.6588667060132,None,You did not win $0.20!,-0.20000000000000018,2,25,0.5,38.70967741935484,0.33268117058469215,[0],49.99999999999999,24,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,1500,0,31,31,31,,229.62560133301304,None,1500,231.64286535300198,None,None,231.64286535300198,None,1.5,32,233.14359121699817,None,None,0,233.14359121699817,None,You lost $0.20!,-0.4000000000000002,5,26,0.5,37.5,0.33268117058469215,"[0, 0]",49.99999999999999,24,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
Triangle,2500,0,32,32,32,,235.12568797601853,None,2500,237.14317088600365,None,None,237.14317088600365,None,1.5,33,239.64401918201474,None,None,0,239.64401918201474,None,You did not win or lose anything!,-0.4000000000000002,3,26,0.5,36.36363636363637,0.33268117058469215,"[0, 0]",49.99999999999999,24,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,1500,0,33,33,33,,241.62491233300534,None,1500,243.63094218299375,None,None,243.63094218299375,None,1.5,34,245.16135372701683,None,1,1,245.16135372701683,None,You won $5.00!,4.6,1,27,0.5,38.23529411764706,0.33120973315537694,[],49.99999999999999,27,3,0.31355248400359415,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgPun,2000,0,34,34,34,,247.12611481299973,None,2000,249.1452240899962,None,None,249.1452240899962,None,1.5,35,251.14586256199982,None,1,1,251.14586256199982,None,You did not lose $5.00!,4.6,4,28,0.5,40.0,0.3333316772872682,[1],49.99999999999999,27,3,0.3609169510018546,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,3500,0,35,35,35,,253.12665779099916,None,3500,255.1455462820013,None,1,255.1455462820013,None,1.5,36,258.668903015001,None,None,0,258.668903015001,None,You did not win $5.00!,4.6,1,29,0.5,38.88888888888889,0.3333316772872682,"[1, 0]",49.99999999999999,27,3,,,0.5983602109772619,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgPun,3000,0,36,36,36,,260.62698120300774,None,3000,262.6472565330041,None,None,262.6472565330041,None,1.5,37,265.64764579801704,None,None,0,265.64764579801704,None,You lost $5.00!,-0.40000000000000036,4,30,0.5,37.83783783783784,0.3333316772872682,[],33.33333333333333,30,3,,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,2000,0,37,37,37,,267.62685389700346,None,2000,269.6476649180113,None,None,269.6476649180113,None,1.5,38,271.6636076570139,None,None,0,271.6636076570139,None,You did not win $0.20!,-0.40000000000000036,2,31,0.5,36.84210526315789,0.3333316772872682,[0],33.33333333333333,30,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,1500,0,38,38,38,,273.6274352920009,None,1500,275.64903969099396,None,None,275.64903969099396,None,1.5,39,277.1489229980216,None,None,0,277.1489229980216,None,You lost $0.20!,-0.6000000000000003,5,32,0.5,35.8974358974359,0.3333316772872682,"[0, 0]",33.33333333333333,30,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,4000,0,39,39,39,,279.1275798449933,None,4000,281.1340990870085,None,None,281.1340990870085,None,1.5,40,285.1666100840084,None,None,0,285.1666100840084,None,You did not win $5.00!,-0.6000000000000003,1,33,0.5,35.0,0.3333316772872682,[],16.666666666666664,33,3,,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
Triangle,1500,0,40,40,40,,287.12796459300444,None,1500,289.13229541500914,None,None,289.13229541500914,None,1.5,41,290.64911503501935,None,None,0,290.64911503501935,None,You did not win or lose anything!,-0.6000000000000003,3,33,0.5,34.146341463414636,0.3333316772872682,[],16.666666666666664,33,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,2000,0,41,41,41,,292.6342666069977,None,2000,294.6378410519974,None,None,294.6378410519974,None,1.5,42,296.6679496190045,None,None,0,296.6679496190045,None,You did not win $5.00!,-0.6000000000000003,1,34,0.5,33.33333333333333,0.3333316772872682,[0],16.666666666666664,33,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,3000,0,42,42,42,,298.6285096729989,None,3000,300.6334408480034,None,None,300.6334408480034,None,1.5,43,303.65235581301386,None,None,0,303.65235581301386,None,You lost $0.20!,-0.8000000000000003,5,35,0.5,32.55813953488372,0.3333316772872682,"[0, 0]",16.666666666666664,33,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
Triangle,1500,0,43,43,43,,305.62862679801765,None,1500,307.6365035469935,None,None,307.6365035469935,None,1.5,44,309.15279189299326,None,None,0,309.15279189299326,None,You did not win or lose anything!,-0.8000000000000003,3,35,0.5,31.818181818181817,0.3333316772872682,"[0, 0]",16.666666666666664,33,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallPun,1500,0,44,44,44,,311.1285692320089,None,1500,313.136799171014,None,None,313.136799171014,None,1.5,45,314.64431669699843,None,None,0,314.64431669699843,None,You lost $0.20!,-1.0000000000000002,5,36,0.5,31.11111111111111,0.3333316772872682,[],0.0,36,3,,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgPun,4000,0,45,45,45,,316.62938282502,None,4000,318.65453058399726,None,None,318.65453058399726,None,1.5,46,322.64608366499306,None,None,0,322.64608366499306,None,You lost $5.00!,-6.0,4,37,0.5,30.434782608695656,0.3333316772872682,[0],0.0,36,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
Triangle,2000,0,46,46,46,,324.6297206199961,None,2000,326.6384315759933,None,None,326.6384315759933,None,1.5,47,328.6546167670167,None,1,1,328.6546167670167,None,You did not win or lose anything!,-6.0,3,37,0.5,31.914893617021278,0.33506170633481813,[0],0.0,36,3,0.3592821130005177,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,3000,0,47,47,47,,330.62950272500166,None,3000,332.6393291990098,None,None,332.6393291990098,None,1.5,48,335.6640689980122,None,None,0,335.6640689980122,None,You did not win $5.00!,-6.0,1,38,0.5,31.25,0.33506170633481813,"[0, 0]",0.0,36,3,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
LgReward,1500,0,48,48,48,,337.6302669660072,None,1500,339.6384406099969,None,None,339.6384406099969,None,1.5,49,341.1555781979987,None,None,0,341.1555781979987,None,You did not win $5.00!,-6.0,1,39,0.5,30.612244897959183,0.33506170633481813,[],0.0,39,3,,Adjusting RT...,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
SmallReward,3500,0,49,49,49,,343.1576020020002,None,3500,345.1327856639982,None,None,345.1327856639982,None,1.5,50,348.66267661601887,None,1,1,348.66267661601887,None,You won $0.20!,-5.8,2,40,0.5,32.0,0.33812369087536354,[1],0.0,39,3,0.38405345898354426,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043,Scanner,2,2019_Aug_24_1253,MID,3.1.5,24.016127752194976,
