TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,016,2,practice
1,0,[],,016,2,practice
5,0,[],,016,2,practice
4,0,[],,016,2,practice
3,0,[],,016,2,practice
1,1,0.2915473409811966,,016,2,practice
5,1,0.2922915589879267,,016,2,practice
2,1,0.29055369296111166,,016,2,practice
3,1,0.2878703360329382,,016,2,practice
1,1,0.26727033097995445,,016,2,practice
4,1,0.32960269099567086,,016,2,practice
5,1,0.30012207297841087,,016,2,practice
2,1,0.3020451320335269,,016,2,practice
4,1,0.3042692739982158,,016,2,practice
3,0,[],,016,2,practice
