trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitter,fixationResp.keys,jitterTarget,feedbackDur,rt_list,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,3.315,None,0.211,1.789,[],,,,,,,,
