Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,AdjRTmsg,probeResp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgPun,1500,0,12,12,12,,109.10040691599716,None,1500,111.12045499699889,None,None,111.12045499699889,None,1.53,13,112.61948627699167,None,None,0,112.61948627699167,None,You lost $5.00!,-14.8,4,9,0.44999999999999996,38.46153846153847,0.296067492000293,[],66.66666666666666,9,3,Adjusting RT...,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallReward,1500,0,13,13,13,,114.558746744995,None,1500,116.57055857099476,None,None,116.57055857099476,None,1.55,14,118.09141840299708,None,1,1,118.09141840299708,None,You won $0.20!,-14.600000000000001,2,10,0.44999999999999996,42.857142857142854,0.29186236566844553,[1],66.66666666666666,9,3,,0.27083673400920816,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallReward,2000,0,14,14,14,,120.05947119399207,None,2000,122.07153287400433,None,None,122.07153287400433,None,1.55,15,124.08961739599181,None,1,1,124.08961739599181,None,You won $0.20!,-14.400000000000002,2,11,0.44999999999999996,46.666666666666664,0.2885374908593284,"[1, 1]",66.66666666666666,9,3,,0.2685882420046255,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgPun,2000,0,15,15,15,,126.06160625300254,None,2000,128.07190534299298,None,None,128.07190534299298,None,1.55,16,130.078210407999,None,1,1,130.078210407999,None,You did not lose $5.00!,-14.400000000000002,4,12,0.41999999999999993,50.0,0.28734087112752604,[],83.33333333333333,12,3,Adjusting RT...,0.27896453300490975,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
Triangle,2500,0,16,16,16,,132.05924536800012,None,2500,134.07203530300467,None,None,134.07203530300467,None,1.58,17,136.57579967299534,None,1,1,136.57579967299534,None,You did not win or lose anything!,-14.400000000000002,3,12,0.41999999999999993,52.94117647058824,0.286558677668735,[],83.33333333333333,12,3,,0.2803011299984064,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgPun,1500,0,17,17,17,,138.55914003000362,None,1500,140.5722678930033,None,None,140.5722678930033,None,1.58,18,142.08015041600447,None,None,0,142.08015041600447,None,You lost $5.00!,-19.400000000000002,4,13,0.41999999999999993,50.0,0.286558677668735,[0],83.33333333333333,12,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgReward,3500,0,18,18,18,,144.08860175199516,None,3500,146.07444552099332,None,None,146.07444552099332,None,1.58,19,149.59212526900228,None,1,1,149.59212526900228,None,You won $5.00!,-14.400000000000002,1,14,0.41999999999999993,52.63157894736842,0.28741160680219763,"[0, 1]",83.33333333333333,12,3,,0.29508796900336165,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgReward,1500,0,19,19,19,,151.5640048839996,None,1500,153.5753590700042,None,None,153.5753590700042,None,1.58,20,155.092802115003,None,1,1,155.092802115003,None,You won $5.00!,-9.400000000000002,1,15,0.3899999999999999,55.00000000000001,0.2865933546391633,[],83.33333333333333,15,3,Adjusting RT...,0.2784108330088202,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgPun,3000,0,20,20,20,,157.06069698100328,None,3000,159.07626289399923,None,None,159.07626289399923,None,1.61,21,162.0794485350052,None,None,0,162.0794485350052,None,You lost $5.00!,-14.400000000000002,4,16,0.3899999999999999,52.38095238095239,0.2865933546391633,[0],83.33333333333333,15,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallPun,2000,0,21,21,21,,164.01961087000382,None,2000,166.02981474499393,None,None,166.02981474499393,None,1.61,22,168.04384008799389,None,None,0,168.04384008799389,None,You lost $0.20!,-14.600000000000001,5,17,0.3899999999999999,50.0,0.2865933546391633,"[0, 0]",83.33333333333333,15,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallReward,3500,0,22,22,22,,169.97801131899178,None,3500,171.99466822200338,None,1,171.99466822200338,None,1.61,23,175.5113926990016,None,None,0,175.5113926990016,None,You did not win $0.20!,-14.600000000000001,2,18,0.4299999999999999,47.82608695652174,0.2865933546391633,[],33.33333333333333,18,3,Adjusting RT...,,2.8465571620035917,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgReward,2500,0,23,23,23,,177.438668022005,None,2500,179.44613257500168,None,None,179.44613257500168,None,1.57,24,181.96997677099716,None,None,0,181.96997677099716,None,You did not win $5.00!,-14.600000000000001,1,19,0.4299999999999999,45.83333333333333,0.2865933546391633,[0],33.33333333333333,18,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallReward,4000,0,24,24,24,,183.89598189399112,None,4000,185.9116217510018,None,None,185.9116217510018,None,1.57,25,189.93039067099744,None,1,1,189.93039067099744,None,You won $0.20!,-14.400000000000002,2,20,0.4299999999999999,48.0,0.286275094835825,"[0, 1]",33.33333333333333,18,3,,0.28277423699910287,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallPun,4000,0,25,25,25,,191.85421824500372,None,4000,193.86345079699822,None,None,193.86345079699822,None,1.57,26,197.88023429400346,None,1,1,197.88023429400346,None,You did not lose $0.20!,-14.400000000000002,5,21,0.46999999999999986,50.0,0.2867915233095678,[],33.33333333333333,21,3,Adjusting RT...,0.29298866499448195,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgReward,2000,0,26,26,26,,199.8121004929999,None,2000,201.8314503750007,None,None,201.8314503750007,None,1.5300000000000002,27,203.8480961919995,None,1,1,203.8480961919995,None,You won $5.00!,-9.400000000000002,1,22,0.46999999999999986,51.85185185185185,0.2901025134311307,[1],33.33333333333333,21,3,,0.3331453850114485,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgReward,3000,0,27,27,27,,205.81329486299364,None,3000,207.83285079499183,None,1,207.83285079499183,None,1.5300000000000002,28,210.85135633099708,None,None,0,210.85135633099708,None,You did not win $5.00!,-9.400000000000002,1,23,0.46999999999999986,50.0,0.2901025134311307,"[1, 0]",33.33333333333333,21,3,,,2.770296844013501,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
Triangle,4000,0,28,28,28,,212.77386352600297,None,4000,214.7835076259944,None,None,214.7835076259944,None,1.5300000000000002,29,218.79062638100004,None,1,1,218.79062638100004,None,You did not win or lose anything!,-9.400000000000002,3,23,0.46999999999999986,51.724137931034484,0.29245929526902426,"[1, 0]",33.33333333333333,21,3,,0.3254542409995338,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgPun,1500,0,29,29,29,,220.73083031400165,None,1500,222.75144819800335,None,None,222.75144819800335,None,1.5300000000000002,30,224.2510032959981,None,1,1,224.2510032959981,None,You did not lose $5.00!,-9.400000000000002,4,24,0.44999999999999984,53.333333333333336,0.29475574262687587,[],66.66666666666666,24,3,Adjusting RT...,0.32920245299465023,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallReward,1500,0,30,30,30,,226.22972185899562,None,1500,228.2381869450037,None,None,228.2381869450037,None,1.5500000000000003,31,229.76812308600347,None,1,1,229.76812308600347,None,You won $0.20!,-9.200000000000003,2,25,0.44999999999999984,54.83870967741935,0.2953575493550435,[1],66.66666666666666,24,3,,0.30498645700572524,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgReward,1500,0,31,31,31,,231.73070585000096,None,1500,233.75265131700144,None,None,233.75265131700144,None,1.5500000000000003,32,235.26773028400203,None,1,1,235.26773028400203,None,You won $5.00!,-4.200000000000003,1,26,0.44999999999999984,56.25,0.29324938616870594,"[1, 1]",66.66666666666666,24,3,,0.2574106120009674,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgReward,4000,0,32,32,32,,237.23144535699976,None,4000,239.25345482899866,None,None,239.25345482899866,None,1.5500000000000003,33,243.2699520669994,None,1,1,243.2699520669994,None,You won $5.00!,0.7999999999999972,1,27,0.4199999999999998,57.57575757575758,0.29203971042328414,[],83.33333333333333,27,3,Adjusting RT...,0.2702655470056925,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallPun,3500,0,33,33,33,,245.2318454490014,None,3500,247.25446099099645,None,None,247.25446099099645,None,1.58,34,250.7545916300005,None,None,0,250.7545916300005,None,You lost $0.20!,0.5999999999999972,5,28,0.4199999999999998,55.88235294117647,0.29203971042328414,[0],83.33333333333333,27,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
Triangle,1500,0,34,34,34,,252.7319095260027,None,1500,254.74045351600216,None,None,254.74045351600216,None,1.58,35,256.2554926839948,None,1,1,256.2554926839948,None,You did not win or lose anything!,0.5999999999999972,3,28,0.4199999999999998,57.14285714285714,0.2929181821520615,[0],83.33333333333333,27,3,,0.30960914499883074,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
Triangle,2000,0,35,35,35,,258.2323180349922,None,2000,260.2406902179937,None,None,260.2406902179937,None,1.58,36,262.25647285499144,None,1,1,262.25647285499144,None,You did not win or lose anything!,0.5999999999999972,3,28,0.4199999999999998,58.333333333333336,0.29353070043032947,[0],83.33333333333333,27,3,,0.30578106599568855,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallPun,2000,0,36,36,36,,264.23143453399825,None,2000,266.24048049599514,None,None,266.24048049599514,None,1.58,37,268.2574442890036,None,1,1,268.2574442890036,None,You did not lose $0.20!,0.5999999999999972,5,29,0.4199999999999998,59.45945945945946,0.2931777220470725,"[0, 1]",83.33333333333333,27,3,,0.28576517599867657,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgPun,1500,0,37,37,37,,270.2327491899923,None,1500,272.2467538249912,None,None,272.2467538249912,None,1.58,38,273.75801419200434,None,1,1,273.75801419200434,None,You did not lose $5.00!,0.5999999999999972,4,30,0.3899999999999998,60.526315789473685,0.2937873144363276,[],83.33333333333333,30,3,Adjusting RT...,0.30719834699993953,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgPun,3500,0,38,38,38,,275.7329641940014,None,3500,277.7383835100045,None,None,277.7383835100045,None,1.6100000000000003,39,281.2584518100048,None,None,0,281.2584518100048,None,You lost $5.00!,-4.400000000000003,4,31,0.3899999999999998,58.97435897435898,0.2937873144363276,[0],83.33333333333333,30,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallPun,3000,0,39,39,39,,283.191731525003,None,3000,285.20952209799725,None,None,285.20952209799725,None,1.6100000000000003,40,288.2086354819912,None,None,0,288.2086354819912,None,You lost $0.20!,-4.600000000000003,5,32,0.3899999999999998,57.49999999999999,0.2937873144363276,"[0, 0]",83.33333333333333,30,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgReward,2000,0,40,40,40,,290.1524420219939,None,2000,292.1601631109952,None,None,292.1601631109952,None,1.6100000000000003,41,294.1807145799976,None,None,0,294.1807145799976,None,You did not win $5.00!,-4.600000000000003,1,33,0.42999999999999977,56.09756097560976,0.2937873144363276,[],33.33333333333333,33,3,Adjusting RT...,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallPun,1500,0,41,41,41,,296.10899199100095,None,1500,298.12707718599995,None,None,298.12707718599995,None,1.5700000000000003,42,299.62786822600174,None,None,0,299.62786822600174,None,You lost $0.20!,-4.800000000000003,5,34,0.42999999999999977,54.761904761904766,0.2937873144363276,[0],33.33333333333333,33,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallReward,1500,0,42,42,42,,301.5673985850008,None,1500,303.5791013919952,None,None,303.5791013919952,None,1.5700000000000003,43,305.09750079999503,None,None,0,305.09750079999503,None,You did not win $0.20!,-4.800000000000003,2,35,0.42999999999999977,53.48837209302325,0.2937873144363276,"[0, 0]",33.33333333333333,33,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallReward,1500,0,43,43,43,,307.0282582749933,None,1500,309.0456951810047,None,None,309.0456951810047,None,1.5700000000000003,44,310.56154417399375,None,None,0,310.56154417399375,None,You did not win $0.20!,-4.800000000000003,2,36,0.4999999999999998,52.27272727272727,0.2937873144363276,[],0.0,36,3,Adjusting RT...,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
LgReward,1500,0,44,44,44,,312.4849045089941,None,1500,314.49633248600003,None,None,314.49633248600003,None,1.5000000000000002,45,316.01427697700274,None,1,1,316.01427697700274,None,You won $5.00!,0.19999999999999662,1,37,0.4999999999999998,53.333333333333336,0.2938766015843915,[1],0.0,36,3,,0.29593020598986186,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
Triangle,1500,0,45,45,45,,317.9869640629913,None,1500,319.997641295995,None,None,319.997641295995,None,1.5000000000000002,46,321.50352973499685,None,None,0,321.50352973499685,None,You did not win or lose anything!,0.19999999999999662,3,37,0.4999999999999998,52.17391304347826,0.2938766015843915,[1],0.0,36,3,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallPun,1500,0,46,46,46,,323.48394933200325,None,1500,325.49807013900136,None,None,325.49807013900136,None,1.5000000000000002,47,327.0045023290004,None,1,1,327.0045023290004,None,You did not lose $0.20!,0.19999999999999662,5,38,0.4999999999999998,53.191489361702125,0.2947453264007345,"[1, 1]",0.0,36,3,,0.3155947219929658,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallPun,2500,0,47,47,47,,328.9853157479956,None,2500,330.9986300890014,None,None,330.9986300890014,None,1.5000000000000002,48,333.5042353309982,None,1,1,333.5042353309982,None,You did not lose $0.20!,0.19999999999999662,5,39,0.5,54.166666666666664,0.2944849697697254,[],50.0,39,3,Adjusting RT...,0.2879760539944982,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
Triangle,3000,0,48,48,48,,335.48535858000105,None,3000,337.49881153699243,None,None,337.49881153699243,None,1.5,49,340.50359188299626,None,1,1,340.50359188299626,None,You did not win or lose anything!,0.19999999999999662,3,39,0.5,55.10204081632652,0.2948184857787392,[],50.0,39,3,,0.3034899020130979,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
SmallReward,2000,0,49,49,49,,342.48524409400125,None,2000,344.4995270130021,None,None,344.4995270130021,None,1.5,50,346.51707881499897,None,1,1,346.51707881499897,None,You won $0.20!,0.39999999999999664,2,40,0.5,56.00000000000001,0.294539659572495,[1],50.0,39,3,,0.28701135200390127,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0042,Scanner,2,2019_Aug_21_1238,MID,3.1.5,24.062328244709484,
