Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,probeResp.rt,AdjRTmsg,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,2000,0,16,16,16,,146.77712216804503,None,2000,148.7825945680379,None,None,148.7825945680379,None,1.6,17,150.79825146502117,None,None,0,150.79825146502117,None,You lost $0.20!,-5.0,5,12,0.4499999999999999,35.294117647058826,0.3227822475115924,[],16.666666666666664,12,3,1,-0.017486315977293998,0.4325136840227059,,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallReward,3000,0,17,17,17,,152.8177763800486,None,3000,154.83475806802744,None,None,154.83475806802744,None,1.55,18,157.89972836902598,None,None,0,157.89972836902598,None,You did not win $0.20!,-5.0,2,13,0.4499999999999999,33.33333333333333,0.3227822475115924,[0],16.666666666666664,12,3,None,,0.4325136840227059,,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgPun,3500,0,18,18,18,,159.94271869800286,None,3500,161.94874935405096,None,None,161.94874935405096,None,1.55,19,165.50325181602966,None,1,1,165.50325181602966,None,You did not lose $5.00!,-5.0,4,14,0.4499999999999999,36.84210526315789,0.32840428657696713,"[0, 1]",16.666666666666664,12,3,None,,0.3621365209692158,0.3621365209692158,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
Triangle,1500,0,19,19,19,,167.5684867290547,None,1500,169.58430112502538,None,None,169.58430112502538,None,1.55,20,171.13434600800974,None,1,1,171.13434600800974,None,You did not win or lose anything!,-5.0,3,14,0.4499999999999999,40.0,0.3348596570067457,"[0, 1]",16.666666666666664,12,3,None,,0.38004725001519546,0.38004725001519546,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgPun,1500,0,20,20,20,,173.1936334000202,None,1500,175.20335705700563,None,None,175.20335705700563,None,1.55,21,176.75182911602315,None,None,0,176.75182911602315,None,You lost $5.00!,-10.0,4,15,0.4999999999999999,38.095238095238095,0.3348596570067457,[],16.666666666666664,15,3,1,-0.0050288459751755,0.4949711540248244,,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallPun,3500,0,21,21,21,,178.7770445990027,None,3500,180.78690514102345,None,None,180.78690514102345,None,1.5,22,184.33891960600158,None,1,1,184.33891960600158,None,You did not lose $0.20!,-10.0,5,16,0.4999999999999999,40.909090909090914,0.3400386494532641,[1],16.666666666666664,15,3,None,,0.38147058902541175,0.38147058902541175,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallReward,1500,0,22,22,22,,186.40251237002667,None,1500,188.41969055205118,None,None,188.41969055205118,None,1.5,23,189.97473170101875,None,1,1,189.97473170101875,None,You won $0.20!,-9.8,2,17,0.4999999999999999,43.47826086956522,0.34590052330750043,"[1, 1]",16.666666666666664,15,3,None,,0.3986573879956268,0.3986573879956268,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallPun,2500,0,23,23,23,,192.02764929301338,None,2500,194.03776068304433,None,None,194.03776068304433,None,1.5,24,196.5873034390388,None,None,0,196.5873034390388,None,You lost $0.20!,-10.0,5,18,0.5,41.66666666666667,0.34590052330750043,[],49.99999999999999,18,3,None,,0.3986573879956268,,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallPun,1500,0,24,24,24,,198.6530585970031,None,1500,200.67205834802007,None,None,200.67205834802007,None,1.5,25,202.21194317605114,None,1,1,202.21194317605114,None,You did not lose $0.20!,-10.0,5,19,0.5,44.0,0.35412295982347464,[1],49.99999999999999,18,3,None,,0.4363473249832168,0.4363473249832168,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgPun,2500,0,25,25,25,,204.27822399901925,None,2500,206.28940094204154,None,None,206.28940094204154,None,1.5,26,208.8398144780076,None,1,1,208.8398144780076,None,You did not lose $5.00!,-10.0,4,20,0.5,46.15384615384615,0.3590776335040573,"[1, 1]",49.99999999999999,18,3,None,,0.41357904399046674,0.41357904399046674,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallReward,1500,0,26,26,26,,210.90377097105375,None,1500,212.90994337003212,None,None,212.90994337003212,None,1.5,27,214.44002270902274,None,None,0,214.44002270902274,None,You did not win $0.20!,-10.0,2,21,0.48,44.44444444444444,0.3590776335040573,[],66.66666666666666,21,3,1,0.0011871889582835138,0.4811871889582835,,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgReward,1500,0,27,27,27,,216.48733649600763,None,1500,218.49068299803184,None,None,218.49068299803184,None,1.52,28,220.02334601001348,None,1,1,220.02334601001348,None,You won $5.00!,-5.0,1,22,0.48,46.42857142857143,0.3613861256207411,[1],66.66666666666666,21,3,None,,0.3890880310209468,0.3890880310209468,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgReward,2500,0,28,28,28,,222.07088689302327,None,2500,224.09137659700355,None,None,224.09137659700355,None,1.52,29,226.64317300601397,None,1,1,226.64317300601397,None,You won $5.00!,0.0,1,23,0.48,48.275862068965516,0.36266010272083804,"[1, 1]",66.66666666666666,21,3,None,,0.3792218050220981,0.3792218050220981,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallPun,2000,0,29,29,29,,228.6963872530032,None,2000,230.70865609904286,None,None,230.70865609904286,None,1.52,30,232.75955438101664,None,None,0,232.75955438101664,None,You lost $0.20!,-0.2,5,24,0.45999999999999996,46.666666666666664,0.36266010272083804,[],66.66666666666666,24,3,1,0.004946223984006792,0.46494622398400676,,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallReward,1500,0,30,30,30,,234.7797277510399,None,1500,236.7928351580049,None,None,236.7928351580049,None,1.54,31,238.35945119900862,None,None,0,238.35945119900862,None,You did not win $0.20!,-0.2,2,25,0.45999999999999996,45.16129032258064,0.36266010272083804,[0],66.66666666666666,24,3,None,,0.46494622398400676,,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallPun,1500,0,31,31,31,,240.40484765503788,None,1500,242.411479160015,None,None,242.411479160015,None,1.54,32,243.96284702402772,None,None,0,243.96284702402772,None,You lost $0.20!,-0.4,5,26,0.45999999999999996,43.75,0.36266010272083804,"[0, 0]",66.66666666666666,24,3,None,,0.46494622398400676,,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
Triangle,2500,0,32,32,32,,246.03020495304372,None,2500,248.03552738303551,None,None,248.03552738303551,None,1.54,33,250.54781521402765,None,1,1,250.54781521402765,None,You did not win or lose anything!,-0.4,3,26,0.45999999999999996,45.45454545454545,0.36452208060460783,"[0, 0]",66.66666666666666,24,3,None,,0.39058977097738534,0.39058977097738534,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgReward,1500,0,33,33,33,,252.61372354900232,None,1500,254.62878890201682,None,None,254.62878890201682,None,1.54,34,256.1951714780298,None,None,0,256.1951714780298,None,You did not win $5.00!,-0.4,1,27,0.49999999999999994,44.11764705882353,0.36452208060460783,[],33.33333333333333,27,3,None,,0.39058977097738534,,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgPun,2000,0,34,34,34,,258.238832973002,None,2000,260.2458950810251,None,None,260.2458950810251,None,1.5,35,262.2985273770173,None,None,0,262.2985273770173,None,You lost $5.00!,-5.4,4,28,0.49999999999999994,42.857142857142854,0.36452208060460783,[0],33.33333333333333,27,3,None,,0.39058977097738534,,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgReward,3500,0,35,35,35,,264.36417905800045,None,3500,266.3804694940336,None,None,266.3804694940336,None,1.5,36,269.9382027500542,None,1,1,269.9382027500542,None,You won $5.00!,-0.40000000000000036,1,29,0.49999999999999994,44.44444444444444,0.36656404062887304,"[0, 1]",33.33333333333333,27,3,None,,0.3971934409928508,0.3971934409928508,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgPun,3000,0,36,36,36,,271.9899093550048,None,3000,273.9990629410022,None,None,273.9990629410022,None,1.5,37,277.0490466810297,None,None,0,277.0490466810297,None,You lost $5.00!,-5.4,4,30,0.5,43.24324324324324,0.36656404062887304,[],16.666666666666664,30,3,1,0.012831019994337112,0.5128310199943371,,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallReward,2000,0,37,37,37,,279.11450731905643,None,2000,281.132646897051,None,None,281.132646897051,None,1.5,38,283.18571238801815,None,1,1,283.18571238801815,None,You won $0.20!,-5.2,2,31,0.5,44.73684210526316,0.37016166853102145,[1],16.666666666666664,30,3,None,,0.42772371496539563,0.42772371496539563,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallPun,1500,0,38,38,38,,285.2403535710182,None,1500,287.25043449603254,None,None,287.25043449603254,None,1.5,39,288.7995303790085,None,1,1,288.7995303790085,None,You did not lose $0.20!,-5.2,5,32,0.5,46.15384615384615,0.3729229089998019,"[1, 1]",16.666666666666664,30,3,None,,0.4198639969690703,0.4198639969690703,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgReward,4000,0,39,39,39,,290.8655169030535,None,4000,292.8837094580522,None,None,292.8837094580522,None,1.5,40,296.93706224602647,None,1,1,296.93706224602647,None,You won $5.00!,-0.20000000000000018,1,33,0.48,47.5,0.3734645658956939,[],66.66666666666666,33,3,None,,0.38321439002174884,0.38321439002174884,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
Triangle,1500,0,40,40,40,,298.99094951699954,None,1500,301.0012507000356,None,None,301.0012507000356,None,1.52,41,302.5089075360447,None,None,0,302.5089075360447,None,You did not win or lose anything!,-0.20000000000000018,3,33,0.48,46.34146341463415,0.3734645658956939,[],66.66666666666666,33,3,1,0.3142474149935879,0.7942474149935879,,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgReward,2000,0,41,41,41,,304.53302417503437,None,2000,306.552771865041,None,None,306.552771865041,None,1.52,42,308.60437086201273,None,1,1,308.60437086201273,None,You won $5.00!,4.8,1,34,0.48,47.61904761904761,0.37349390519957526,[1],66.66666666666666,33,3,None,,0.3740513519733213,0.3740513519733213,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallPun,3000,0,42,42,42,,310.6583072320209,None,3000,312.6700849379995,None,None,312.6700849379995,None,1.52,43,315.71989734104136,None,None,0,315.71989734104136,None,You lost $0.20!,4.6,5,35,0.48,46.51162790697674,0.37349390519957526,"[1, 0]",66.66666666666666,33,3,None,,0.3740513519733213,,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
Triangle,1500,0,43,43,43,,317.74175740400096,None,1500,319.74556011601817,None,None,319.74556011601817,None,1.52,44,321.26141198002733,None,None,0,321.26141198002733,None,You did not win or lose anything!,4.6,3,35,0.48,45.45454545454545,0.37349390519957526,"[1, 0]",66.66666666666666,33,3,None,,0.3740513519733213,,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallPun,1500,0,44,44,44,,323.28367291903123,None,1500,325.3045161900227,None,None,325.3045161900227,None,1.52,45,326.84168829902774,None,None,0,326.84168829902774,None,You lost $0.20!,4.3999999999999995,5,36,0.45999999999999996,44.44444444444444,0.37349390519957526,[],66.66666666666666,36,3,None,,0.3740513519733213,,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgPun,4000,0,45,45,45,,328.86735452205176,None,4000,330.8888776070089,None,None,330.8888776070089,None,1.54,46,334.9271478370065,None,1,1,334.9271478370065,None,You did not lose $5.00!,4.3999999999999995,4,37,0.45999999999999996,45.65217391304348,0.3741489526666036,[1],66.66666666666666,36,3,None,,0.38724990200717,0.38724990200717,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
Triangle,2000,0,46,46,46,,336.9925998310209,None,2000,339.0068543870002,None,None,339.0068543870002,None,1.54,47,341.0565216920222,None,None,0,341.0565216920222,None,You did not win or lose anything!,4.3999999999999995,3,37,0.45999999999999996,44.680851063829785,0.3741489526666036,[1],66.66666666666666,36,3,1,-0.008511385007295758,0.4514886149927042,,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgReward,3000,0,47,47,47,,343.1179752070457,None,3000,345.12569222203456,None,None,345.12569222203456,None,1.54,48,348.2047298870166,None,1,1,348.2047298870166,None,You won $5.00!,9.399999999999999,1,38,0.45999999999999996,45.83333333333333,0.3740357763176276,"[1, 1]",66.66666666666666,36,3,None,,0.37165907298913226,0.37165907298913226,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
LgReward,1500,0,48,48,48,,350.2446621810086,None,1500,352.248753839056,None,None,352.248753839056,None,1.54,49,353.7754432420479,None,None,0,353.7754432420479,None,You did not win $5.00!,9.399999999999999,1,39,0.48,44.89795918367347,0.3740357763176276,[],49.99999999999999,39,3,1,0.00256681302562356,0.48256681302562354,,Adjusting RT...,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
SmallReward,3500,0,49,49,49,,355.8291311470093,None,3500,357.84204228100134,None,None,357.84204228100134,None,1.52,50,361.4091305360198,None,1,1,361.4091305360198,None,You won $0.20!,9.599999999999998,2,40,0.48,46.0,0.3746969698695466,[1],49.99999999999999,39,3,None,,0.3892432280117646,0.3892432280117646,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,024,Scanner,1,2019_Aug_30_0922,MID,3.1.5,24.008299554036824,
