TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,037,2,practice
1,0,[],,037,2,practice
5,0,[],,037,2,practice
4,1,0.2825345790188294,,037,2,practice
3,0,[],,037,2,practice
1,1,0.25521699400269426,,037,2,practice
5,0,[],,037,2,practice
2,1,0.24874966801144183,,037,2,practice
3,1,0.32743260997813195,,037,2,practice
1,1,0.31360389801557176,,037,2,practice
4,1,0.3261080650263466,,037,2,practice
5,1,0.31125575202167965,,037,2,practice
2,0,[],,037,2,practice
4,0,[],,037,2,practice
3,0,[],,037,2,practice
