trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitterTarget,jitter,fixationResp.keys,feedbackDur,probeResp.keys,probeResp.corr,probeResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,0.375,3.124,None,1.625,space,1,0.23913078499026597,,,,,,,
