cue,probe,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitter,fixationResp.keys,jitterTarget,feedbackDur,rt_list,probeResp.keys,probeResp.corr,msg,TrackEarnings,Trial Counter,TrialType,ProbeDur,percentacc,meanrt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
images/WinBig.BMP,images/WinProbe.BMP,WinBig,0,0,0,3,3.176,None,0.244,1.8,[],None,0,You won $5.00!,0,1,1,0.15,0,nan,,001,.2,2019_Apr_18_1528,MID,3.0.7,60.04381901263855,
images/LoseSmall.BMP,images/LoseProbe.BMP,LoseSmall,0,1,1,1,3.689,None,0.298,1.8,[],None,0,You did not lose $0.20!,-0.2,2,5,0.15,0,nan,,001,.2,2019_Apr_18_1528,MID,3.0.7,60.04381901263855,
