run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,FixationDur,fixationResp.keys,jitterTarget,feedbackDur,rt_list,Trial counter,probeResp.keys,probeResp.corr,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,participant,session,practiceRT,trial Order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,2.0,2.0,None,0.18,1.5,[],1,None,0,You lost $0.20!,-0.2,5,1,0.5,0.0,nan,[0],0,0,3,,,,,,,,,
