TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,010,2,practice
1,0,[],,010,2,practice
5,0,[],,010,2,practice
4,1,0.2726796339993598,,010,2,practice
3,0,[],,010,2,practice
1,0,[],,010,2,practice
5,1,0.26561858000059146,,010,2,practice
2,0,[],,010,2,practice
3,0,[],,010,2,practice
1,1,0.25017530199693283,,010,2,practice
4,1,0.27527230099804,,010,2,practice
5,1,0.2868925630027661,,010,2,practice
2,1,0.28027897299762117,,010,2,practice
4,1,0.27600374299800023,,010,2,practice
3,0,[],,010,2,practice
