TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,001,2,practice
1,0,[],,001,2,practice
5,0,[],,001,2,practice
4,1,0.3616441339981975,,001,2,practice
3,1,0.3542870450000919,,001,2,practice
1,1,0.30056210499969893,,001,2,practice
5,1,0.28645863800193183,,001,2,practice
2,1,0.2889674569996714,,001,2,practice
3,1,0.2547930449982232,,001,2,practice
1,1,0.27717887299877475,,001,2,practice
4,1,0.41624280799806,,001,2,practice
5,1,0.26242233899756684,,001,2,practice
2,1,0.32391429299968877,,001,2,practice
4,0,[],,001,2,practice
3,1,0.265543452998827,,001,2,practice
