Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgReward,1500,0,0,0,0,TimeVersion7.csv,36.41290884600312,None,1500,38.430071337999834,None,None,38.430071337999834,None,1.59,1,39.962688876003085,None,1,1,0.2862623850014643,39.962688876003085,None,You won $5.00!,5,1,1,0.4099999999999999,100.0,0.2862623850014643,[1],0,0,3,None,0.2862623850014643,,,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
LgReward,4000,0,1,1,1,,42.02939168900048,None,4000,44.06318140100484,None,None,44.06318140100484,None,1.59,2,48.113628327002516,None,1,1,0.34031237800081726,48.113628327002516,None,You won $5.00!,10,1,2,0.4099999999999999,100.0,0.31328738150114077,"[1, 1]",0,0,3,None,0.34031237800081726,,,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
SmallReward,2500,0,2,2,2,,50.16283483699954,None,2500,52.19766078900284,None,None,52.19766078900284,None,1.59,3,54.74672394600202,None,1,1,0.2982261010038201,54.74672394600202,None,You won $0.20!,10.2,2,3,0.35999999999999993,100.0,0.3082669546687005,[],100.0,3,3,None,0.2982261010038201,Adjusting RT...,,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
SmallReward,4000,0,3,3,3,,56.79738873700262,None,4000,58.81727883400163,None,None,58.81727883400163,None,1.6400000000000001,4,62.88056991700432,None,1,1,0.3002995999995619,62.88056991700432,None,You won $0.20!,10.399999999999999,2,4,0.35999999999999993,100.0,0.3062751160014159,[1],100.0,3,3,None,0.3002995999995619,,,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
LgReward,2000,0,4,4,4,,64.93115060600394,None,2000,66.96554184499837,None,None,66.96554184499837,None,1.6400000000000001,5,69.01522832900082,None,1,1,0.2407137380068889,69.01522832900082,None,You won $5.00!,15.399999999999999,1,5,0.35999999999999993,100.0,0.2931628404025105,"[1, 1]",100.0,3,3,None,0.2407137380068889,,,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
Triangle,3000,0,5,5,5,,71.04842483500397,None,3000,73.06986054599838,None,None,73.06986054599838,None,1.6400000000000001,6,76.11556478500279,None,None,0,,76.11556478500279,None,You did not win or lose anything!,15.399999999999999,3,5,0.35999999999999993,83.33333333333334,0.2931628404025105,"[1, 1]",100.0,3,3,None,0.2407137380068889,,,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
SmallPun,1500,0,6,6,6,,78.16514117600309,None,1500,80.19949992599868,None,None,80.19949992599868,None,1.6400000000000001,7,81.73236181300308,None,1,1,0.3004652730014641,81.73236181300308,None,You did not lose $0.20!,15.399999999999999,5,6,0.30999999999999994,85.71428571428571,0.2943799125023361,[],100.0,6,3,None,0.3004652730014641,Adjusting RT...,,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
LgPun,2000,0,7,7,7,,83.7827629989988,None,2000,85.81657310800074,None,None,85.81657310800074,None,1.69,8,87.84916601900477,None,None,0,,87.84916601900477,None,You lost $5.00!,10.399999999999999,4,7,0.30999999999999994,75.0,0.2943799125023361,[0],100.0,6,3,None,0.3004652730014641,,,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
LgReward,3000,0,8,8,8,,89.9166672249994,None,3000,91.94969248800044,None,None,91.94969248800044,None,1.69,9,95.00025361499866,None,None,0,,95.00025361499866,None,You did not win $5.00!,10.399999999999999,1,8,0.30999999999999994,66.66666666666666,0.2943799125023361,"[0, 0]",100.0,6,3,1,0.3091823840027791,,-0.0008176159972208552,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
LgPun,2000,0,9,9,9,,97.0498787270044,None,2000,99.08369462499832,None,None,99.08369462499832,None,1.69,10,101.11664308100444,None,1,1,0.24331576799886534,101.11664308100444,None,You did not lose $5.00!,10.399999999999999,4,9,0.2899999999999999,70.0,0.28708503471612595,[],66.66666666666666,9,3,None,0.24331576799886534,Adjusting RT...,,,010,Scanner,1,2019_Sep_07_1259,MID,3.1.5,60.0578622659711,
