TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,021,2,practice
1,0,[],,021,2,practice
5,0,[],,021,2,practice
4,0,[],,021,2,practice
3,1,0.2673871539882384,,021,2,practice
1,1,0.2876450570183806,,021,2,practice
5,1,0.3045804229914211,,021,2,practice
2,1,0.32612581801367924,,021,2,practice
3,1,0.38072527601616457,,021,2,practice
1,1,0.35782591899624094,,021,2,practice
4,1,0.26508435799041763,,021,2,practice
5,1,0.31121700402582064,,021,2,practice
2,1,0.2972739730030298,,021,2,practice
4,1,0.2741165879997425,,021,2,practice
3,0,[],,021,2,practice
