Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,3500,0,0,0,0,TimeVersion16.csv,30.762045292998664,None,3500,32.779362525005126,None,None,32.779362525005126,None,1.7000000000000002,1,36.312516359001165,None,1,1,0.2639011529972777,36.312516359001165,None,You did not lose $0.20!,0,5,1,0.29999999999999993,100.0,0.2639011529972777,[1],0,0,3,None,0.2639011529972777,,,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
Triangle,3000,0,1,1,1,,38.362513576998026,None,3000,40.396055252000224,None,None,40.396055252000224,None,1.7000000000000002,2,43.429962398004136,None,1,1,0.249451030002092,43.429962398004136,None,You did not win or lose anything!,0,3,1,0.29999999999999993,100.0,0.25667609149968484,[1],0,0,3,None,0.249451030002092,,,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
SmallPun,2000,0,2,2,2,,45.47906514600618,None,2000,47.51361336901027,None,None,47.51361336901027,None,1.7000000000000002,3,49.546019777000765,None,1,1,0.26742034299240913,49.546019777000765,None,You did not lose $0.20!,0,5,2,0.29999999999999993,100.0,0.2602575086639263,"[1, 1]",0,0,3,None,0.26742034299240913,,,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
SmallReward,1500,0,3,3,3,,51.6137323090079,None,1500,53.64730498800054,None,None,53.64730498800054,None,1.7000000000000002,4,55.197001591004664,None,None,0,,55.197001591004664,None,You did not win $0.20!,0,2,3,0.2799999999999999,75.0,0.2602575086639263,[],66.66666666666666,3,3,1,0.29874346600379786,Adjusting RT...,0.01874346600379795,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
LgReward,1500,0,4,4,4,,57.263152544997865,None,1500,59.297771603,None,None,59.297771603,None,1.7200000000000002,5,60.84723301100894,None,None,0,,60.84723301100894,None,You did not win $5.00!,0,1,4,0.2799999999999999,60.0,0.2602575086639263,[0],66.66666666666666,3,3,1,0.27761275899072635,,-0.0023872410092735663,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
SmallReward,1500,0,5,5,5,,62.914247171007446,None,1500,64.9483022380009,None,None,64.9483022380009,None,1.7200000000000002,6,66.49708982800075,None,1,1,0.21736034599598497,66.49708982800075,None,You won $0.20!,0.2,2,5,0.2799999999999999,66.66666666666666,0.24953321799694095,"[0, 1]",66.66666666666666,3,3,None,0.21736034599598497,,,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
Triangle,1500,0,6,6,6,,68.53134268200665,None,1500,70.56490455000312,None,None,70.56490455000312,None,1.7200000000000002,7,72.09822387300665,None,None,0,,72.09822387300665,None,You did not win or lose anything!,0.2,3,5,0.2799999999999999,57.14285714285714,0.24953321799694095,"[0, 1]",66.66666666666666,3,3,1,0.26963326899684026,,-0.010366731003159657,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
LgPun,2500,0,7,7,7,,74.13141771699884,None,2500,76.16564772299898,None,None,76.16564772299898,None,1.7200000000000002,8,78.698494605007,None,1,1,0.23787277600786183,78.698494605007,None,You did not lose $5.00!,0.2,4,6,0.2599999999999999,62.5,0.24720112959912513,[],66.66666666666666,6,3,None,0.23787277600786183,Adjusting RT...,,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
SmallReward,3500,0,8,8,8,,80.76537720800843,None,3500,82.7877759480034,None,None,82.7877759480034,None,1.7400000000000002,9,86.35379086800094,None,None,0,,86.35379086800094,None,You did not win $0.20!,0.2,2,7,0.2599999999999999,55.55555555555556,0.24720112959912513,[0],66.66666666666666,6,3,1,0.27775216800160696,,0.01775216800160706,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
SmallReward,2000,0,9,9,9,,88.41513187901,None,2000,90.44993920500565,None,None,90.44993920500565,None,1.7400000000000002,10,92.49939552501019,None,None,0,,92.49939552501019,None,You did not win $0.20!,0.2,2,8,0.2599999999999999,50.0,0.24720112959912513,"[0, 0]",66.66666666666666,6,3,1,0.291388365998282,,0.0313883659982821,,044,Scanner,2,2019_Sep_07_1649,MID,3.1.5,59.991202411741384,
