TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,011,2,practice
1,1,0.23790278400701936,,011,2,practice
5,0,[],,011,2,practice
4,1,0.23282208800083026,,011,2,practice
3,0,[],,011,2,practice
1,1,0.24344839400146157,,011,2,practice
5,1,0.26142733900633175,,011,2,practice
2,1,0.22742018500866834,,011,2,practice
3,0,[],,011,2,practice
1,1,0.2603905739961192,,011,2,practice
4,1,0.2763689429993974,,011,2,practice
5,0,[],,011,2,practice
2,1,0.24058380800124723,,011,2,practice
4,1,0.2516021179908421,,011,2,practice
3,0,[],,011,2,practice
