Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,2000,0,0,0,0,TimeVersion5.csv,40.04057695099618,None,2000,42.07520951499464,None,None,42.07520951499464,None,1.73,1,44.11631309997756,None,None,0,44.11631309997756,None,You lost $0.20!,-0.2,5,1,0.26999999999999996,0.0,nan,[0],0,0,3,1,-0.0033448190079070628,0.2666551809920929,,,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
LgReward,4000,0,1,1,1,,46.17600006097928,None,4000,48.209344717964996,None,None,48.209344717964996,None,1.73,2,52.27620411198586,None,1,1,52.27620411198586,None,You won $5.00!,4.8,1,2,0.26999999999999996,50.0,0.2304402890149504,"[0, 1]",0,0,3,None,,0.2304402890149504,0.2304402890149504,,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
SmallPun,3000,0,2,2,2,,54.33267612097552,None,3000,56.361260233970825,None,None,56.361260233970825,None,1.73,3,59.40055121900514,None,None,0,59.40055121900514,None,You lost $0.20!,4.6,5,3,0.30999999999999994,33.33333333333333,0.2304402890149504,[],33.33333333333333,3,3,None,,0.2304402890149504,,Adjusting RT...,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
SmallReward,2000,0,3,3,3,,61.46190747397486,None,2000,63.49442811100744,None,None,63.49442811100744,None,1.69,4,65.54468590201577,None,1,1,65.54468590201577,None,You won $0.20!,4.8,2,4,0.30999999999999994,50.0,0.2441404440032784,[1],33.33333333333333,3,3,None,,0.2578405989916064,0.2578405989916064,,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
LgPun,2000,0,4,4,4,,67.58383752999362,None,2000,69.6117977629765,None,None,69.6117977629765,None,1.69,5,71.64657165698009,None,1,1,71.64657165698009,None,You did not lose $5.00!,4.8,4,5,0.30999999999999994,60.0,0.23074630232683072,"[1, 1]",33.33333333333333,3,3,None,,0.2039580189739354,0.2039580189739354,,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
Triangle,2500,0,5,5,5,,73.70132638601353,None,2500,75.72992169199279,None,None,75.72992169199279,None,1.69,6,78.26323871698696,None,None,0,78.26323871698696,None,You did not win or lose anything!,4.8,3,5,0.30999999999999994,50.0,0.23074630232683072,"[1, 1]",33.33333333333333,3,3,None,,0.2039580189739354,,,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
SmallReward,2500,0,6,6,6,,80.32985074497992,None,2500,82.36428751301719,None,None,82.36428751301719,None,1.69,7,84.91378873196663,None,1,1,84.91378873196663,None,You won $0.20!,5.0,2,6,0.2899999999999999,57.14285714285714,0.23027052274846938,[],66.66666666666666,6,3,None,,0.22884318401338533,0.22884318401338533,Adjusting RT...,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
SmallReward,1500,0,7,7,7,,86.96392671996728,None,1500,88.99770748399897,None,None,88.99770748399897,None,1.71,8,90.54852551798103,None,None,0,90.54852551798103,None,You did not win $0.20!,5.0,2,7,0.2899999999999999,50.0,0.23027052274846938,[0],66.66666666666666,6,3,None,,0.22884318401338533,,,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
LgReward,1500,0,8,8,8,,92.59748275298625,None,1500,94.6324198449729,None,None,94.6324198449729,None,1.71,9,96.18158667901298,None,1,1,96.18158667901298,None,You won $5.00!,10.0,1,8,0.2899999999999999,55.55555555555556,0.22962540419539437,"[0, 1]",66.66666666666666,6,3,None,,0.22704492998309433,0.22704492998309433,,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
SmallPun,2000,0,9,9,9,,98.21910961496178,None,2000,100.24944542499725,None,None,100.24944542499725,None,1.71,10,102.2827908199979,None,1,1,102.2827908199979,None,You did not lose $0.20!,10.0,5,9,0.2599999999999999,60.0,0.22797705016758604,[],83.33333333333333,9,3,None,,0.21973528002854437,0.21973528002854437,Adjusting RT...,,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
LgReward,2500,0,10,10,10,,104.33252561400877,None,2500,106.3675536380033,None,1,106.3675536380033,None,1.7400000000000002,11,108.91645866096951,None,1,1,108.91645866096951,None,You won $5.00!,15.0,1,10,0.2599999999999999,63.63636363636363,0.22800632985308766,[1],83.33333333333333,9,3,None,,0.22818200796609744,0.22818200796609744,,2.067979139043018,028,Scanner,2,2019_Sep_01_1335,MID,3.1.5,60.09566374841324,
