TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,006,2,practice
1,0,[],,006,2,practice
5,0,[],,006,2,practice
4,1,0.32734443301160354,,006,2,practice
3,0,[],,006,2,practice
1,1,0.290955598000437,,006,2,practice
5,1,0.3711839720053831,,006,2,practice
2,1,0.3498260279884562,,006,2,practice
3,0,[],,006,2,practice
1,1,0.33143358200322837,,006,2,practice
4,1,0.33660406499984674,,006,2,practice
5,1,0.3370257409987971,,006,2,practice
2,1,0.2989388440037146,,006,2,practice
4,1,0.3572944819898112,,006,2,practice
3,0,[],,006,2,practice
