TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,025,2,practice
1,1,0.2883175309980288,,025,2,practice
5,0,[],,025,2,practice
4,1,0.2353395500103943,,025,2,practice
3,0,[],,025,2,practice
1,1,0.2681329509941861,,025,2,practice
5,1,0.2290083710104227,,025,2,practice
2,1,0.23980326595483348,,025,2,practice
3,0,[],,025,2,practice
1,1,0.2657674180227332,,025,2,practice
4,1,0.2559976509655826,,025,2,practice
5,0,[],,025,2,practice
2,1,0.24100485199596733,,025,2,practice
4,1,0.2443493059836328,,025,2,practice
3,0,[],,025,2,practice
