Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,2000,0,10,10,10,,92.7542058809995,None,2000,94.78847474800023,None,None,94.78847474800023,None,1.71,11,96.83759590400041,None,None,0,,96.83759590400041,None,You did not win $0.20!,0.40000000000000036,2,9,0.31000000000000005,63.63636363636363,0.2807973689996288,[],50.0,9,3,1,0.3224886489993515,Adjusting RT...,0.012488648999351426,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,2000,0,11,11,11,,98.8879403789997,None,2000,100.921367758001,None,None,100.921367758001,None,1.69,12,102.97185802000058,None,1,1,0.26185274300041783,102.97185802000058,None,You won $5.00!,5.4,1,10,0.31000000000000005,66.66666666666666,0.27842929074972744,[1],50.0,9,3,None,0.26185274300041783,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,2500,0,12,12,12,,105.00519084699954,None,2500,107.03942901400114,None,None,107.03942901400114,None,1.69,13,109.57153021500017,None,1,1,0.2781437969988474,109.57153021500017,None,You did not win or lose anything!,5.4,3,10,0.31000000000000005,69.23076923076923,0.2783975692218519,[1],50.0,9,3,None,0.2781437969988474,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,1500,0,13,13,13,,111.63883342100053,None,1500,113.67239832100131,None,None,113.67239832100131,None,1.69,14,115.22233694100032,None,None,0,,115.22233694100032,None,You did not win $5.00!,5.4,1,11,0.31000000000000005,64.28571428571429,0.2783975692218519,"[1, 0]",50.0,9,3,1,0.3050110139998288,,-0.0049889860001712805,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,2500,0,14,14,14,,117.27273027299998,None,2500,119.30665841100017,None,None,119.30665841100017,None,1.69,15,121.83985537599983,None,None,0,,121.83985537599983,None,You lost $5.00!,0.40000000000000036,4,12,0.36000000000000004,60.0,0.2783975692218519,[],16.666666666666664,12,3,1,0.40042663200016254,Adjusting RT...,0.0404266320001625,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallReward,1500,0,15,15,15,,123.90633112700016,None,1500,125.94046452099974,None,None,125.94046452099974,None,1.64,16,127.48958174700056,None,None,0,,127.48958174700056,None,You did not win $0.20!,0.40000000000000036,2,13,0.36000000000000004,56.25,0.2783975692218519,[0],16.666666666666664,12,3,None,0.40042663200016254,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,1500,0,16,16,16,,129.53946193000047,None,1500,131.57436511200103,None,None,131.57436511200103,None,1.64,17,133.12404348200107,None,None,0,,133.12404348200107,None,You did not win $5.00!,0.40000000000000036,1,14,0.36000000000000004,52.94117647058824,0.2783975692218519,"[0, 0]",16.666666666666664,12,3,1,0.36001389400131306,,1.3894001313019544e-05,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallPun,3500,0,17,17,17,,135.15743276899957,None,3500,137.17721879000055,None,None,137.17721879000055,None,1.64,18,140.7242294509997,None,1,1,0.2914814230007323,140.7242294509997,None,You did not lose $0.20!,0.40000000000000036,5,15,0.4,55.55555555555556,0.2797059545997399,[],33.33333333333333,15,3,None,0.2914814230007323,Adjusting RT...,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,1500,0,18,18,18,,142.7744495629995,None,1500,144.80805094599964,None,None,144.80805094599964,None,1.6,19,146.3411593439996,None,None,0,,146.3411593439996,None,You lost $5.00!,-4.6,4,16,0.4,52.63157894736842,0.2797059545997399,[0],33.33333333333333,15,3,1,0.444765541999368,,0.044765541999368,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,3500,0,19,19,19,,148.37506660399958,None,3500,150.40877137200005,None,None,150.40877137200005,None,1.6,20,153.9416589600005,None,1,1,0.23801594699943962,153.9416589600005,None,You did not lose $5.00!,-4.6,4,17,0.4,55.00000000000001,0.2759159539088035,"[0, 1]",33.33333333333333,15,3,None,0.23801594699943962,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallReward,2500,0,20,20,20,,155.99156435900113,None,2500,158.0255033579997,None,None,158.0255033579997,None,1.6,21,160.57485625400113,None,None,0,,160.57485625400113,None,You did not win $0.20!,-4.6,2,18,0.44,52.38095238095239,0.2759159539088035,[],33.33333333333333,18,3,1,0.5009015810005075,Adjusting RT...,0.060901581000507576,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,2000,0,21,21,21,,162.6088049050013,None,2000,164.64244210000106,None,None,164.64244210000106,None,1.56,22,166.6761015789998,None,1,1,0.26958039999954053,166.6761015789998,None,You did not lose $5.00!,-4.6,4,19,0.44,54.54545454545454,0.27538799108303164,[1],33.33333333333333,18,3,None,0.26958039999954053,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,2000,0,22,22,22,,168.70900552199964,None,2000,170.73186177299976,None,None,170.73186177299976,None,1.56,23,172.775868267001,None,None,0,,172.775868267001,None,You did not win or lose anything!,-4.6,3,19,0.44,52.17391304347826,0.27538799108303164,[1],33.33333333333333,18,3,None,0.26958039999954053,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,4000,0,23,23,23,,174.80928279900036,None,4000,176.83339082600105,None,None,176.83339082600105,None,1.56,24,180.8763223349997,None,1,1,0.251254531000086,180.8763223349997,None,You did not lose $5.00!,-4.6,4,20,0.44,54.166666666666664,0.27353157107665116,"[1, 1]",33.33333333333333,18,3,None,0.251254531000086,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,2000,0,24,24,24,,182.91048895600034,None,2000,184.93399887499982,None,None,184.93399887499982,None,1.56,25,186.9767437440005,None,1,1,0.311001201000181,186.9767437440005,None,You did not lose $5.00!,-4.6,4,21,0.42,56.00000000000001,0.27620797321404617,[],66.66666666666666,21,3,None,0.311001201000181,Adjusting RT...,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallPun,1500,0,25,25,25,,188.99421673399956,None,1500,191.01746565900066,None,None,191.01746565900066,None,1.58,26,192.56103921999966,None,1,1,0.3536806730007811,192.56103921999966,None,You did not lose $0.20!,-4.6,5,22,0.42,57.692307692307686,0.28137281986649515,[1],66.66666666666666,21,3,None,0.3536806730007811,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,3000,0,26,26,26,,194.59464419799951,None,3000,196.61844778799968,None,None,196.61844778799968,None,1.58,27,199.6612044100002,None,1,1,0.2585217339983501,199.6612044100002,None,You did not lose $5.00!,-4.6,4,23,0.42,59.25925925925925,0.2799446269997361,"[1, 1]",66.66666666666666,21,3,None,0.2585217339983501,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,2000,0,27,27,27,,201.71166261600047,None,2000,203.73606032600037,None,None,203.73606032600037,None,1.58,28,205.7860117250002,None,1,1,0.2586952370002109,205.7860117250002,None,You won $5.00!,0.40000000000000036,1,24,0.37,60.71428571428571,0.278694662882117,[],100.0,24,3,None,0.2586952370002109,Adjusting RT...,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,1500,0,28,28,28,,207.8284702660003,None,1500,209.85412981400077,None,None,209.85412981400077,None,1.63,29,211.3958860420007,None,None,0,,211.3958860420007,None,You did not win or lose anything!,0.40000000000000036,3,24,0.37,58.620689655172406,0.278694662882117,[],100.0,24,3,None,0.2586952370002109,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,2000,0,29,29,29,,213.4286159080002,None,2000,215.45484321500044,None,None,215.45484321500044,None,1.63,30,217.49639836800088,None,None,0,,217.49639836800088,None,You did not win or lose anything!,0.40000000000000036,3,24,0.37,56.666666666666664,0.278694662882117,[],100.0,24,3,1,0.3877277610000601,,0.017727761000060127,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallReward,4000,0,30,30,30,,219.53977838799983,None,4000,221.57143813699986,None,None,221.57143813699986,None,1.63,31,225.62228914499974,None,1,1,0.26141494600051374,225.62228914499974,None,You won $0.20!,0.6000000000000003,2,25,0.37,58.06451612903226,0.2777346786109168,[1],100.0,24,3,None,0.26141494600051374,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,4000,0,31,31,31,,227.6638187339995,None,4000,229.68979341399972,None,None,229.68979341399972,None,1.63,32,233.7302920580005,None,None,0,,233.7302920580005,None,You did not win or lose anything!,0.6000000000000003,3,25,0.37,56.25,0.2777346786109168,[1],100.0,24,3,None,0.26141494600051374,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallReward,3500,0,32,32,32,,235.77285334800035,None,3500,237.80765162600073,None,None,237.80765162600073,None,1.63,33,241.35711117600113,None,1,1,0.23060463799993158,241.35711117600113,None,You won $0.20!,0.8000000000000003,2,26,0.37,57.57575757575758,0.27525415015770704,"[1, 1]",100.0,24,3,None,0.23060463799993158,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,1500,0,33,33,33,,243.39769245299976,None,1500,245.4250298980005,None,None,245.4250298980005,None,1.63,34,246.9641506019998,None,1,1,0.3055633769999986,246.9641506019998,None,You did not win or lose anything!,0.8000000000000003,3,26,0.37,58.82352941176471,0.2767696114998216,"[1, 1]",100.0,24,3,None,0.3055633769999986,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallReward,1500,0,34,34,34,,249.0078303219998,None,1500,251.02539413799968,None,None,251.02539413799968,None,1.63,35,252.5759767840009,None,None,0,,252.5759767840009,None,You did not win $0.20!,0.8000000000000003,2,27,0.33999999999999997,57.14285714285714,0.2767696114998216,[],83.33333333333333,27,3,1,0.3654841500009206,Adjusting RT...,0.025484150000920636,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallPun,4000,0,35,35,35,,254.61482285400052,None,4000,256.6439784739996,None,None,256.6439784739996,None,1.6600000000000001,36,260.676881845,None,1,1,0.29683310499967774,260.676881845,None,You did not lose $0.20!,0.8000000000000003,5,28,0.33999999999999997,58.333333333333336,0.27772501595219573,[1],83.33333333333333,27,3,None,0.29683310499967774,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,1500,0,36,36,36,,262.7159260440003,None,1500,264.74507728200115,None,None,264.74507728200115,None,1.6600000000000001,37,266.2777572270006,None,None,0,,266.2777572270006,None,You did not win or lose anything!,0.8000000000000003,3,28,0.33999999999999997,56.75675675675676,0.27772501595219573,[1],83.33333333333333,27,3,None,0.29683310499967774,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallPun,2000,0,37,37,37,,268.31558457400024,None,2000,270.34490752199963,None,None,270.34490752199963,None,1.6600000000000001,38,272.378576000001,None,1,1,0.24715321399889945,272.378576000001,None,You did not lose $0.20!,0.8000000000000003,5,29,0.33999999999999997,57.89473684210527,0.27633538859068224,"[1, 1]",83.33333333333333,27,3,None,0.24715321399889945,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,2500,0,38,38,38,,274.4289497669997,None,2500,276.46307676000106,None,None,276.46307676000106,None,1.6600000000000001,39,279.0123625190008,None,1,1,0.26935604400023294,279.0123625190008,None,You won $5.00!,5.800000000000001,1,30,0.30999999999999994,58.97435897435898,0.2760319388258801,[],83.33333333333333,30,3,None,0.26935604400023294,Adjusting RT...,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,1500,0,39,39,39,,281.0626927459998,None,1500,283.0962783690011,None,None,283.0962783690011,None,1.69,40,284.6466911380012,None,None,0,,284.6466911380012,None,You did not win $5.00!,5.800000000000001,1,31,0.30999999999999994,57.49999999999999,0.2760319388258801,[0],83.33333333333333,30,3,1,0.30727078199975943,,-0.0027292180002405075,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,1500,0,40,40,40,,286.6997588940012,None,1500,288.7312424789998,None,None,288.7312424789998,None,1.69,41,290.26422178699977,None,None,0,,290.26422178699977,None,You lost $5.00!,0.8000000000000007,4,32,0.30999999999999994,56.09756097560976,0.2760319388258801,"[0, 0]",83.33333333333333,30,3,1,0.39861910999985406,,0.08861910999985412,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallPun,2000,0,41,41,41,,292.31408948900025,None,2000,294.34847766700113,None,None,294.34847766700113,None,1.69,42,296.3819404240003,None,None,0,,296.3819404240003,None,You lost $0.20!,0.6000000000000008,5,33,0.32999999999999996,54.761904761904766,0.2760319388258801,[],50.0,33,3,1,0.3223068979987874,Adjusting RT...,-0.007693102001212537,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,1500,0,42,42,42,,298.4334044750012,None,1500,300.4654823359997,None,None,300.4654823359997,None,1.67,43,302.0158861330001,None,1,1,0.26473607000116317,302.0158861330001,None,You won $5.00!,5.6000000000000005,1,34,0.32999999999999996,55.81395348837209,0.2755612776248502,[1],50.0,33,3,None,0.26473607000116317,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallPun,1500,0,43,43,43,,304.05148740299956,None,1500,306.08345481300057,None,None,306.08345481300057,None,1.67,44,307.6161572130004,None,None,0,,307.6161572130004,None,You lost $0.20!,5.4,5,35,0.32999999999999996,54.54545454545454,0.2755612776248502,"[1, 0]",50.0,33,3,None,0.26473607000116317,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallReward,1500,0,44,44,44,,309.6662211319999,None,1500,311.7003165120004,None,None,311.7003165120004,None,1.67,45,313.2503569620003,None,1,1,0.2812776129994745,313.2503569620003,None,You won $0.20!,5.6000000000000005,2,36,0.36999999999999994,55.55555555555556,0.27578993103983523,[],33.33333333333333,36,3,None,0.2812776129994745,Adjusting RT...,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,4000,0,45,45,45,,315.31694013800006,None,4000,317.3511818320003,None,None,317.3511818320003,None,1.6300000000000001,46,321.4012374320009,None,1,1,0.2683626979996916,321.4012374320009,None,You won $5.00!,10.600000000000001,1,37,0.36999999999999994,56.52173913043478,0.2755042682305989,[1],33.33333333333333,36,3,None,0.2683626979996916,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,3000,0,46,46,46,,323.4356365500007,None,3000,325.46928415600087,None,None,325.46928415600087,None,1.6300000000000001,47,328.50201818000096,None,1,1,0.33162931299921183,328.50201818000096,None,You did not win or lose anything!,10.600000000000001,3,37,0.36999999999999994,57.446808510638306,0.2775829735923994,[1],33.33333333333333,36,3,None,0.33162931299921183,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallPun,3000,0,47,47,47,,330.5358908270009,None,3000,332.5701862340011,None,None,332.5701862340011,None,1.6300000000000001,48,335.60373140199954,None,None,0,,335.60373140199954,None,You lost $0.20!,10.400000000000002,5,38,0.36999999999999994,56.25,0.2775829735923994,"[1, 0]",33.33333333333333,36,3,None,0.33162931299921183,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallPun,2500,0,48,48,48,,337.63710712600005,None,2500,339.6708866910012,None,None,339.6708866910012,None,1.6300000000000001,49,342.2043663580007,None,1,1,0.29134515300029307,342.2043663580007,None,You did not lose $0.20!,10.400000000000002,5,39,0.3499999999999999,57.14285714285714,0.27807447999982415,[],66.66666666666666,39,3,None,0.29134515300029307,Adjusting RT...,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallReward,2000,0,49,49,49,,344.25415029100077,None,2000,346.28723889200046,None,None,346.28723889200046,None,1.6500000000000001,50,348.33791667100013,None,1,1,0.2957951789994695,348.33791667100013,None,You won $0.20!,10.600000000000001,2,40,0.3499999999999999,57.99999999999999,0.27868553858601885,[1],66.66666666666666,39,3,None,0.2957951789994695,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
