Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,1500,0,0,0,0,TimeVersion11.csv,29.546499125999617,None,1500,31.581234743000095,None,None,31.581234743000095,None,1.6099999999999999,1,33.11367437500121,None,1,1,0.3370301569993899,33.11367437500121,None,You did not lose $0.20!,0,5,1,0.39,100.0,0.3370301569993899,[1],0,0,3,None,0.3370301569993899,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,1500,0,1,1,1,,35.1813427649995,None,1500,37.21480926699951,None,None,37.21480926699951,None,1.6099999999999999,2,38.74789972100007,None,1,1,0.25481172199943103,38.74789972100007,None,You did not lose $5.00!,0,4,2,0.39,100.0,0.29592093949941045,"[1, 1]",0,0,3,None,0.25481172199943103,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,3500,0,2,2,2,,40.78133094700024,None,3500,42.81599459000063,None,None,42.81599459000063,None,1.6099999999999999,3,46.3483824140003,None,1,1,0.2983069469992188,46.3483824140003,None,You did not win or lose anything!,0,3,2,0.39,100.0,0.2967162753326799,"[1, 1]",0,0,3,None,0.2983069469992188,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
Triangle,1500,0,3,3,3,,48.38447185500081,None,1500,50.41630420299953,None,None,50.41630420299953,None,1.6099999999999999,4,51.94983462200071,None,None,0,,51.94983462200071,None,You did not win or lose anything!,0,3,2,0.39,75.0,0.2967162753326799,"[1, 1]",0,0,3,None,0.2983069469992188,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,3500,0,4,4,4,,53.99957256400012,None,3500,56.033066010000766,None,None,56.033066010000766,None,1.6099999999999999,5,59.5837963970007,None,1,1,0.2559101879996888,59.5837963970007,None,You won $5.00!,5,1,3,0.34,80.0,0.2865147534994321,[],100.0,3,3,None,0.2559101879996888,Adjusting RT...,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallReward,3000,0,5,5,5,,61.65094871099973,None,3000,63.68498083400118,None,None,63.68498083400118,None,1.66,6,66.7349640020002,None,1,1,0.2678014389985037,66.7349640020002,None,You won $0.20!,5.2,2,4,0.34,83.33333333333334,0.28277209059924646,[1],100.0,3,3,None,0.2678014389985037,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallPun,1500,0,6,6,6,,68.76922687200022,None,1500,70.80231314100092,None,None,70.80231314100092,None,1.66,7,72.33564194199971,None,1,1,0.27206352000030165,72.33564194199971,None,You did not lose $0.20!,5.2,5,5,0.34,85.71428571428571,0.2809873288327556,"[1, 1]",100.0,3,3,None,0.27206352000030165,,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
SmallReward,1500,0,7,7,7,,74.38623541299967,None,1500,76.41959135100115,None,None,76.41959135100115,None,1.66,8,77.97007993900115,None,1,1,0.27965761000086786,77.97007993900115,None,You won $0.20!,5.4,2,6,0.29000000000000004,87.5,0.2807973689996288,[],100.0,6,3,None,0.27965761000086786,Adjusting RT...,,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgReward,3000,0,8,8,8,,80.02001635600027,None,3000,82.05378821900013,None,None,82.05378821900013,None,1.71,9,85.10344919199997,None,None,0,,85.10344919199997,None,You did not win $5.00!,5.4,1,7,0.29000000000000004,77.77777777777779,0.2807973689996288,[0],100.0,6,3,1,0.3058086139999796,,0.01580861399997957,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
LgPun,1500,0,9,9,9,,87.13723611600108,None,1500,89.17062378500123,None,None,89.17062378500123,None,1.71,10,90.7045107949998,None,None,0,,90.7045107949998,None,You lost $5.00!,0.40000000000000036,4,8,0.29000000000000004,70.0,0.2807973689996288,"[0, 0]",100.0,6,3,1,0.44022151999983183,,0.1502215199998318,002,Scanner,2,2019_Sep_05_1119,MID,3.1.5,60.476888569529535,
