cue,probe,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitter,fixationResp.keys,jitterTarget,feedbackDur,rt_list,Trial counter,probeResp.keys,probeResp.corr,probeResp.rt,msg,TrackEarnings,TrialType,probeDur,percentacc,meanrt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
images/WinBig.BMP,images/WinProbe.BMP,WinBig,0,0,0,3,2.799,None,0.425,1.5,[0.33284472598461434],1,space,1,0.33284472598461434,You won $5.00!,5,1,0.5,100.0,0.33284472598461434,,001,.5,2019_Apr_18_1553,MID,3.0.7,60.10924603467218,
images/LoseSmall.BMP,images/LoseProbe.BMP,LoseSmall,0,1,1,1,3.619,None,0.347,1.5,"[0.33284472598461434, 0.29999995697289705]",2,space,1,0.29999995697289705,You did not lose $0.20!,5,5,0.5,100.0,0.3164223414787557,,001,.5,2019_Apr_18_1553,MID,3.0.7,60.10924603467218,
images/LoseBig.BMP,images/LoseProbe.BMP,LoseBig,0,2,2,0,2.518,None,0.376,1.5,"[0.33284472598461434, 0.29999995697289705, 0.3198681359644979]",3,space,1,0.3198681359644979,You did not lose $5.00!,5,4,0.5,100.0,0.3175709396406698,,001,.5,2019_Apr_18_1553,MID,3.0.7,60.10924603467218,
,,,,,,,2.143,None,0.266,1.5,"[0.33284472598461434, 0.29999995697289705, 0.3198681359644979, []]",4,None,0,,,,,,,,,,,,,,,
