Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,feedback_resp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,1500,0,10,10,10,,101.50971149100224,None,1500,103.54361134796636,None,None,103.54361134796636,None,1.6300000000000001,11,105.07593374798307,None,None,0,,105.07593374798307,None,You did not win or lose anything!,-4.8,3,8,0.36999999999999994,45.45454545454545,0.2994196005864069,"[1, 0]",50.0,6,3,1,0.408870032003615,0.03887003200361505,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallReward,3500,0,11,11,11,,107.1284660359961,None,3500,109.16024408396333,None,None,109.16024408396333,None,1.6300000000000001,12,112.71037168800831,None,None,0,,112.71037168800831,None,You did not win $0.20!,-4.8,2,9,0.41999999999999993,41.66666666666667,0.2994196005864069,[],16.666666666666664,9,3,1,0.6105913120135664,0.1905913120135665,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgPun,3000,0,12,12,12,,114.74349869898288,None,3000,116.77700218296377,None,None,116.77700218296377,None,1.58,13,119.81079963495722,None,1,1,0.33573428296949714,119.81079963495722,None,You did not lose $5.00!,-4.8,4,10,0.41999999999999993,46.15384615384615,0.30547204765025526,[1],16.666666666666664,9,3,None,0.33573428296949714,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,1500,0,13,13,13,,121.8607676299871,None,1500,123.89352239196887,None,1,123.89352239196887,None,1.58,14,125.44380329595879,None,1,1,0.2637634829734452,125.44380329595879,None,You won $5.00!,0.20000000000000018,1,11,0.41999999999999993,50.0,0.2995136812678538,"[1, 1]",16.666666666666664,9,3,None,0.2637634829734452,,,0.31390206300420687,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallPun,2000,0,14,14,14,,127.47809487296036,None,2000,129.51111030898755,None,None,129.51111030898755,None,1.58,15,131.54536569298944,None,None,0,,131.54536569298944,None,You lost $0.20!,1.6653345369377348e-16,5,12,0.43999999999999995,46.666666666666664,0.2995136812678538,[],49.99999999999999,12,3,1,0.478659612997435,0.03865961299743503,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
Triangle,3000,0,15,15,15,,133.57735834998311,None,3000,135.61222907999763,None,None,135.61222907999763,None,1.56,16,138.64537325396668,None,1,1,0.3150446339859627,138.64537325396668,None,You did not win or lose anything!,1.6653345369377348e-16,3,12,0.43999999999999995,50.0,0.30145505035761744,[],49.99999999999999,12,3,None,0.3150446339859627,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,4000,0,16,16,16,,140.69492654898204,None,4000,142.72937588900095,None,None,142.72937588900095,None,1.56,17,146.77880206500413,None,1,1,0.35267493803985417,146.77880206500413,None,You won $5.00!,5.0,1,13,0.43999999999999995,52.94117647058824,0.3071461489889771,[1],49.99999999999999,12,3,None,0.35267493803985417,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
Triangle,4000,0,17,17,17,,148.81233895599144,None,4000,150.84663582697976,None,None,150.84663582697976,None,1.56,18,154.87887389498064,None,1,1,0.3646733859786764,154.87887389498064,None,You did not win or lose anything!,5.0,3,13,0.43999999999999995,55.55555555555556,0.312898872687947,[1],49.99999999999999,12,3,None,0.3646733859786764,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallReward,2000,0,18,18,18,,156.94656882196432,None,2000,158.98040777398273,None,None,158.98040777398273,None,1.56,19,161.02041564998217,None,None,0,,161.02041564998217,None,You did not win $0.20!,5.0,2,14,0.43999999999999995,52.63157894736842,0.312898872687947,"[1, 0]",49.99999999999999,12,3,1,0.44394121999852354,0.003941219998523593,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgPun,1500,0,19,19,19,,163.06330709299073,None,1500,165.09731490898412,None,1,165.09731490898412,None,1.56,20,166.62970505096018,None,None,0,,166.62970505096018,None,You lost $5.00!,0.0,4,15,0.45999999999999996,50.0,0.312898872687947,[],49.99999999999999,15,3,None,0.44394121999852354,,Adjusting RT...,0.2772381299873814,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
Triangle,2000,0,20,20,20,,168.66352332697716,None,2000,170.68739356996957,None,None,170.68739356996957,None,1.54,21,172.73030545795336,None,1,1,0.33620815799804404,172.73030545795336,None,You did not win or lose anything!,0.0,3,15,0.45999999999999996,52.38095238095239,0.31501789862522855,[],49.99999999999999,15,3,None,0.33620815799804404,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,2000,0,21,21,21,,174.78973898495315,None,2000,176.83113639696967,None,None,176.83113639696967,None,1.54,22,178.88097381195985,None,1,1,0.28656994202174246,178.88097381195985,None,You won $5.00!,5.0,1,16,0.45999999999999996,54.54545454545454,0.31264723557493806,[1],49.99999999999999,15,3,None,0.28656994202174246,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgPun,2000,0,22,22,22,,180.93127061100677,None,2000,182.95526806800626,None,1,182.95526806800626,None,1.54,23,184.99833689798834,None,None,0,,184.99833689798834,None,You lost $5.00!,0.0,4,17,0.45999999999999996,52.17391304347826,0.31264723557493806,"[1, 0]",49.99999999999999,15,3,None,0.28656994202174246,,,0.3342863660072908,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallReward,1500,0,23,23,23,,187.05562532198383,None,1500,189.07353739900282,None,None,189.07353739900282,None,1.54,24,190.62429447000613,None,1,1,0.4152562689851038,190.62429447000613,None,You won $0.20!,0.2,2,18,0.48,54.166666666666664,0.3205402381449508,[],49.99999999999999,18,3,None,0.4152562689851038,,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgPun,1500,0,24,24,24,,192.66529253695626,None,1500,194.6901214880054,None,None,194.6901214880054,None,1.52,25,196.2325449269847,None,None,0,,196.2325449269847,None,You lost $5.00!,-4.8,4,19,0.48,52.0,0.3205402381449508,[0],49.99999999999999,18,3,1,0.49018392102560027,0.010183921025600284,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,1500,0,25,25,25,,198.27425415400648,None,1500,200.30847134598298,None,None,200.30847134598298,None,1.52,26,201.85823634598637,None,None,0,,201.85823634598637,None,You did not win $5.00!,-4.8,1,20,0.48,50.0,0.3205402381449508,"[0, 0]",49.99999999999999,18,3,None,0.49018392102560027,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
Triangle,1500,0,26,26,26,,203.91571570798988,None,1500,205.9423237059964,None,None,205.9423237059964,None,1.52,27,207.4827498960076,None,1,1,0.34581951901782304,207.4827498960076,None,You did not win or lose anything!,-4.8,3,20,0.48,51.85185185185185,0.32234590106444166,"[0, 0]",49.99999999999999,18,3,None,0.34581951901782304,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallReward,2500,0,27,27,27,,209.54232253297232,None,2500,211.57656443695305,None,None,211.57656443695305,None,1.52,28,214.1349686110043,None,1,1,0.30457572295563295,214.1349686110043,None,You won $0.20!,-4.6,2,21,0.5,53.57142857142857,0.32116122252385443,[],49.99999999999999,21,3,None,0.30457572295563295,,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallPun,1500,0,28,28,28,,216.18321749498136,None,1500,218.2100299919839,None,None,218.2100299919839,None,1.5,29,219.7452454949962,None,None,0,,219.7452454949962,None,You lost $0.20!,-4.8,5,22,0.5,51.724137931034484,0.32116122252385443,[0],49.99999999999999,21,3,1,1.0169889890239574,0.5169889890239574,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,2500,0,29,29,29,,221.793910192966,None,2500,223.82849689596333,None,None,223.82849689596333,None,1.5,30,226.37833219999447,None,1,1,0.3992147140088491,226.37833219999447,None,You won $5.00!,0.20000000000000018,1,23,0.5,53.333333333333336,0.3260395657416666,"[0, 1]",49.99999999999999,21,3,None,0.3992147140088491,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgPun,1500,0,30,30,30,,228.41739882796537,None,1500,230.4452934069559,None,None,230.4452934069559,None,1.5,31,231.97965014196234,None,1,1,0.25677804701263085,231.97965014196234,None,You did not lose $5.00!,0.20000000000000018,4,24,0.5,54.83870967741935,0.3219653587576057,[],49.99999999999999,24,3,None,0.25677804701263085,,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgPun,1500,0,31,31,31,,234.0180918269907,None,1500,236.0461461059749,None,None,236.0461461059749,None,1.5,32,237.58103131398093,None,1,1,0.3184090359718539,237.58103131398093,None,You did not lose $5.00!,0.20000000000000018,4,25,0.5,56.25,0.32176778526950833,[1],49.99999999999999,24,3,None,0.3184090359718539,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallPun,2500,0,32,32,32,,239.6184312789701,None,2500,241.64724298100919,None,None,241.64724298100919,None,1.5,33,244.1810787189752,None,1,1,0.1154713059659116,244.1810787189752,None,You did not lose $0.20!,0.20000000000000018,5,26,0.5,57.57575757575758,0.31091007583247693,"[1, 1]",49.99999999999999,24,3,None,0.1154713059659116,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallReward,1500,0,33,33,33,,246.2306434669881,None,1500,248.26863148796838,None,None,248.26863148796838,None,1.5,34,249.81479487696197,None,1,1,0.38662259199190885,249.81479487696197,None,You won $0.20!,0.4000000000000002,2,27,0.47,58.82352941176471,0.3146957016404485,[],83.33333333333333,27,3,None,0.38662259199190885,,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,1500,0,34,34,34,,251.86544149095425,None,1500,253.89855786197586,None,None,253.89855786197586,None,1.53,35,255.44853428995702,None,1,1,0.3809004560462199,255.44853428995702,None,You won $5.00!,5.4,1,28,0.47,60.0,0.3178483089931043,[1],83.33333333333333,27,3,None,0.3809004560462199,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallPun,1500,0,35,35,35,,257.48593770095613,None,1500,259.51561794499867,None,None,259.51561794499867,None,1.53,36,261.0493012229563,None,None,0,,261.0493012229563,None,You lost $0.20!,5.2,5,29,0.47,58.333333333333336,0.3178483089931043,"[1, 0]",83.33333333333333,27,3,1,0.47152885704301295,0.0015288570430129766,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallPun,3000,0,36,36,36,,263.08615030895453,None,3000,265.11719120899215,None,None,265.11719120899215,None,1.53,37,268.1498421889846,None,1,1,0.32353777601383626,268.1498421889846,None,You did not lose $0.20!,5.2,5,30,0.43999999999999995,59.45945945945946,0.31810692113041034,[],83.33333333333333,30,3,None,0.32353777601383626,,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallReward,3000,0,37,37,37,,270.20045461296104,None,3000,272.23399792797863,None,None,272.23399792797863,None,1.56,38,275.28419313696213,None,None,0,,275.28419313696213,None,You did not win $0.20!,5.2,2,31,0.43999999999999995,57.89473684210527,0.31810692113041034,[0],83.33333333333333,30,3,1,0.435286164979916,-0.004713835020083934,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallPun,1500,0,38,38,38,,277.3208893009578,None,1500,279.35211709700525,None,None,279.35211709700525,None,1.56,39,280.8849965839763,None,1,1,0.22351534600602463,280.8849965839763,None,You did not lose $0.20!,5.2,5,32,0.43999999999999995,58.97435897435898,0.3139942439510892,"[0, 1]",83.33333333333333,30,3,None,0.22351534600602463,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,2000,0,39,39,39,,282.95220568799414,None,2000,284.9858388300054,None,None,284.9858388300054,None,1.56,40,287.0363138690009,None,None,0,,287.0363138690009,None,You did not win $5.00!,5.2,1,33,0.45999999999999996,57.49999999999999,0.3139942439510892,[],49.99999999999999,33,3,None,0.22351534600602463,,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgPun,2500,0,40,40,40,,289.07144763396354,None,2500,291.10329271899536,None,None,291.10329271899536,None,1.54,41,293.6362875669729,None,1,1,0.3292697559809312,293.6362875669729,None,You did not lose $5.00!,5.2,4,34,0.45999999999999996,58.536585365853654,0.3146307236189993,[1],49.99999999999999,33,3,None,0.3292697559809312,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
Triangle,3500,0,41,41,41,,295.68798864795826,None,3500,297.7208759439527,None,None,297.7208759439527,None,1.54,42,301.25411758798873,None,1,1,0.3193036739830859,301.25411758798873,None,You did not win or lose anything!,5.2,3,34,0.45999999999999996,59.523809523809526,0.31481764163356274,[1],49.99999999999999,33,3,None,0.3193036739830859,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
SmallPun,2000,0,42,42,42,,303.30527100298787,None,2000,305.33870381495217,None,1,305.33870381495217,None,1.54,43,307.3715980539564,None,None,0,,307.3715980539564,None,You lost $0.20!,5.0,5,35,0.45999999999999996,58.139534883720934,0.31481764163356274,"[1, 0]",49.99999999999999,33,3,None,0.3193036739830859,,,1.9598496819962747,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgPun,4000,0,43,43,43,,309.42274080595234,None,4000,311.45659927499946,None,None,311.45659927499946,None,1.54,44,315.4890411410015,None,None,0,,315.4890411410015,None,You lost $5.00!,0.0,4,36,0.49999999999999994,56.81818181818182,0.31481764163356274,[],33.33333333333333,36,3,1,0.5332187949679792,0.03321879496797919,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
Triangle,1500,0,44,44,44,,317.53932008100674,None,1500,319.5736276409589,None,None,319.5736276409589,None,1.5,45,321.1069801019621,None,1,1,0.3545113049913198,321.1069801019621,None,You did not win or lose anything!,0.0,3,36,0.49999999999999994,57.77777777777777,0.3163443209934765,[],33.33333333333333,36,3,None,0.3545113049913198,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,3500,0,45,45,45,,323.1570119729731,None,3500,325.19116315897554,None,1,325.19116315897554,None,1.5,46,328.7411324119894,None,None,0,,328.7411324119894,None,You did not win $5.00!,0.0,1,37,0.49999999999999994,56.52173913043478,0.3163443209934765,[0],33.33333333333333,36,3,None,0.3545113049913198,,,0.3932147290324792,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
Triangle,1500,0,46,46,46,,330.77427407499636,None,1500,332.80793044599704,None,None,332.80793044599704,None,1.5,47,334.3410844129976,None,1,1,0.3843318829894997,334.3410844129976,None,You did not win or lose anything!,0.0,3,37,0.49999999999999994,57.446808510638306,0.31886237884518104,[0],33.33333333333333,36,3,None,0.3843318829894997,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,3000,0,47,47,47,,336.39142923097825,None,3000,338.42531587695703,None,None,338.42531587695703,None,1.5,48,341.4747261029552,None,1,1,0.2817306880024262,341.4747261029552,None,You won $5.00!,5.0,1,38,0.49999999999999994,58.333333333333336,0.3175362470293684,"[0, 1]",33.33333333333333,36,3,None,0.2817306880024262,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgPun,3500,0,48,48,48,,343.5085872919881,None,3500,345.54178424098063,None,None,345.54178424098063,None,1.5,49,349.0754630389856,None,1,1,0.43393483496038243,349.0754630389856,None,You did not lose $5.00!,5.0,4,39,0.5,59.183673469387756,0.32154999144078267,[],49.99999999999999,39,3,None,0.43393483496038243,,Adjusting RT...,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
LgReward,1500,0,49,49,49,,351.1259030759684,None,1500,353.1595576349646,None,None,353.1595576349646,None,1.5,50,354.70898342499277,None,None,0,,354.70898342499277,None,You did not win $5.00!,5.0,1,40,0.5,57.99999999999999,0.32154999144078267,[0],49.99999999999999,39,3,1,1.0990715129883029,0.5990715129883029,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,Scanner,1,2019_Sep_01_1120,MID,3.1.5,60.063937359473464,
