TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,0042,1,7
3,0,[],,0042,1,7
2,0,[],,0042,1,7
5,0,[],,0042,1,7
4,1,0.30008641100721434,,0042,1,7
3,0,[],,0042,1,7
5,0,[],,0042,1,7
3,1,0.3015242679975927,,0042,1,7
1,0,[],,0042,1,7
4,1,0.3061537649919046,,0042,1,7
5,1,0.3235950569942361,,0042,1,7
2,1,0.2796410459995968,,0042,1,7
3,1,0.34406662700348534,,0042,1,7
1,0,[],,0042,1,7
1,1,0.2935716399952071,,0042,1,7
5,0,[],,0042,1,7
2,0,[],,0042,1,7
1,0,[],,0042,1,7
5,0,[],,0042,1,7
2,0,[],,0042,1,7
4,1,0.31354625399399083,,0042,1,7
1,1,0.3368723500025226,,0042,1,7
4,1,0.2773531160055427,,0042,1,7
1,0,[],,0042,1,7
3,1,0.28856082799029537,,0042,1,7
3,1,0.3142086009902414,,0042,1,7
5,1,0.26860123199003283,,0042,1,7
2,1,0.2836209770030109,,0042,1,7
4,1,0.2822055729920976,,0042,1,7
1,1,0.2754199529881589,,0042,1,7
2,1,0.3185735949955415,,0042,1,7
1,1,0.31605382601264864,,0042,1,7
4,0,[],,0042,1,7
4,0,[],,0042,1,7
5,0,[],,0042,1,7
4,0,[],,0042,1,7
3,0,[],,0042,1,7
3,1,0.33201587400981225,,0042,1,7
2,1,0.32324780098861083,,0042,1,7
3,0,[],,0042,1,7
3,1,0.32473594100156333,,0042,1,7
4,0,[],,0042,1,7
5,1,0.22592514999269042,,0042,1,7
1,0,[],,0042,1,7
2,1,0.3280125190067338,,0042,1,7
4,1,0.3460559219965944,,0042,1,7
2,1,0.3303557180042844,,0042,1,7
5,0,[],,0042,1,7
1,0,[],,0042,1,7
5,1,0.3124325850076275,,0042,1,7
