cue,probe,feedbackText,condition,corrResp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitter,jitterTarget,ready.keys,ready.rt,feedbackDur,resp.keys,resp.corr,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,2.196,0.325,space,2.7702196199679747,,,,,001,2019_Apr_10_1217,MID,3.0.7,60.14097730732653,
images/WinBig.BMP,images/WinProbe.BMP,You won $5.00,Win,space,0,0,0,3,1.679,0.179,,,1.821,None,0,,001,2019_Apr_10_1217,MID,3.0.7,60.14097730732653,
images/LoseBig.BMP,images/LoseProbe.BMP,You lost $5.00,Lose,None,0,1,1,0,3.704,0.338,,,1.662,None,1,,001,2019_Apr_10_1217,MID,3.0.7,60.14097730732653,
images/Neutral.BMP,images/NeutralProbe.BMP,No win or loss,Neu,space,0,2,2,2,2.409,0.472,,,1.528,None,0,,001,2019_Apr_10_1217,MID,3.0.7,60.14097730732653,
images/WinSmall.BMP,images/WinProbe.BMP,You won $0.20,Win,space,0,3,3,4,1.9,0.387,,,1.613,None,0,,001,2019_Apr_10_1217,MID,3.0.7,60.14097730732653,
,,,,,,,,,2.437,0.386,,,1.6139999999999999,None,1,,,,,,,
