Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,feedback_resp.rt,AdjRTmsg,probeResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,2000,0,0,0,0,TimeVersion_practice1.csv,60.746067464999214,None,2000,62.7633032119993,None,None,62.7633032119993,None,1.65,1,64.81403119600145,None,None,0,64.81403119600145,None,You did not win $0.20!,0,2,1,0.35,0.0,nan,[0],0,0,3,None,,,,,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
LgReward,2000,0,1,1,1,,66.87930513700121,None,2000,68.89773308400254,None,None,68.89773308400254,None,1.65,2,70.94840980899971,None,None,0,70.94840980899971,None,You did not win $5.00!,0,1,2,0.35,0.0,nan,"[0, 0]",0,0,3,1,0.3734472470001492,0.02344724700014922,,,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
SmallPun,2000,0,2,2,2,,73.003528104,None,2000,75.03174049600057,None,None,75.03174049600057,None,1.65,3,77.06415650499912,None,None,0,77.06415650499912,None,You lost $0.20!,-0.2,5,3,0.42,0.0,nan,[],0.0,3,3,1,0.44884434899897313,0.028844348998973146,Adjusting RT...,,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
LgPun,2000,0,3,3,3,,79.10339350600043,None,2000,81.13253656500092,None,None,81.13253656500092,None,1.58,4,83.16624306400263,None,1,1,83.16624306400263,None,You did not lose $5.00!,-0.2,4,4,0.42,25.0,0.3616441339981975,[1],0.0,3,3,None,0.3616441339981975,,,0.3616441339981975,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
Triangle,2000,0,4,4,4,,85.20487194100133,None,2000,87.24991375000172,None,None,87.24991375000172,None,1.58,5,89.2876041740019,None,1,1,89.2876041740019,None,You did not win or lose anything!,-0.2,3,4,0.42,40.0,0.3579655894991447,[1],0.0,3,3,None,0.3542870450000919,,,0.3542870450000919,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
LgReward,2000,0,5,5,5,,91.33948680100002,None,2000,93.36700078500144,None,None,93.36700078500144,None,1.58,6,95.41718362500251,None,1,1,95.41718362500251,None,You won $5.00!,4.8,1,5,0.42,50.0,0.3388310946659961,"[1, 1]",0.0,3,3,None,0.30056210499969893,,,0.30056210499969893,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
SmallPun,2000,0,6,6,6,,97.4549809429991,None,2000,99.48443381100151,None,None,99.48443381100151,None,1.58,7,101.51842537199991,None,1,1,101.51842537199991,None,You did not lose $0.20!,4.8,5,6,0.44,57.14285714285714,0.32573798049998004,[],50.0,6,3,None,0.28645863800193183,,Adjusting RT...,0.28645863800193183,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
SmallReward,2000,0,7,7,7,,103.58471125100186,None,2000,105.61875553900245,None,None,105.61875553900245,None,1.56,8,107.66782779500136,None,1,1,107.66782779500136,None,You won $0.20!,5.0,2,7,0.44,62.5,0.31838387579991834,[1],50.0,6,3,None,0.2889674569996714,,,0.2889674569996714,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
Triangle,2000,0,8,8,8,,109.70590195100158,None,2000,111.73620387100163,None,None,111.73620387100163,None,1.56,9,113.76909135700043,None,1,1,113.76909135700043,None,You did not win or lose anything!,5.0,3,7,0.44,66.66666666666666,0.3077854039996358,[1],50.0,6,3,None,0.2547930449982232,,,0.2547930449982232,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
LgReward,2000,0,9,9,9,,115.81925151100222,None,2000,117.83609892399909,None,None,117.83609892399909,None,1.56,10,119.88670512500175,None,1,1,119.88670512500175,None,You won $5.00!,10.0,1,8,0.44,70.0,0.3034130424280842,"[1, 1]",50.0,6,3,None,0.27717887299877475,,,0.27717887299877475,001,Practice,2,2019_Sep_06_1059,MID,3.1.5,60.47448937561268,
