trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,feedbackText,jitter,jitterTarget,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,3.265,0.408,space,0.8177150720148347,,001,2019_Apr_09_1537,MID,3.0.7,60.33203106776435,
