Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,feedback_resp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgPun,3000,0,20,20,20,,157.36934596201172,None,3000,159.40337137697497,None,1,159.40337137697497,None,1.6300000000000001,21,162.43611831997987,None,1,1,0.32885644398629665,162.43611831997987,None,You did not lose $5.00!,0.20000000000000018,4,16,0.36999999999999994,61.904761904761905,0.2770543766181128,[1],66.66666666666666,15,3,None,0.32885644398629665,,,2.8446042700088583,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallPun,2000,0,21,21,21,,164.46900645399,None,2000,166.50353889499092,None,None,166.50353889499092,None,1.6300000000000001,22,168.53669727197848,None,None,0,,168.53669727197848,None,You lost $0.20!,1.6653345369377348e-16,5,17,0.36999999999999994,59.09090909090909,0.2770543766181128,"[1, 0]",66.66666666666666,15,3,1,0.5664013680117204,0.19640136801172048,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallReward,3500,0,22,22,22,,170.58709849399747,None,3500,172.62075355299748,None,None,172.62075355299748,None,1.6300000000000001,23,176.17071531299734,None,1,1,0.3001355560263619,176.17071531299734,None,You won $0.20!,0.20000000000000018,2,18,0.3499999999999999,60.86956521739131,0.2787030322901306,[],66.66666666666666,18,3,None,0.3001355560263619,,Adjusting RT...,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgReward,2500,0,23,23,23,,178.22018735297024,None,2500,180.2542280149646,None,None,180.2542280149646,None,1.6500000000000001,24,182.8045445929747,None,1,1,0.2652859580121003,182.8045445929747,None,You won $5.00!,5.2,1,19,0.3499999999999999,62.5,0.27780856067159526,[1],66.66666666666666,18,3,None,0.2652859580121003,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallReward,4000,0,24,24,24,,184.85444280697266,None,4000,186.88788119598757,None,None,186.88788119598757,None,1.6500000000000001,25,190.9214717230061,None,None,0,,190.9214717230061,None,You did not win $0.20!,5.2,2,20,0.3499999999999999,60.0,0.27780856067159526,"[1, 0]",66.66666666666666,18,3,1,0.3525617249775677,0.002561724977567792,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallPun,4000,0,25,25,25,,192.9545174019877,None,4000,194.98873017297592,None,None,194.98873017297592,None,1.6500000000000001,26,199.02172656997573,None,1,1,0.2732529820059426,199.02172656997573,None,You did not lose $0.20!,5.2,5,21,0.3299999999999999,61.53846153846154,0.27752383700499195,[],66.66666666666666,21,3,None,0.2732529820059426,,Adjusting RT...,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgReward,2000,0,26,26,26,,201.07195146300364,None,2000,203.10624595097033,None,None,203.10624595097033,None,1.6700000000000002,27,205.15520079701673,None,None,0,,205.15520079701673,None,You did not win $5.00!,5.2,1,22,0.3299999999999999,59.25925925925925,0.27752383700499195,[0],66.66666666666666,21,3,1,0.325308443030808,-0.004691556969191879,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgReward,3000,0,27,27,27,,207.205426874978,None,3000,209.23926016897894,None,None,209.23926016897894,None,1.6700000000000002,28,212.2900371410069,None,None,0,,212.2900371410069,None,You did not win $5.00!,5.2,1,23,0.3299999999999999,57.14285714285714,0.27752383700499195,"[0, 0]",66.66666666666666,21,3,1,0.3209640019759535,-0.009035998024046421,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
Triangle,4000,0,28,28,28,,214.32308699999703,None,4000,216.35726066597272,None,None,216.35726066597272,None,1.6700000000000002,29,220.3893913530046,None,1,1,0.260583916970063,220.3893913530046,None,You did not win or lose anything!,5.2,3,23,0.3299999999999999,58.620689655172406,0.27652737112058434,"[0, 0]",66.66666666666666,21,3,None,0.260583916970063,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgPun,1500,0,29,29,29,,222.44034475000808,None,1500,224.4740668599843,None,None,224.4740668599843,None,1.6700000000000002,30,226.0079292440205,None,None,0,,226.0079292440205,None,You lost $5.00!,0.20000000000000018,4,24,0.3699999999999999,56.666666666666664,0.27652737112058434,[],33.33333333333333,24,3,1,0.5916647440218366,0.22166474402183667,Adjusting RT...,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallReward,1500,0,30,30,30,,228.05735288199503,None,1500,230.0914503270178,None,1,230.0914503270178,None,1.6300000000000001,31,231.63035809696885,None,1,1,0.2476109090493992,231.63035809696885,None,You won $0.20!,0.4000000000000002,2,25,0.3699999999999999,58.06451612903226,0.2749209010055185,[1],33.33333333333333,24,3,None,0.2476109090493992,,,0.3464374369941652,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgReward,1500,0,31,31,31,,233.69067274499685,None,1500,235.72520317597082,None,None,235.72520317597082,None,1.6300000000000001,32,237.274782204011,None,None,0,,237.274782204011,None,You did not win $5.00!,0.4000000000000002,1,26,0.3699999999999999,56.25,0.2749209010055185,"[1, 0]",33.33333333333333,24,3,1,0.49154153699520964,0.12154153699520975,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgReward,4000,0,32,32,32,,239.3246266230126,None,4000,241.35876885300968,None,None,241.35876885300968,None,1.6300000000000001,33,245.40873870701762,None,1,1,0.2332873559789732,245.40873870701762,None,You won $5.00!,5.4,1,27,0.40999999999999986,57.57575757575758,0.2727296617935951,[],33.33333333333333,27,3,None,0.2332873559789732,,Adjusting RT...,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallPun,3500,0,33,33,33,,247.44183323998004,None,3500,249.46481969597517,None,None,249.46481969597517,None,1.59,34,253.008617029991,None,1,1,0.29035012295935303,253.008617029991,None,You did not lose $0.20!,5.4,5,28,0.40999999999999986,58.82352941176471,0.273610684851883,[1],33.33333333333333,27,3,None,0.29035012295935303,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
Triangle,1500,0,34,34,34,,255.05876202898799,None,1500,257.08283562096767,None,None,257.08283562096767,None,1.59,35,258.6253904320183,None,None,0,,258.6253904320183,None,You did not win or lose anything!,5.4,3,28,0.40999999999999986,57.14285714285714,0.273610684851883,[1],33.33333333333333,27,3,None,0.29035012295935303,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
Triangle,2000,0,35,35,35,,260.676152059983,None,2000,262.6999048930011,None,None,262.6999048930011,None,1.59,36,264.7424987879931,None,1,1,0.278470839955844,264.7424987879931,None,You did not win or lose anything!,5.4,3,28,0.40999999999999986,58.333333333333336,0.27384212080921444,[1],33.33333333333333,27,3,None,0.278470839955844,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallPun,2000,0,36,36,36,,266.7932453759713,None,2000,268.8179598369752,None,None,268.8179598369752,None,1.59,37,270.8596100870054,None,None,0,,270.8596100870054,None,You lost $0.20!,5.2,5,29,0.40999999999999986,56.75675675675676,0.27384212080921444,"[1, 0]",33.33333333333333,27,3,None,0.278470839955844,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgPun,1500,0,37,37,37,,272.9105440530111,None,1500,274.93516030401224,None,None,274.93516030401224,None,1.59,38,276.47700287098996,None,None,0,,276.47700287098996,None,You lost $5.00!,0.20000000000000018,4,30,0.4299999999999999,55.26315789473685,0.27384212080921444,[],49.99999999999999,30,3,1,0.5127218840131536,0.08272188401315361,Adjusting RT...,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgPun,3500,0,38,38,38,,278.52686310600257,None,3500,280.5613896040013,None,None,280.5613896040013,None,1.57,39,284.09419839200564,None,1,1,0.2647534440038726,284.09419839200564,None,You did not lose $5.00!,0.20000000000000018,4,31,0.4299999999999999,56.41025641025641,0.27342899913624436,[1],49.99999999999999,30,3,None,0.2647534440038726,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallPun,3000,0,39,39,39,,286.1439616869902,None,3000,288.17033780697966,None,None,288.17033780697966,None,1.57,40,291.20513477700297,None,None,0,,291.20513477700297,None,You lost $0.20!,1.6653345369377348e-16,5,32,0.4299999999999999,55.00000000000001,0.27342899913624436,"[1, 0]",49.99999999999999,30,3,1,0.5198359210113994,0.08983592101139948,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgReward,2000,0,40,40,40,,293.2783039640053,None,2000,295.3039503499749,None,None,295.3039503499749,None,1.57,41,297.3544593700208,None,1,1,0.26946199097437784,297.3544593700208,None,You won $5.00!,5.0,1,33,0.4499999999999999,56.09756097560976,0.273256520520511,[],49.99999999999999,33,3,None,0.26946199097437784,,Adjusting RT...,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallPun,1500,0,41,41,41,,299.3948230770184,None,1500,301.42203983000945,None,None,301.42203983000945,None,1.55,42,302.9561493389774,None,None,0,,302.9561493389774,None,You lost $0.20!,4.8,5,34,0.4499999999999999,54.761904761904766,0.273256520520511,[0],49.99999999999999,33,3,1,0.5165810730424709,0.06658107304247096,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallReward,1500,0,42,42,42,,305.00658938800916,None,1500,307.03925868996885,None,None,307.03925868996885,None,1.55,43,308.58915387198795,None,1,1,0.3428046189947054,308.58915387198795,None,You won $0.20!,5.0,2,35,0.4499999999999999,55.81395348837209,0.2761543579569358,"[0, 1]",49.99999999999999,33,3,None,0.3428046189947054,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallReward,1500,0,43,43,43,,310.6390837790095,None,1500,312.65649955300614,None,None,312.65649955300614,None,1.55,44,314.2085948669701,None,None,0,,314.2085948669701,None,You did not win $0.20!,5.0,2,36,0.4699999999999999,54.54545454545454,0.2761543579569358,[],49.99999999999999,36,3,1,0.5578052759799175,0.0878052759799175,Adjusting RT...,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
LgReward,1500,0,44,44,44,,316.275246714009,None,1500,318.30701129999943,None,None,318.30701129999943,None,1.53,45,319.85715109598823,None,1,1,0.3716809279867448,319.85715109598823,None,You won $5.00!,10.0,1,37,0.4699999999999999,55.55555555555556,0.27997542075812815,[1],49.99999999999999,36,3,None,0.3716809279867448,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
Triangle,1500,0,45,45,45,,321.89684545097407,None,1500,323.92473577096825,None,None,323.92473577096825,None,1.53,46,325.4587506829994,None,None,0,,325.4587506829994,None,You did not win or lose anything!,10.0,3,37,0.4699999999999999,54.347826086956516,0.27997542075812815,[1],49.99999999999999,36,3,1,0.49546087303198866,0.02546087303198874,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallPun,1500,0,46,46,46,,327.49748358601937,None,1500,329.52587271196535,None,None,329.52587271196535,None,1.53,47,331.0587506640004,None,1,1,0.27311507397098467,331.0587506640004,None,You did not lose $0.20!,10.0,5,38,0.4699999999999999,55.319148936170215,0.27971156126631497,"[1, 1]",49.99999999999999,36,3,None,0.27311507397098467,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallPun,2500,0,47,47,47,,333.09748497599503,None,2500,335.12711751501774,None,None,335.12711751501774,None,1.53,48,337.65985734498827,None,1,1,0.21997950901277363,337.65985734498827,None,You did not lose $0.20!,10.0,5,39,0.4499999999999999,56.25,0.2774992630347023,[],66.66666666666666,39,3,None,0.21997950901277363,,Adjusting RT...,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
Triangle,3000,0,48,48,48,,339.69748093397357,None,3000,341.7269805929973,None,None,341.7269805929973,None,1.55,49,344.7600705929799,None,1,1,0.2659090569941327,344.7600705929799,None,You did not win or lose anything!,10.0,3,39,0.4499999999999999,57.14285714285714,0.277085327104682,[],66.66666666666666,39,3,None,0.2659090569941327,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
SmallReward,2000,0,49,49,49,,346.81098435696913,None,2000,348.84431432996644,None,None,348.84431432996644,None,1.55,50,350.89483121898957,None,1,1,0.3839992599678226,350.89483121898957,None,You won $0.20!,10.2,2,40,0.4499999999999999,57.99999999999999,0.2807720144447903,[1],66.66666666666666,39,3,None,0.3839992599678226,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Scanner,2,2019_Sep_02_1113,MID,3.1.5,59.93777510752064,
