cue,probe,feedbackText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitter,jitterTarget,key_resp_3.keys,key_resp_3.rt,feedbackDur,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,2.876,0.02,space,1.624192204035353,,,,,001,2019_Apr_09_1411,MID,3.0.7,60.28013686934555,
images/LoseSmall.BMP,images/LoseProbe.BMP,You won $0.20,0,0,0,1,2.994,-0.188,,,2.188,space,8.256289463955909,,001,2019_Apr_09_1411,MID,3.0.7,60.28013686934555,
images/WinBig.BMP,images/LoseProbe.BMP,You lost $0.20,0,1,1,3,1.728,0.067,,,1.933,space,6.699936230026651,,001,2019_Apr_09_1411,MID,3.0.7,60.28013686934555,
,,,,,,,2.55,0.089,,,1.911,space,1.6989061040221713,,,,,,,
