Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,3500,0,0,0,0,TimeVersion16.csv,32.28681306500221,None,3500,34.31247623199306,None,None,34.31247623199306,None,1.66,1,37.853672034005285,None,None,0,37.853672034005285,None,You lost $0.20!,-0.2,5,1,0.34,0.0,nan,[0],0,0,3,1,0.004110714013222605,0.34411071401322263,,,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
Triangle,3000,0,1,1,1,,39.90389041599701,None,3000,41.93040653600474,None,None,41.93040653600474,None,1.66,2,44.970815766006126,None,1,1,44.970815766006126,None,You did not win or lose anything!,-0.2,3,1,0.34,50.0,0.28417903999798,[0],0,0,3,None,,0.28417903999798,0.28417903999798,,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
SmallPun,2000,0,2,2,2,,47.02164058499329,None,2000,49.0485823659983,None,None,49.0485823659983,None,1.66,3,51.08288814499974,None,None,0,51.08288814499974,None,You lost $0.20!,-0.4,5,2,0.34,33.33333333333333,0.28417903999798,"[0, 0]",0,0,3,None,,0.28417903999798,,,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
SmallReward,1500,0,3,3,3,,53.132388409998384,None,1500,55.165544525996665,None,None,55.165544525996665,None,1.66,4,56.71483197499765,None,None,0,56.71483197499765,None,You did not win $0.20!,-0.4,2,3,0.41000000000000003,25.0,0.28417903999798,[],0.0,3,3,1,0.021016626007622108,0.43101662600762214,,Adjusting RT...,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
LgReward,1500,0,4,4,4,,58.765988016995834,None,1500,60.799576605000766,None,None,60.799576605000766,None,1.5899999999999999,5,62.34915201799595,None,None,0,62.34915201799595,None,You did not win $5.00!,-0.4,1,4,0.41000000000000003,20.0,0.28417903999798,[0],0.0,3,3,1,0.008036860002903268,0.4180368600029033,,,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
SmallReward,1500,0,5,5,5,,64.40031565900426,None,1500,66.43420061399229,None,None,66.43420061399229,None,1.5899999999999999,6,67.96717299100419,None,1,1,67.96717299100419,None,You won $0.20!,-0.2,2,5,0.41000000000000003,33.33333333333333,0.28306972649443196,"[0, 1]",0.0,3,3,None,,0.2819604129908839,0.2819604129908839,,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
Triangle,1500,0,6,6,6,,70.02271541899245,None,1500,72.05119436400128,None,None,72.05119436400128,None,1.5899999999999999,7,73.58410990299308,None,None,0,73.58410990299308,None,You did not win or lose anything!,-0.2,3,5,0.41000000000000003,28.57142857142857,0.28306972649443196,"[0, 1]",0.0,3,3,None,,0.2819604129908839,,,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
LgPun,2500,0,7,7,7,,75.63971307499742,None,2500,77.66830329099321,None,None,77.66830329099321,None,1.5899999999999999,8,80.2013684889971,None,1,1,80.2013684889971,None,You did not lose $5.00!,-0.2,4,6,0.45,37.5,0.2885880669928156,[],33.33333333333333,6,3,None,,0.29962474798958283,0.29962474798958283,Adjusting RT...,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
SmallReward,3500,0,8,8,8,,82.26873647500179,None,3500,84.30292860500049,None,None,84.30292860500049,None,1.55,9,87.85232840500248,None,1,1,87.85232840500248,None,You won $0.20!,0.0,2,7,0.45,44.44444444444444,0.29964004074645345,[1],33.33333333333333,6,3,None,,0.33279596200736705,0.33279596200736705,,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
SmallReward,2000,0,9,9,9,,89.9028362800018,None,2000,91.93687524599954,None,None,91.93687524599954,None,1.55,10,93.9864651060052,None,None,0,93.9864651060052,None,You did not win $0.20!,0.0,2,8,0.45,40.0,0.29964004074645345,"[1, 0]",33.33333333333333,6,3,1,0.06125471999985166,0.5112547199998516,,,,006,Scanner,2,2019_Sep_08_1106,MID,3.1.5,60.332958895991894,
