run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,polygon.started,polygon.stopped,participant,session,practiceRT,trial Order,date,expName,psychopyVersion,frameRate,
,,,,6.4311172739999165,None,,,,,,,,,
