TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,0381,2,practice
1,0,[],,0381,2,practice
5,0,[],,0381,2,practice
4,0,[],,0381,2,practice
3,0,[],,0381,2,practice
1,0,[],,0381,2,practice
5,0,[],,0381,2,practice
2,1,0.32459981698775664,,0381,2,practice
3,1,0.31396241098991595,,0381,2,practice
1,1,0.29582043999107555,,0381,2,practice
4,1,0.3339411189954262,,0381,2,practice
5,1,0.31368403299711645,,0381,2,practice
2,1,0.3176883900014218,,0381,2,practice
4,1,0.34135912300553173,,0381,2,practice
3,0,[],,0381,2,practice
