TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,020,2,practice
1,0,[],,020,2,practice
5,0,[],,020,2,practice
4,1,0.3354485249728896,,020,2,practice
3,0,[],,020,2,practice
1,1,0.26189486298244447,,020,2,practice
5,1,0.25075139303226024,,020,2,practice
2,1,0.36190606700256467,,020,2,practice
3,1,0.316896730044391,,020,2,practice
1,1,0.27812928101047873,,020,2,practice
4,0,[],,020,2,practice
5,1,0.2898955590208061,,020,2,practice
2,1,0.25499855203088373,,020,2,practice
4,1,0.26693103095749393,,020,2,practice
3,1,0.258885980991181,,020,2,practice
