cue,probe,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitterTarget,jitter,fixationResp.keys,feedbackDur,probeResp.keys,probeResp.corr,TrackEarnings,participant,session,date,expName,psychopyVersion,frameRate,
images/LoseSmall.BMP,images/LoseProbe.BMP,LoseSmall,0,0,0,1,0.426,2.096,None,1.574,None,0,0.2,,001,2019_Apr_17_1239,MID,3.0.7,59.86722575540336,
