TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,029,2,practice
1,0,[],,029,2,practice
5,1,0.268498293007724,,029,2,practice
4,1,0.2935253769974224,,029,2,practice
3,1,0.30257191602140665,,029,2,practice
1,0,[],,029,2,practice
5,1,0.33109012100612745,,029,2,practice
2,1,0.3403363340185024,,029,2,practice
3,1,0.31421822000993416,,029,2,practice
1,1,0.3106666069943458,,029,2,practice
4,0,[],,029,2,practice
5,0,[],,029,2,practice
2,1,0.32620761095313355,,029,2,practice
4,1,0.3050210860092193,,029,2,practice
3,0,[],,029,2,practice
