TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,002,2,practice
1,1,0.2826487599995744,,002,2,practice
5,1,0.25957612399906793,,002,2,practice
4,0,[],,002,2,practice
3,0,[],,002,2,practice
1,1,0.27075258100012434,,002,2,practice
5,0,[],,002,2,practice
2,1,0.31752246799987915,,002,2,practice
3,1,0.22172194499944453,,002,2,practice
1,0,[],,002,2,practice
4,1,0.2568374779984879,,002,2,practice
5,1,0.2874071969999932,,002,2,practice
2,0,[],,002,2,practice
4,0,[],,002,2,practice
3,0,[],,002,2,practice
