cue,probe,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitter,fixationResp.keys,jitterTarget,feedbackDur,rt_list,Trial counter,probeResp.keys,probeResp.corr,probeResp.rt,msg,TrackEarnings,TrialType,probeDur,percentacc,meanrt,fixationResp.rt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
images/WinBig.BMP,images/WinProbe.BMP,WinBig,0,0,0,3,2.432,None,0.284,1.5,[0.27509742899565026],1,space,1,0.27509742899565026,You won $5.00!,5,1,0.5,100.0,0.27509742899565026,,,001,.5,2019_Apr_18_1602,MID,3.0.7,60.19441145509999,
images/LoseSmall.BMP,images/LoseProbe.BMP,LoseSmall,0,1,1,1,2.04,None,0.391,1.5,"[0.27509742899565026, 0.26939508598297834]",2,space,1,0.26939508598297834,You did not lose $0.20!,5,5,0.5,100.0,0.2722462574893143,,,001,.5,2019_Apr_18_1602,MID,3.0.7,60.19441145509999,
images/Neutral.BMP,images/NeutralProbe.BMP,Neutral,0,2,2,2,3.99,None,0.309,1.5,"[0.27509742899565026, 0.26939508598297834, 0.05337349302135408]",3,space,1,0.05337349302135408,You did not win or lose anything!,5,3,0.5,100.0,0.19928866933332756,,,001,.5,2019_Apr_18_1602,MID,3.0.7,60.19441145509999,
,,,,,,,3.173,space,0.19,,,,,,,,,,,,,0.301613558025565,,,,,,,,
