TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,009,2,practice
1,1,0.2929142569992109,,009,2,practice
5,0,[],,009,2,practice
4,1,0.29474399000173435,,009,2,practice
3,1,0.29843559399887454,,009,2,practice
1,0,[],,009,2,practice
5,1,0.2643612070023664,,009,2,practice
2,1,0.21489111799746752,,009,2,practice
3,1,0.37824795799679123,,009,2,practice
1,0,[],,009,2,practice
4,1,0.2757866020037909,,009,2,practice
5,1,0.2717945839976892,,009,2,practice
2,1,0.2829239570055506,,009,2,practice
4,1,0.22905283399450127,,009,2,practice
3,0,[],,009,2,practice
