Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,AdjRTmsg,probeResp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,1500,0,10,10,10,,104.95710310898721,None,1500,106.9826485219528,None,None,106.9826485219528,None,1.62,11,108.52411225094693,None,None,0,108.52411225094693,None,You did not win or lose anything!,0.2,3,8,0.37999999999999995,45.45454545454545,0.2556889358093031,"[1, 1]",50.0,6,3,None,,0.22571794700343162,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallReward,3500,0,11,11,11,,110.58289684494957,None,3500,112.60051423497498,None,None,112.60051423497498,None,1.62,12,116.15692845295416,None,1,1,116.15692845295416,None,You won $0.20!,0.4,2,9,0.32999999999999996,50.0,0.2584692518382023,[],100.0,9,3,None,,0.2723708319826983,Adjusting RT...,0.2723708319826983,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgPun,3000,0,12,12,12,,118.20790412294446,None,3000,120.23485522996634,None,None,120.23485522996634,None,1.67,13,123.27449604595313,None,1,1,123.27449604595313,None,You did not lose $5.00!,0.4,4,10,0.32999999999999996,53.84615384615385,0.25937508086540867,[1],100.0,9,3,None,,0.2648100550286472,,0.2648100550286472,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,1500,0,13,13,13,,125.33545598498313,None,1500,127.36880551598733,None,None,127.36880551598733,None,1.67,14,128.9198851149995,None,1,1,128.9198851149995,None,You won $5.00!,5.4,1,11,0.32999999999999996,57.14285714285714,0.262252887012437,"[1, 1]",100.0,9,3,None,,0.28239753004163504,,0.28239753004163504,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallPun,2000,0,14,14,14,,130.95875895494828,None,2000,132.98581164400093,None,None,132.98581164400093,None,1.67,15,135.02100983000128,None,1,1,135.02100983000128,None,You did not lose $0.20!,5.4,5,12,0.27999999999999997,60.0,0.2602540064512545,[],100.0,12,3,None,,0.24426296196179464,Adjusting RT...,0.24426296196179464,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
Triangle,3000,0,15,15,15,,137.0757929509855,None,3000,139.10407685599057,None,None,139.10407685599057,None,1.72,16,142.13848712295294,None,None,0,142.13848712295294,None,You did not win or lose anything!,5.4,3,12,0.27999999999999997,56.25,0.2602540064512545,[],100.0,12,3,None,,0.24426296196179464,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,4000,0,16,16,16,,144.20411707594758,None,4000,146.23790208395803,None,None,146.23790208395803,None,1.72,17,150.28767896199133,None,1,1,150.28767896199133,None,You won $5.00!,10.4,1,13,0.27999999999999997,58.82352941176471,0.2555858303036075,[1],100.0,12,3,None,,0.21357224497478455,,0.21357224497478455,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
Triangle,4000,0,17,17,17,,152.3268129269709,None,4000,154.35544759698678,None,None,154.35544759698678,None,1.72,18,158.38961534400005,None,None,0,158.38961534400005,None,You did not win or lose anything!,10.4,3,13,0.27999999999999997,55.55555555555556,0.2555858303036075,[1],100.0,12,3,None,,0.21357224497478455,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallReward,2000,0,18,18,18,,160.45617749897065,None,2000,162.48967082396848,None,None,162.48967082396848,None,1.72,19,164.539715072955,None,1,1,164.539715072955,None,You won $0.20!,10.6,2,14,0.27999999999999997,57.89473684210527,0.2538472630972551,"[1, 1]",100.0,12,3,None,,0.23646159103373066,,0.23646159103373066,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgPun,1500,0,19,19,19,,166.57770499197068,None,1500,168.60772772395285,None,None,168.60772772395285,None,1.72,20,170.14005884097423,None,None,0,170.14005884097423,None,You lost $5.00!,5.6,4,15,0.24999999999999997,55.00000000000001,0.2538472630972551,[],83.33333333333333,15,3,1,0.0004834529827348888,0.2504834529827349,Adjusting RT...,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
Triangle,2000,0,20,20,20,,172.19389295694418,None,2000,174.225346993946,None,None,174.225346993946,None,1.75,21,176.25748141098302,None,None,0,176.25748141098302,None,You did not win or lose anything!,5.6,3,15,0.24999999999999997,52.38095238095239,0.2538472630972551,[],83.33333333333333,15,3,None,,0.2504834529827349,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,2000,0,21,21,21,,178.3254449989763,None,2000,180.3426702459692,None,None,180.3426702459692,None,1.75,22,182.3752861119574,None,None,0,182.3752861119574,None,You did not win $5.00!,5.6,1,16,0.24999999999999997,50.0,0.2538472630972551,[0],83.33333333333333,15,3,1,-0.009513969998806715,0.24048603000119326,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgPun,2000,0,22,22,22,,184.41189141297946,None,2000,186.44361583597492,None,None,186.44361583597492,None,1.75,23,188.47629083896754,None,1,1,188.47629083896754,None,You did not lose $5.00!,5.6,4,17,0.24999999999999997,52.17391304347826,0.24935064359063594,"[0, 1]",83.33333333333333,15,3,None,,0.19988782901782542,,0.19988782901782542,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallReward,1500,0,23,23,23,,190.52651662396966,None,1500,192.559902478999,None,None,192.559902478999,None,1.75,24,194.1105615539709,None,None,0,194.1105615539709,None,You did not win $0.20!,5.6,2,18,0.26999999999999996,50.0,0.24935064359063594,[],49.99999999999999,18,3,None,,0.19988782901782542,Adjusting RT...,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgPun,1500,0,24,24,24,,196.14582489896566,None,1500,198.17829293198884,None,None,198.17829293198884,None,1.73,25,199.71117008599686,None,None,0,199.71117008599686,None,You lost $5.00!,0.5999999999999996,4,19,0.26999999999999996,48.0,0.24935064359063594,[0],49.99999999999999,18,3,None,,0.19988782901782542,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,1500,0,25,25,25,,201.76129096199293,None,1500,203.7952542489511,None,1,203.7952542489511,None,1.73,26,205.3450565249659,None,None,0,205.3450565249659,None,You did not win $5.00!,0.5999999999999996,1,20,0.26999999999999996,46.15384615384615,0.24935064359063594,"[0, 0]",49.99999999999999,18,3,1,-0.0016302880248986185,0.26836971197510134,,,0.3080389670212753,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
Triangle,1500,0,26,26,26,,207.38013836200116,None,1500,209.41266955499304,None,None,209.41266955499304,None,1.73,27,210.94658077094937,None,None,0,210.94658077094937,None,You did not win or lose anything!,0.5999999999999996,3,20,0.26999999999999996,44.44444444444444,0.24935064359063594,"[0, 0]",49.99999999999999,18,3,None,,0.26836971197510134,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallReward,2500,0,27,27,27,,212.99552922998555,None,2500,215.0301911609713,None,None,215.0301911609713,None,1.73,28,217.5803889919771,None,None,0,217.5803889919771,None,You did not win $0.20!,0.5999999999999996,2,21,0.31999999999999995,42.857142857142854,0.24935064359063594,[],16.666666666666664,21,3,1,0.006995834992267191,0.32699583499226714,Adjusting RT...,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallPun,1500,0,28,28,28,,219.61412739596562,None,1500,221.64797280100174,None,None,221.64797280100174,None,1.6800000000000002,29,223.1805746019818,None,1,1,223.1805746019818,None,You did not lose $0.20!,0.5999999999999996,5,22,0.31999999999999995,44.827586206896555,0.24945735754534745,[1],16.666666666666664,21,3,None,,0.25073792500188574,,0.25073792500188574,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,2500,0,29,29,29,,225.230913167994,None,2500,227.26509713300038,None,None,227.26509713300038,None,1.6800000000000002,30,229.8154755680007,None,1,1,229.8154755680007,None,You won $5.00!,5.6,1,23,0.31999999999999995,46.666666666666664,0.2486968698628646,"[1, 1]",16.666666666666664,21,3,None,,0.23881052999058738,,0.23881052999058738,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgPun,1500,0,30,30,30,,231.8484586449922,None,1500,233.88261902797967,None,None,233.88261902797967,None,1.6800000000000002,31,235.4158095709863,None,1,1,235.4158095709863,None,You did not lose $5.00!,5.6,4,24,0.33999999999999997,48.38709677419355,0.2502820480032824,[],50.0,24,3,None,,0.2724745419691317,Adjusting RT...,0.2724745419691317,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgPun,1500,0,31,31,31,,237.44879104598658,None,1500,239.483019983978,None,None,239.483019983978,None,1.6600000000000001,32,241.0153903789469,None,1,1,241.0153903789469,None,You did not lose $5.00!,5.6,4,25,0.33999999999999997,50.0,0.24982115806778893,[1],50.0,24,3,None,,0.2429078090353869,,0.2429078090353869,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallPun,2500,0,32,32,32,,243.04928951797774,None,2500,245.08244846499292,None,None,245.08244846499292,None,1.6600000000000001,33,247.61657535395352,None,1,1,247.61657535395352,None,You did not lose $0.20!,5.6,5,26,0.33999999999999997,51.515151515151516,0.24928524594425278,"[1, 1]",50.0,24,3,None,,0.2407106519676745,,0.2407106519676745,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallReward,1500,0,33,33,33,,249.68269179598428,None,1500,251.71736387797864,None,None,251.71736387797864,None,1.6600000000000001,34,253.2829858569894,None,1,1,253.2829858569894,None,You won $0.20!,5.8,2,27,0.29,52.94117647058824,0.2508916928911478,[],100.0,27,3,None,,0.2782012909883633,Adjusting RT...,0.2782012909883633,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,1500,0,34,34,34,,255.35052326397272,None,1500,257.36737009399803,None,None,257.36737009399803,None,1.71,35,258.917669743998,None,1,1,258.917669743998,None,You won $5.00!,10.8,1,28,0.29,54.285714285714285,0.2506657895803648,[1],100.0,27,3,None,,0.24659952998626977,,0.24659952998626977,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallPun,1500,0,35,35,35,,260.95032427995466,None,1500,262.9846747259726,None,None,262.9846747259726,None,1.71,36,264.5176541019464,None,None,0,264.5176541019464,None,You lost $0.20!,10.600000000000001,5,29,0.29,52.77777777777778,0.2506657895803648,"[1, 0]",100.0,27,3,1,0.01840131700737402,0.308401317007374,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallPun,3000,0,36,36,36,,266.56739163497696,None,3000,268.6008999499609,None,1,268.6008999499609,None,1.71,37,271.635114506993,None,None,0,271.635114506993,None,You lost $0.20!,10.400000000000002,5,30,0.26999999999999996,51.35135135135135,0.2506657895803648,[],66.66666666666666,30,3,1,0.024580791010521352,0.2945807910105213,Adjusting RT...,,0.3384118619724177,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallReward,3000,0,37,37,37,,273.6842646089499,None,3000,275.7179357139976,None,None,275.7179357139976,None,1.73,38,278.7689422459807,None,1,1,278.7689422459807,None,You won $0.20!,10.600000000000001,2,31,0.26999999999999996,52.63157894736842,0.24955011350102724,[1],66.66666666666666,30,3,None,,0.22835226799361408,,0.22835226799361408,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallPun,1500,0,38,38,38,,280.801661630976,None,1500,282.83608842396643,None,None,282.83608842396643,None,1.73,39,284.3692544349469,None,None,0,284.3692544349469,None,You lost $0.20!,10.400000000000002,5,32,0.26999999999999996,51.28205128205128,0.24955011350102724,"[1, 0]",66.66666666666666,30,3,1,0.0008461679681204259,0.2708461679681204,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,2000,0,39,39,39,,286.4196700259927,None,2000,288.4531374189537,None,None,288.4531374189537,None,1.73,40,290.50292362994514,None,1,1,290.50292362994514,None,You won $5.00!,15.400000000000002,1,33,0.29,52.5,0.24877703795486705,[],49.99999999999999,33,3,None,,0.2333155270316638,Adjusting RT...,0.2333155270316638,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgPun,2500,0,40,40,40,,292.5359119149507,None,2500,294.56994934397517,None,None,294.56994934397517,None,1.71,41,297.1027870469843,None,1,1,297.1027870469843,None,You did not lose $5.00!,15.400000000000002,4,34,0.29,53.65853658536586,0.24862843872820536,[1],49.99999999999999,33,3,None,,0.2455078549683094,,0.2455078549683094,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
Triangle,3500,0,41,41,41,,299.13590555399423,None,3500,301.1701018859749,None,None,301.1701018859749,None,1.71,42,304.703059603984,None,None,0,304.703059603984,None,You did not win or lose anything!,15.400000000000002,3,34,0.29,52.38095238095239,0.24862843872820536,[1],49.99999999999999,33,3,None,,0.2455078549683094,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
SmallPun,2000,0,42,42,42,,306.7535177839454,None,2000,308.78797263198067,None,None,308.78797263198067,None,1.71,43,310.82002431096043,None,1,1,310.82002431096043,None,You did not lose $0.20!,15.400000000000002,5,35,0.29,53.48837209302325,0.24787413160843047,"[1, 1]",49.99999999999999,33,3,None,,0.2312793749733828,,0.2312793749733828,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgPun,4000,0,43,43,43,,312.8701823899755,None,4000,314.9047665479593,None,None,314.9047665479593,None,1.71,44,318.93838321696967,None,1,1,318.93838321696967,None,You did not lose $5.00!,15.400000000000002,4,36,0.26,54.54545454545454,0.24762484383245464,[],83.33333333333333,36,3,None,,0.24189122498501092,Adjusting RT...,0.24189122498501092,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
Triangle,1500,0,44,44,44,,320.9881047149538,None,1500,323.0218482869677,None,None,323.0218482869677,None,1.74,45,324.5538903979468,None,None,0,324.5538903979468,None,You did not win or lose anything!,15.400000000000002,3,36,0.26,53.333333333333336,0.24762484383245464,[],83.33333333333333,36,3,None,,0.24189122498501092,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,3500,0,45,45,45,,326.62177318998147,None,3500,328.6446242799866,None,None,328.6446242799866,None,1.74,46,332.1944908219739,None,None,0,332.1944908219739,None,You did not win $5.00!,15.400000000000002,1,37,0.26,52.17391304347826,0.24762484383245464,[0],83.33333333333333,36,3,1,0.003373455023393035,0.26337345502339304,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
Triangle,1500,0,46,46,46,,334.23865334299626,None,1500,336.2623680449906,None,None,336.2623680449906,None,1.74,47,337.80577784898924,None,None,0,337.80577784898924,None,You did not win or lose anything!,15.400000000000002,3,37,0.26,51.06382978723404,0.24762484383245464,[0],83.33333333333333,36,3,1,0.06338469299953431,0.3233846929995343,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,3000,0,47,47,47,,339.87254794395994,None,3000,341.8963015009649,None,None,341.8963015009649,None,1.74,48,344.94586544297636,None,1,1,344.94586544297636,None,You won $5.00!,20.400000000000002,1,38,0.26,52.083333333333336,0.2467331919982098,"[0, 1]",83.33333333333333,36,3,None,,0.22533354797633365,,0.22533354797633365,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgPun,3500,0,48,48,48,,346.98949911195086,None,3500,349.0143502209685,None,None,349.0143502209685,None,1.74,49,352.5563664729707,None,None,0,352.5563664729707,None,You lost $5.00!,15.400000000000002,4,39,0.24000000000000002,51.02040816326531,0.2467331919982098,[],66.66666666666666,39,3,1,0.0106169119826518,0.2506169119826518,Adjusting RT...,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
LgReward,1500,0,49,49,49,,354.6235066090012,None,1500,356.64898518199334,None,None,356.64898518199334,None,1.76,50,358.1979415349779,None,None,0,358.1979415349779,None,You did not win $5.00!,15.400000000000002,1,40,0.24000000000000002,50.0,0.2467331919982098,[0],66.66666666666666,39,3,None,,0.2506169119826518,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,Scanner,1,2019_Sep_02_0942,MID,3.1.5,59.61968045562432,
