TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
4,0,[],,034,1,2
1,1,0.0524475839920342,,034,1,2
3,0,[],,034,1,2
4,0,[],,034,1,2
1,0,[],,034,1,2
4,1,0.21655287098838016,,034,1,2
3,0,[],,034,1,2
2,0,[],,034,1,2
3,1,0.32578780699986964,,034,1,2
2,1,0.27335408501676284,,034,1,2
3,1,0.3001013610046357,,034,1,2
2,1,0.30129866700735874,,034,1,2
5,1,0.3342071780061815,,034,1,2
2,0,[],,034,1,2
3,0,[],,034,1,2
4,1,0.3011450119956862,,034,1,2
5,0,[],,034,1,2
2,0,[],,034,1,2
4,0,[],,034,1,2
3,0,[],,034,1,2
4,0,[],,034,1,2
5,1,0.32771122999838553,,034,1,2
2,1,0.3293362700205762,,034,1,2
5,1,0.31215468799928203,,034,1,2
5,0,[],,034,1,2
4,1,0.28770910899038427,,034,1,2
2,1,0.3180829460034147,,034,1,2
1,1,0.31111076299566776,,034,1,2
1,1,0.2844423569913488,,034,1,2
5,1,0.31652331197983585,,034,1,2
2,0,[],,034,1,2
5,0,[],,034,1,2
3,0,[],,034,1,2
1,1,0.29003512699273415,,034,1,2
4,0,[],,034,1,2
1,0,[],,034,1,2
4,0,[],,034,1,2
2,1,0.30556631000945345,,034,1,2
5,1,0.3246765150106512,,034,1,2
1,1,0.2764675710059237,,034,1,2
3,1,0.33325516001787037,,034,1,2
1,1,0.3079641090007499,,034,1,2
5,1,0.3292128449829761,,034,1,2
3,1,0.3304291680105962,,034,1,2
5,1,0.3105220540019218,,034,1,2
4,1,0.3180969120003283,,034,1,2
3,0,[],,034,1,2
1,0,[],,034,1,2
1,0,[],,034,1,2
2,0,[],,034,1,2
